wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,ref
233,37,2,pour,pour,PRE,37,Pre,Pre,pour,C/V\,"RenNouv, v. 37"
234,37,3,che,che,PRO:invar,37,Prn,Prn,ce,C/(e)\,"RenNouv, v. 37"
235,37,4,que,que,PROCON,37,Sub,Sub,que,C/(e)\,"RenNouv, v. 37"
236,37,5,tant,tant,ADV,37,QIs,QIs,tant,C/V\,"RenNouv, v. 37"
237,37,6,monteplie,monteplie,VER:pres:3:sg,37,Vfin,Vfin,moulteplier,C/V\.C/e\.'C/V\./(e)\,"RenNouv, v. 37"
238,38,1,renars,renars,NOM:suj:masc:sg,38,N,N,renard,C/V\.'C/V\,"RenNouv, v. 38"
239,38,2,me,me,PRO:pers:obj:1:sg:unb,38,Prn,Prn$$,me,C/(e)\,"RenNouv, v. 38"
240,38,3,plaist,plaist,VER:pres:3:sg,38,Vfin,Vfin,plaire,C/V\,"RenNouv, v. 38"
241,38,4,que,que,PROCON,38,Sub,Sub,que,C/(e)\,"RenNouv, v. 38"
242,38,5,vous,vous,PRO:pers:2:pl,38,Prn,Prn$$,vous,C/V\,"RenNouv, v. 38"
243,38,6,en,en,PRO:clit,38,Prn,Prn$$,en,/V\,"RenNouv, v. 38"
244,38,7,die,die,VER:subp:1:sg,38,Vfin,Vfin,dire,'C/V\./(e)\,"RenNouv, v. 38"
245,39,1,une,une,DET:ndf:obj:femi:sg,39,QIs,QIs,un,'/V\.C/(e)\,"RenNouv, v. 39"
246,39,2,branche,branche,NOM:obj:femi:sg,39,N,N,branche,'C/V\.C/(e)\,"RenNouv, v. 39"
247,39,3,ou,ou,PROCON,39,Qux,Qux,où,/V\,"RenNouv, v. 39"
248,39,4,pluseur,pluseur,PRO:ind:suj:masc:pl,39,QIs,QIs,plusieurs,C/V\.'C/V\,"RenNouv, v. 39"
249,39,5,porront,porront,VER:futu:3:pl,39,Vfin,Vfin,pouvoir,C/V\.'C/V\,"RenNouv, v. 39"
250,40,1,prendre,prendre,VER:infi,40,Vinf,Vinf,prendre,'C/V\.C/(e)\,"RenNouv, v. 40"
251,40,2,essample,essample,NOM:obj:masc:sg,40,N,N,exemple,/V\.'C/V\.C/(e)\,"RenNouv, v. 40"
