wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,ref
171,27,6,le,le,PRO:pers:acc:3:femi:sg,39,Prn,Prn$$,le,C/(e)\,"AdHaleFeuill, v. 39"
172,27,7,connui,connui,VER:simp:1:sg,39,Vfin,Vfin,connaître,C/V\.'C/V\,"AdHaleFeuill, v. 39"
173,28,1,que,que,PROCON,40,Sub,Sub,que,C/(e)\,"AdHaleFeuill, v. 40"
174,28,2,s,s,PROCON,40,Sub,Sub,si3,C/\,"AdHaleFeuill, v. 40"
175,28,3,ele,ele,PRO:pers:suj:3:femi:sg,40,Prn,Prn$,elle,'/V\.C/(e)\,"AdHaleFeuill, v. 40"
176,28,4,vous,vous,PRO:pers:2:pl,40,Prn,Prn$$,vous,C/V\,"AdHaleFeuill, v. 40"
177,28,5,i,i,PRO:clit,40,Prn,Prn$$,y2,/V\,"AdHaleFeuill, v. 40"
178,28,6,savoit,savoit,VER:impf:3:sg,40,Vfin,Vfin,savoir,C/V\.'C/V\,"AdHaleFeuill, v. 40"
179,28,7,hui,hui,ADV,40,Adv,Adv,hui2,/V\,"AdHaleFeuill, v. 40"
180,29,1,que,que,PROCON,41,Sub,Sub,que,C/(e)\,"AdHaleFeuill, v. 41"
181,29,2,demain,demain,ADV,41,Adv,Adv,demain,C/V\.'C/V\,"AdHaleFeuill, v. 41"
182,29,3,iroit,iroit,VER:cond:3:sg,41,Vfin,Vfin,aller,/V\.'C/V\,"AdHaleFeuill, v. 41"
183,29,4,sans,sans,PRE,41,Pre,Pre,sans,C/V\,"AdHaleFeuill, v. 41"
184,29,5,respit,respit,NOM:obj:masc:sg,41,N,N,répit,C/V\.'C/V\,"AdHaleFeuill, v. 41"
185,30,1,et,et,CON:coord,42,Crd,Crd,et,/V\,"AdHaleFeuill, v. 42"
186,30,2,savés,savés,VER:pres:2:pl,42,Vfin,Vfin,savoir,C/V\.'C/V\,"AdHaleFeuill, v. 42"
187,30,3,vous,vous,PRO:pers:2:pl,42,Prn,Prn%,vous,C/V\,"AdHaleFeuill, v. 42"
188,30,4,que,que,PROCON,42,Qux,Qux,que,C/(e)\,"AdHaleFeuill, v. 42"
189,30,5,je,je,PRO:pers:suj:1:sg:unb,42,Prn,Prn$,je,C/(e)\,"AdHaleFeuill, v. 42"
190,30,6,ferai,ferai,VER:futu:1:sg,42,Vfin,Vfin,faire,C/V\.'C/V\,"AdHaleFeuill, v. 42"
191,31,1,pour,pour,PRE,43,Pre,Pre,pour,C/V\,"AdHaleFeuill, v. 43"
192,31,2,li,li,PRO:pers:acc:3:femi:sg:bet,43,Prn,Prn$,li,C/V\,"AdHaleFeuill, v. 43"
193,31,3,espanir,espanir,VER:infi,43,Vinf,Vinf,espanir,/V\.C/V\.'C/V\,"AdHaleFeuill, v. 43"
194,31,4,meterai,meterai,VER:futu:1:sg,43,Vfin,Vfin,mettre,C/V\.C/e\.'C/V\,"AdHaleFeuill, v. 43"
