wd_id,line_id,linewd,word,lex_id,pos_nca,syntag,syntag2,syllabified,lemma,ref,tei_right,tei_left
216,34,5,cort,cort,VER:pres:3:sg,Vfin,Vfin,C/V\,courir,"Coincy, II Mir 22, v. 34",</l>,
217,35,1,petis,petis,ADJ:suj:masc:sg,Adj,Adj,C/e\.'C/V\,petit,"Coincy, II Mir 22, v. 35",,<l n=&quot;35&quot;>
218,35,2,estoit,estoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,être,"Coincy, II Mir 22, v. 35",,
219,35,3,ne,ne,PRO:clit,Crd,Crd,C/(e)\,ne,"Coincy, II Mir 22, v. 35",,
220,35,4,mie,mie,ADV,Neg,Neg,'C/V\./(e)\,mie,"Coincy, II Mir 22, v. 35",,
221,35,5,grans,grans,ADJ:suj:masc:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 35",</l>,
222,36,1,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 36",,<l n=&quot;36&quot;>
223,36,2,livres,livres,NOM:suj:masc:sg,N,N,'C/V\.C/e\,livre,"Coincy, II Mir 22, v. 36",,
224,36,3,dit,dit,VER:pres:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 22, v. 36",,
225,36,4,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 22, v. 36",,
226,36,5,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 22, v. 36",,
227,36,6,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 36",,
228,36,7,onze,onze,ADJ:card,QIs,QIs,'/V\.C/(e)\,onze,"Coincy, II Mir 22, v. 36",,
229,36,8,anz,anz,NOM:obj:masc:pl,N,N,/V\,an,"Coincy, II Mir 22, v. 36",</l>,
230,37,1,dou,dou,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 22, v. 37",,<l n=&quot;37&quot;>
231,37,2,puant,puant,VER:ppre,Vprs,Vprs,C/V\.'C/V\,puir,"Coincy, II Mir 22, v. 37",,
232,37,3,feu,feu,NOM:obj:masc:sg,N,N,C/V\,feu,"Coincy, II Mir 22, v. 37",,
233,37,4,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 37",,
234,37,5,art,art,VER:pres:3:sg,Vfin,Vfin,/V\,ardre,"Coincy, II Mir 22, v. 37",,
235,37,6,sanz,sanz,PRE,Pre,Pre,C/V\,sans,"Coincy, II Mir 22, v. 37",,
236,37,7,flame,flame,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,flamme,"Coincy, II Mir 22, v. 37",</l>,
237,38,1,mout,mout,ADV,QIs,QIs,C/V\,moult,"Coincy, II Mir 22, v. 38",,<pb n=&quot;192&quot;/><l n=&quot;38&quot;>
238,38,2,tost,tost,ADV,Adv,Adv,C/V\,tôt,"Coincy, II Mir 22, v. 38",,
239,38,3,gari,gari,VER:pper:masc:sg,Vpp,Vpp,C/V\.'C/V\,guérir,"Coincy, II Mir 22, v. 38",,
240,38,4,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 22, v. 38",,
241,38,5,eut,eut,VER:simp:3:sg,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 38",,
242,38,6,nostre,nostre,DET:poss:suj:femi:sg,Det,Det,'C/V\.C/(e)\,notre,"Coincy, II Mir 22, v. 38",,
243,38,7,dame,dame,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,dame,"Coincy, II Mir 22, v. 38",</l>,
244,39,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 39",,<l n=&quot;39&quot;>
245,39,2,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 39",,
246,39,3,soutilz,soutilz,ADJ:suj:femi:sg,Adj,Adj,C/V\.'C/V\,subtil,"Coincy, II Mir 22, v. 39",,
247,39,4,cyrurgienne,cyrurgienne,NOM:suj:femi:sg,N,N,C/V\.C/V\.C/V\.'C/V\.C/(e)\,chirurgienne,"Coincy, II Mir 22, v. 39",</l>,
248,40,1,en,en,PRE,Pre,Pre,/V\,en,"Coincy, II Mir 22, v. 40",,<l n=&quot;40&quot;>
249,40,2,vauz,vauz,NPR:obj:masc:sg,N,N,C/V\,Vaux,"Coincy, II Mir 22, v. 40",,
250,40,3,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 40",,
251,40,4,povre,povre,ADJ:suj:femi:sg,Adj,Adj,'C/V\.C/(e)\,pauvre,"Coincy, II Mir 22, v. 40",,
252,40,5,crestienne,crestienne,NOM:suj:femi:sg,Adj,Adj,C/V\.C/{V}\.'/V\.C/(e)\,chrétien,"Coincy, II Mir 22, v. 40",</l>,
253,41,1,atout,atout,PRE,PrA,PrA,/V\.'C/V\,atout,"Coincy, II Mir 22, v. 41",,<l n=&quot;41&quot;>
254,41,2,son,son,DET:poss:obj:masc:sg,Det,Det,C/V\,son,"Coincy, II Mir 22, v. 41",,
255,41,3,enfant,enfant,NOM:obj:masc:sg,N,N,/V\.'C/V\,enfant,"Coincy, II Mir 22, v. 41",,
256,41,4,s,s,PROCON,Prn,Prn$$,C/\,se,"Coincy, II Mir 22, v. 41",,
257,41,5,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 41",,
258,41,6,revint,revint,VER:simp:3:sg,Vfin,Vfin,C/V\.'C/V\,revenir,"Coincy, II Mir 22, v. 41",</l>,
259,42,1,en,en,PRO:clit,Pre,Pre,/V\,en,"Coincy, II Mir 22, v. 42",,<l n=&quot;42&quot;>
260,42,2,l',l',DET:def:obj:masc:sg,Det,Det,C/\,le,"Coincy, II Mir 22, v. 42",,
261,42,3,an,an,NOM:obj:masc:sg,N,N,/V\,an,"Coincy, II Mir 22, v. 42",,
262,42,4,aprés,aprés,PRE,PrA,PrA,/V\.'C/V\,après,"Coincy, II Mir 22, v. 42",,
263,42,5,grans,grans,ADJ:suj:masc:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 42",,
264,42,6,voloirs,voloirs,VER:infi,N,N,C/V\.'C/V\,vouloir,"Coincy, II Mir 22, v. 42",,
265,42,7,vint,vint,VER:simp:3:sg,Vfin,Vfin,C/V\,venir,"Coincy, II Mir 22, v. 42",</l>,
266,43,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 43",,<l n=&quot;43&quot;>
267,43,2,l',l',DET:def:obj:masc:sg,Det,Det,C/\,le,"Coincy, II Mir 22, v. 43",,
268,43,3,enfant,enfant,NOM:obj:masc:sg,N,N,/V\.'C/V\,enfant,"Coincy, II Mir 22, v. 43",,
269,43,4,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 22, v. 43",,
270,43,5,raler,raler,VER:infi,Vinf,Vinf,C/V\.'C/V\,raller,"Coincy, II Mir 22, v. 43",,
271,43,6,arriere,arriere,ADV,PrA,PrA,/V\.'C/V\.C/(e)\,arrière,"Coincy, II Mir 22, v. 43",</l>,
272,44,1,sa,sa,DET:poss:obj:femi:sg,Det,Det,C/V\,son,"Coincy, II Mir 22, v. 44",,<l n=&quot;44&quot;>
273,44,2,mere,mere,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,mère,"Coincy, II Mir 22, v. 44",,
274,44,3,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 44",,
275,44,4,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 22, v. 44",,
276,44,5,mainte,mainte,DET:ind:obj:femi:sg,QIs,QIs,'C/V\.C/(e)\,maint,"Coincy, II Mir 22, v. 44",,
277,44,6,priere,priere,NOM:obj:femi:sg,N,N,C/V\.'C/V\.C/(e)\,prière,"Coincy, II Mir 22, v. 44",</l>,
278,45,1,souvent,souvent,ADV,Adv,Adv,C/V\.'C/V\,souvent,"Coincy, II Mir 22, v. 45",,<l n=&quot;45&quot;>
279,45,2,li,li,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,C/V\,li,"Coincy, II Mir 22, v. 45",,
280,45,3,prie,prie,VER:pres:3:sg,Vfin,Vfin,'C/V\./(e)\,prier,"Coincy, II Mir 22, v. 45",,
281,45,4,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 45",,
282,45,5,jointes,jointes,VER:pper:femi:pl,Vpp,Vpp,'C/V\.C/e\,joindre,"Coincy, II Mir 22, v. 45",,
283,45,6,mains,mains,NOM:obj:femi:pl,N,N,C/V\,main,"Coincy, II Mir 22, v. 45",</l>,
284,46,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 46",,<l n=&quot;46&quot;>
285,46,2,chasc,chasc,DET:ind:obj:masc:sg,QIs,QIs,C/V\,chaque,"Coincy, II Mir 22, v. 46",,
286,46,3,an,an,NOM:obj:masc:sg,N,N,/V\,an,"Coincy, II Mir 22, v. 46",,
287,46,4,une,une,DET:ndf:obj:femi:sg,QIs,QIs,'/V\.C/(e)\,un,"Coincy, II Mir 22, v. 46",,
288,46,5,fois,fois,NOM:obj:femi:sg,N,N,C/V\,fois,"Coincy, II Mir 22, v. 46",,
289,46,6,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 22, v. 46",,
290,46,7,mains,mains,ADV,Adv,Adv,C/V\,moins,"Coincy, II Mir 22, v. 46",</l>,
291,47,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 47",,<l n=&quot;47&quot;>
292,47,2,nostre,nostre,DET:poss:obj:femi:sg,Det,Det,'C/V\.C/(e)\,notre,"Coincy, II Mir 22, v. 47",,
293,47,3,dame,dame,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,dame,"Coincy, II Mir 22, v. 47",,
294,47,4,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 22, v. 47",,
295,47,5,remaint,remaint,VER:subp:3:sg,Vfin,Vfin,C/V\.'C/V\,remanoir,"Coincy, II Mir 22, v. 47",</l>,
296,48,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 48",,<l n=&quot;48&quot;>
297,48,2,feuz,feuz,NOM:suj:masc:sg,N,N,C/V\,feu,"Coincy, II Mir 22, v. 48",,
298,48,3,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 22, v. 48",,
299,48,4,enfer,enfer,NOM:obj:masc:sg,N,N,/V\.'C/V\,enfer,"Coincy, II Mir 22, v. 48",,
300,48,5,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 22, v. 48",,
301,48,6,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 22, v. 48",,
302,48,7,mesmaint,mesmaint,VER:subp:3:sg,Vfin,Vfin,C/V\.'C/V\,mémener,"Coincy, II Mir 22, v. 48",</l>,
303,49,1,chasqu,chasqu,DET:ind:obj:masc:sg,QIs,QIs,C/V\,chaque,"Coincy, II Mir 22, v. 49",,<l n=&quot;49&quot;>
304,49,2,an,an,NOM:obj:masc:sg,N,N,/V\,an,"Coincy, II Mir 22, v. 49",,
305,49,3,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 22, v. 49",,
306,49,4,dit,dit,VER:pres:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 22, v. 49",,
307,49,5,la,la,PRO:pers:acc:3:femi:sg,Prn,Prn$$,C/V\,le,"Coincy, II Mir 22, v. 49",,
308,49,6,vielt,vielt,VER:pres:3:sg,Vfin,Vfin,C/V\,vouloir,"Coincy, II Mir 22, v. 49",,
309,49,7,requerre,requerre,VER:infi,Vinf,Vinf,C/V\.'C/V\.C/(e)\,requérir,"Coincy, II Mir 22, v. 49",</l>,
310,50,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 50",,<l n=&quot;50&quot;>
311,50,2,sainz,sainz,ADJ:obj:masc:pl,Adj,Adj,C/V\,saint,"Coincy, II Mir 22, v. 50",,
312,50,3,ses,ses,DET:poss:obj:masc:pl,Det,Det,C/V\,son,"Coincy, II Mir 22, v. 50",,
313,50,4,menbres,menbres,NOM:obj:masc:pl,N,N,'C/V\.C/e\,membre,"Coincy, II Mir 22, v. 50",,
314,50,5,gart,gart,VER:subp:3:sg,Vfin,Vfin,C/V\,garder,"Coincy, II Mir 22, v. 50",,
315,50,6,sor,sor,PRE,PrA,PrA,C/V\,sur,"Coincy, II Mir 22, v. 50",,
316,50,7,terre,terre,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,terre,"Coincy, II Mir 22, v. 50",</l>,
317,51,1,mais,mais,CON:coord,Crd,Crd,C/V\,mais,"Coincy, II Mir 22, v. 51",,<l n=&quot;51&quot;>
318,51,2,sa,sa,DET:poss:suj:femi:sg,Det,Det,C/V\,son,"Coincy, II Mir 22, v. 51",,
319,51,3,mere,mere,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,mère,"Coincy, II Mir 22, v. 51",,
320,51,4,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 22, v. 51",,
321,51,5,ceste,ceste,DET:demo:obj:femi:sg,Dem,Dem,'C/V\.C/(e)\,cist,"Coincy, II Mir 22, v. 51",,
322,51,6,chose,chose,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,chose,"Coincy, II Mir 22, v. 51",</l>,
323,52,1,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 22, v. 52",,<l n=&quot;52&quot;>
324,52,2,souvent,souvent,ADV,Adv,Adv,C/V\.'C/V\,souvent,"Coincy, II Mir 22, v. 52",,
325,52,3,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 22, v. 52",,
326,52,4,blasme,blasme,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,blâmer,"Coincy, II Mir 22, v. 52",,
327,52,5,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 52",,
328,52,6,chose,chose,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,choser,"Coincy, II Mir 22, v. 52",</l>,
329,53,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 53",,<l n=&quot;53&quot;>
330,53,2,dist,dist,VER:pres:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 22, v. 53",,
331,53,3,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 53",,
332,53,4,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 22, v. 53",,
333,53,5,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 22, v. 53",,
334,53,6,porroit,porroit,VER:cond:3:sg,Vfin,Vfin,C/V\.'C/V\,pouvoir,"Coincy, II Mir 22, v. 53",,
335,53,7,pour,pour,PRE,Pre,Pre,C/V\,pour,"Coincy, II Mir 22, v. 53",,
336,53,8,cialz,cialz,PRO:demo:obj:masc:pl,Dem,Dem,C/V\,cil,"Coincy, II Mir 22, v. 53",</l>,
337,54,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 54",,<l n=&quot;54&quot;>
338,54,2,bestes,bestes,NOM:obj:femi:pl,N,N,'C/V\.C/e\,bête,"Coincy, II Mir 22, v. 54",,
339,54,3,garde,garde,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,garder,"Coincy, II Mir 22, v. 54",,
340,54,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 54",,
341,54,5,cui,cui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 54",,
342,54,6,pourcialz,pourcialz,NOM:obj:masc:pl,N,N,C/V\.'C/V\,pourceau,"Coincy, II Mir 22, v. 54",</l>,
343,55,1,souvent,souvent,ADV,Adv,Adv,C/V\.'C/V\,souvent,"Coincy, II Mir 22, v. 55",,<l n=&quot;55&quot;>
344,55,2,prieres,prieres,NOM:obj:femi:pl,N,N,C/V\.'C/V\.C/e\,prière,"Coincy, II Mir 22, v. 55",,
345,55,3,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 22, v. 55",,
346,55,4,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 55",,
347,55,5,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 22, v. 55",,
348,55,6,grans,grans,ADJ:obj:femi:pl,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 55",</l>,
349,56,1,mais,mais,CON:coord,Crd,Crd,C/V\,mais,"Coincy, II Mir 22, v. 56",,<l n=&quot;56&quot;>
350,56,2,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 56",,
351,56,3,vieille,vieille,ADJ:suj:femi:sg,Adj,Adj,'C/V\.C/(e)\,vieux,"Coincy, II Mir 22, v. 56",,
352,56,4,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 56",,
353,56,5,mout,mout,ADV,QIs,QIs,C/V\,moult,"Coincy, II Mir 22, v. 56",,
354,56,6,ahurtanz,ahurtanz,VER:ppre:pl,Vprs,Vprs,/V\.C/V\.'C/V\,aheurter,"Coincy, II Mir 22, v. 56",</l>,
355,57,1,ausi,ausi,ADV,Adv,Adv,/V\.'C/V\,aussi,"Coincy, II Mir 22, v. 57",,<l n=&quot;57&quot;>
356,57,2,com,com,CON:subord,Sub,Sub,C/V\,comme,"Coincy, II Mir 22, v. 57",,
357,57,3,sont,sont,VER:pres:3:pl,Vfin,Vfin,C/V\,être,"Coincy, II Mir 22, v. 57",,
358,57,4,teles,teles,ADJ:suj:femi:pl,Adj,Adj,'C/V\.C/e\,tel,"Coincy, II Mir 22, v. 57",,
359,57,5,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 22, v. 57",,
360,57,6,a,a,VER:pres:3:sg,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 57",</l>,
361,58,1,se,se,PROCON,Adv,Adv,C/(e)\,si,"Coincy, II Mir 22, v. 58",,<l n=&quot;58&quot;>
362,58,2,li,li,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,C/V\,li,"Coincy, II Mir 22, v. 58",,
363,58,3,respont,respont,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\,répondre,"Coincy, II Mir 22, v. 58",,
364,58,4,«,«,PON:cit,Pnc,Pnc,,«,"Coincy, II Mir 22, v. 58",,
365,58,5,ya,ya,EXC,Exc,Exc,/V\.'C/V\,jà,"Coincy, II Mir 22, v. 58",,
366,58,6,ya,ya,EXC,Exc,Exc,/V\.'C/V\,jà,"Coincy, II Mir 22, v. 58",</l>,
367,59,1,or,or,ADV,Adv,Adv,/V\,or,"Coincy, II Mir 22, v. 59",,<l n=&quot;59&quot;>
368,59,2,dou,dou,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 22, v. 59",,
369,59,3,roter,roter,VER:infi,Vinf,Vinf,C/V\.'C/V\,router,"Coincy, II Mir 22, v. 59",,
370,59,4,or,or,ADV,Adv,Adv,/V\,or,"Coincy, II Mir 22, v. 59",,
371,59,5,dou,dou,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 22, v. 59",,
372,59,6,roter,roter,VER:infi,Vinf,Vinf,C/V\.'C/V\,router,"Coincy, II Mir 22, v. 59",</l>,
373,60,1,trop,trop,ADV,Adv,Adv,C/V\,trop,"Coincy, II Mir 22, v. 60",,<l n=&quot;60&quot;>
374,60,2,te,te,PRO:pers:obj:2:sg:unb,Prn,Prn$$,C/(e)\,te,"Coincy, II Mir 22, v. 60",,
375,60,3,puis,puis,VER:pres:1:sg,Vfin,Vfin,C/V\,pouvoir,"Coincy, II Mir 22, v. 60",,
376,60,4,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 22, v. 60",,
377,60,5,amignoter,amignoter,VER:infi,Vinf,Vinf,/V\.C/V\.C/V\.'C/V\,amignoter,"Coincy, II Mir 22, v. 60",</l>,
378,61,1,s,s,PROCON,Sub,Sub,C/\,si,"Coincy, II Mir 22, v. 61",,<l n=&quot;61&quot;>
379,61,2,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 22, v. 61",,
380,61,3,petitet,petitet,NOM:obj:masc:sg,N,N,C/V\.C/V\.'C/V\,petitet,"Coincy, II Mir 22, v. 61",,
381,61,4,me,me,PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/(e)\,me,"Coincy, II Mir 22, v. 61",,
382,61,5,vois,vois,VER:pres:2:sg,Vfin,Vfin,C/V\,aller,"Coincy, II Mir 22, v. 61",,
383,61,6,irier,irier,VER:infi,Vinf,Vinf,/V\.'C/V\,irer,"Coincy, II Mir 22, v. 61",</l>,
384,62,1,je,je,PRO:pers:suj:1:sg:unb,Prn,Prn$,C/(e)\,je,"Coincy, II Mir 22, v. 62",,<l n=&quot;62&quot;>
385,62,2,te,te,PRO:pers:obj:2:sg:unb,Prn,Prn$$,C/(e)\,te,"Coincy, II Mir 22, v. 62",,
386,62,3,cuit,cuit,VER:pres:1:sg,Vfin,Vfin,C/V\,cuider,"Coincy, II Mir 22, v. 62",,
387,62,4,ja,ja,ADV,Adv,Adv,C/V\,jà,"Coincy, II Mir 22, v. 62",,
388,62,5,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 22, v. 62",,
389,62,6,atirier,atirier,VER:infi,Vinf,Vinf,/V\.C/V\.'C/V\,attirer,"Coincy, II Mir 22, v. 62",</l>,
390,63,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 63",,<pb n=&quot;193&quot;/><l n=&quot;63&quot;>
391,63,2,tu,tu,PRO:pers:suj:2:sg:unb,Prn,Prn,C/V\,tu,"Coincy, II Mir 22, v. 63",,
392,63,3,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 22, v. 63",,
393,63,4,aler,aler,VER:infi,Vinf,Vinf,/V\.'C/V\,aller,"Coincy, II Mir 22, v. 63",,
394,63,5,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 22, v. 63",,
395,63,6,aras,aras,VER:futu:2:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 22, v. 63",,
396,63,7,corage,corage,NOM:obj:masc:sg,N,N,C/V\.'C/V\.C/(e)\,courage,"Coincy, II Mir 22, v. 63",</l>,
397,64,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 64",,<l n=&quot;64&quot;>
398,64,2,soissons,soissons,NPR:obj:masc:sg,N,N,C/V\.'C/V\,Soissons,"Coincy, II Mir 22, v. 64",,
399,64,3,en,en,PRE,Pre,Pre,/V\,en,"Coincy, II Mir 22, v. 64",,
400,64,4,pelerinage,pelerinage,NOM:obj:masc:sg,N,N,C/V\.C/e\.C/V\.'C/V\.C/(e)\,pèlerinage,"Coincy, II Mir 22, v. 64",,
401,64,5,»,»,PON:cit,Pnc,Pnc,,»,"Coincy, II Mir 22, v. 64",</l>,
402,65,1,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 65",,<l n=&quot;65&quot;>
403,65,2,valletons,valletons,NOM:suj:masc:sg,N,N,C/V\.C/e\.'C/V\,valeton,"Coincy, II Mir 22, v. 65",,
404,65,3,forment,forment,ADV,Adv,Adv,C/V\.'C/V\,fortement,"Coincy, II Mir 22, v. 65",,
405,65,4,s,s,PROCON,Prn,Prn$$,C/\,se,"Coincy, II Mir 22, v. 65",,
406,65,5,aïre,aïre,VER:pres:3:sg,Vfin,Vfin,/(V)\.'/V\.C/(e)\,aïrer,"Coincy, II Mir 22, v. 65",</l>,
407,66,1,des,des,PREDET:de:obj:femi:pl,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 22, v. 66",,<l n=&quot;66&quot;>
408,66,2,paroles,paroles,NOM:obj:femi:pl,N,N,C/V\.'C/V\.C/e\,parole,"Coincy, II Mir 22, v. 66",,
409,66,3,qu,qu,PROCON,Qux,Qux,C/\,que,"Coincy, II Mir 22, v. 66",,
410,66,4,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 22, v. 66",,
411,66,5,li,li,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,C/V\,li,"Coincy, II Mir 22, v. 66",,
412,66,6,ot,ot,VER:pres:3:sg,Vfin,Vfin,/V\,ouïr,"Coincy, II Mir 22, v. 66",,
413,66,7,dire,dire,VER:infi,Vinf,Vinf,'C/V\.C/(e)\,dire,"Coincy, II Mir 22, v. 66",</l>,
414,67,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 67",,<l n=&quot;67&quot;>
415,67,2,se,se,PROCON,Adv,Adv,C/(e)\,si,"Coincy, II Mir 22, v. 67",,
416,67,3,respont,respont,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\,répondre,"Coincy, II Mir 22, v. 67",,
417,67,4,ireement,ireement,ADV,Adv,Adv,/V\.C/V\.C/e\.'C/V\,irément,"Coincy, II Mir 22, v. 67",</l>,
418,68,1,«,«,PON:cit,Pnc,Pnc,,«,"Coincy, II Mir 22, v. 68",,<l n=&quot;68&quot;>
419,68,2,or,or,ADV,Adv,Adv,/V\,or,"Coincy, II Mir 22, v. 68",,
420,68,3,doinst,doinst,VER:subp:3:sg,Vfin,Vfin,C/V\,donner,"Coincy, II Mir 22, v. 68",,
421,68,4,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 68",,
422,68,5,sires,sires,NOM:suj:masc:sg,N,N,'C/V\.C/e\,sire,"Coincy, II Mir 22, v. 68",,
423,68,6,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 68",,
424,68,7,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 22, v. 68",,
425,68,8,ment,ment,VER:pres:3:sg,Vfin,Vfin,C/V\,mentir,"Coincy, II Mir 22, v. 68",</l>,
426,69,1,quant,quant,ADV,Sub,Sub,C/V\,quand,"Coincy, II Mir 22, v. 69",,<l n=&quot;69&quot;>
427,69,2,mener,mener,VER:infi,Vinf,Vinf,C/V\.'C/V\,mener,"Coincy, II Mir 22, v. 69",,
428,69,3,saim,saim,ADJ:obj:masc:sg,Adj,Adj,C/V\,sain,"Coincy, II Mir 22, v. 69",,
429,69,4,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 22, v. 69",,
430,69,5,m',m',PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/\,me,"Coincy, II Mir 22, v. 69",,
431,69,6,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 22, v. 69",,
432,69,7,volez,volez,VER:pres:2:pl,Vfin,Vfin,C/V\.'C/V\,vouloir,"Coincy, II Mir 22, v. 69",</l>,
433,70,1,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 70",,<l n=&quot;70&quot;>
