wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
378,41,6,conte,conte,11_1,N,N,,'C/V\.C/(e)\,NOUN,comte,3
379,41,7,fist,fist,11_1,Vfin,Vfin,faire,C/V\,VERB,faire,10
380,41,8,pour,pour,11_1,Pre,Pre,pour,C/V\,ADP,pour,10
381,41,9,son,son,11_1,Det,Det,son4,C/V\,DET,son,10
382,41,10,fiex,fiex,11_1,N,N,,C/V\,NOUN,fief,3
383,41,11,requerre,requerre,11_1,Vinf,Vinf,requérir,C/V\.'C/V\.C/(e)\,VERB,requérir,10
384,41,12,",",",",11_1,Pnc,Pnc,,,PUNCT,",",9
385,42,1,Et,et,11_2,Crd,Crd,et,/V\,CCONJ,et,10
386,42,2,on,on,11_2,Prn,Prn$,on,/V\,PRON,on,10
387,42,3,li,li,11_2,Prn,Prn$$,li,C/V\,PRON,li,10
388,42,4,otroia,otroia,11_2,Vfin,Vfin,octroyer,/V\.C/V\.'C/V\,VERB,octroyer,10
389,42,5,en,en,11_2,Pre,Pre,en,/V\,ADP,en,10
390,42,6,pèz,pez,11_2,N,N,,C/V\,NOUN,pied,0
391,42,7,sans,sans,11_2,Pre,Pre,sans,C/V\,ADP,sans,10
392,42,8,point,point,11_2,Neg,Neg,point2,C/V\,ADV,point,10
393,42,9,de,de,11_2,Pre,Pre,de,C/(e)\,ADP,de,10
394,42,10,guerre,guerre,11_2,N,N,,'C/V\.C/(e)\,NOUN,guerre,8
395,42,11,",",",",11_2,Pnc,Pnc,,,PUNCT,",",9
396,43,1,Avec,avec,11_3,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
397,43,2,quatre,quatre,11_3,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10
398,43,3,chastiaus,chastiaus,11_3,N,N,,C/V\.'C/V\,NOUN,château,9
399,43,4,et,et,11_3,Crd,Crd,et,/V\,CCONJ,et,10
400,43,5,asez,asez,11_3,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10
401,43,6,d',d',11_3,Pre,Pre,de,C/\,ADP,de,10
402,43,7,autre,autre,11_3,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
403,43,8,terre,terre,11_3,N,N,,'C/V\.C/(e)\,NOUN,terre,8
404,43,9,.,.,11_3,Pnc,Pnc,,,PUNCT,.,9
405,44,1,Quant,quant,11_4,Sub,Sub,quand,C/V\,SCONJ,quand,10
406,44,2,Alexis,alexis,11_4,N,N,,/V\.C/V\.'C/V\,PROPN,Alexis,9
407,44,3,le,le,11_4,Prn,Prn$$,le,C/(e)\,PRON,le,10
408,44,4,sout,sout,11_4,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
409,44,5,",",",",11_4,Pnc,Pnc,,,PUNCT,",",9
410,44,6,le,le,11_4,Det,Det,le,C/(e)\,DET,le,10
411,44,7,cuer,cuer,11_4,N,N,,C/V\,NOUN,coeur,3
412,44,8,out,out,11_4,Vfin,Vfin,avoir,/V\,VERB,avoir,10
413,44,9,en,en,11_4,Pre,Pre,en,/V\,ADP,en,10
414,44,10,grant,grant,11_4,Adj,Adj,grand,C/V\,ADJ,grand,10
415,44,11,serre,serre,11_4,N,N,,'C/V\.C/(e)\,NOUN,serre,3
416,44,12,;,;,11_4,Pnc,Pnc,,,PUNCT,;,9
417,45,1,Car,car,12_1,Crd,Crd,car,C/V\,CCONJ,car,10
418,45,2,des,des,12_1,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
419,45,3,chozes,chozes,12_1,N,N,,'C/V\.C/e\,NOUN,chose,8
420,45,4,du,du,12_1,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
421,45,5,monde,monde,12_1,N,N,,'C/V\.C/(e)\,NOUN,monde,8
422,45,6,ne,ne,12_1,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
423,45,7,li,li,12_1,Prn,Prn$$,li,C/V\,PRON,li,10
424,45,8,estoit,estoit,12_1,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
