wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1518,244,2,per,per,244,PRE,Pre,Pre,par,C/V\,ADP,par,10
1519,244,3,art,art,244,NOM:obj:masc:sg,N,N,,/V\,NOUN,art,8
1520,244,4,de,de,244,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1521,244,5,chevalerie,chevalerie,244,NOM:obj:femi:sg,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\,NOUN,chevalerie,8
1522,244,6,.,.,244,PON,Pnc,Pnc,,,PUNCT,.,9
1523,245,1,encor,encor,245,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10
1524,245,2,dient,dient,245,VER:pres:3:pl,Vfin,Vfin,dire,'C/V\./e\,VERB,dire,10
1525,245,3,bien,bien,245,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
1526,245,4,li,li,245,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
1527,245,5,romain,romain,245,NOM:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
1528,246,1,que,que,246,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1529,246,2,li,li,246,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
1530,246,3,espaignol,espaignol,246,NOM:suj:masc:pl,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,espagnol,3
1531,246,4,mennamain,mennamain,246,ADV,Adv,Adv,,C/V\.C/V\.'C/V\,ADV,UNKNOWN,-10
1532,247,1,vaillent,vaillent,247,VER:pres:3:pl,Vfin,Vfin,valoir,'C/V\.C/e\,VERB,valoir,10
1533,247,2,meuz,meuz,247,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
1534,247,3,et,et,247,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1535,247,4,adonc,adonc,247,ADV,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10
1536,247,5,vailloient,vailloient,247,VER:impf:3:pl,Vfin,Vfin,valoir,C/V\.'C/V\./e\,VERB,valoir,10
1537,248,1,et,et,248,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1538,248,2,plus,plus,248,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
1539,248,3,force,force,248,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,force,3
1540,248,4,de,de,248,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1541,248,5,cors,cors,248,NOM:obj:masc:sg,N,N,,C/V\,NOUN,corps,3
1542,248,6,avoient,avoient,248,VER:impf:3:pl,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
1543,249,1,que,que,249,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1544,249,2,il,il,249,PRO:pers:suj:3:masc:pl,Prn,Prn,il,/V\,PRON,il,10
1545,249,3,",",",",249,PON,Pnc,Pnc,,,PUNCT,",",9
1546,249,4,fuer,fuer,249,PRE,PrA,PrA,hors,C/V\,ADP|ADV,hors,10
1547,249,5,que,que,249,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1548,249,6,de,de,249,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1549,249,7,cantitey,cantitey,249,NOM:obj:femi:sg,N,N,,C/V\.C/V\.'C/V\,NOUN,chantité,-10
1550,250,1,de,de,250,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1551,250,2,gent,gent,250,NOM:obj:femi:sg,N,N,,C/V\,NOUN,gent,8
1552,250,3,ne,ne,250,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1553,250,4,furent,furent,250,VER:simp:3:pl,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
1554,250,5,pas,pas,250,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10
1555,250,6,itey,itey,250,ADJ:suj:masc:pl,Adj,Adj,tel,/V\.'C/V\,ADJ,tel,10
1556,250,7,.,.,250,PON,Pnc,Pnc,,,PUNCT,.,9
1557,251,1,encor,encor,251,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10
1558,251,2,dient,dient,251,VER:pres:3:pl,Vfin,Vfin,dire,'C/V\./e\,VERB,dire,10
1559,251,3,il,il,251,PRO:pers:suj:3:masc:pl,Prn,Prn%,il,/V\,PRON,il,10
1560,251,4,et,et,251,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1561,251,5,recontent,recontent,251,VER:pres:3:pl,Vfin,Vfin,raconter,C/V\.'C/V\.C/e\,VERB,raconter,10
1562,252,1,que,que,252,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1563,252,2,li,li,252,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
1564,252,3,aufriquant,aufriquant,252,NOM:suj:masc:pl,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,africain,8
1565,252,4,las,las,252,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,C/V\,PRON,le,10
1566,252,5,sormontent,sormontent,252,VER:pres:3:pl,Vfin,Vfin,surmonter,C/V\.'C/V\.C/e\,VERB,surmonter,10
1567,253,1,d',d',253,PRE,Pre,Pre,de,C/\,ADP,de,10
1568,253,2,engin,engin,253,NOM:obj:masc:sg,N,N,,/V\.'C/V\,NOUN,engin,9
1569,253,3,",",",",253,PON,Pnc,Pnc,,,PUNCT,",",9
1570,253,4,de,de,253,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1571,253,5,barat,barat,253,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,barat,8
1572,253,6,",",",",253,PON,Pnc,Pnc,,,PUNCT,",",9
1573,253,7,de,de,253,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1574,253,8,richaces,richaces,253,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,richasse,-10
1575,253,9,",",",",253,PON,Pnc,Pnc,,,PUNCT,",",9
1576,254,1,de,de,254,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1577,254,2,grant,grant,254,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
1578,254,3,avoir,avoir,254,VER:infi,N,N,avoir2,/V\.'C/V\,NOUN,avoir,10
1579,254,4,et,et,254,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1580,254,5,de,de,254,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1581,254,6,noblaces,noblaces,254,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,noblace,-10
1582,254,7,.,.,254,PON,Pnc,Pnc,,,PUNCT,.,9
1583,255,1,ne,ne,255,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1584,255,2,de,de,255,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1585,255,3,ce,ce,255,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
1586,255,4,ne,ne,255,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1587,255,5,rest,rest,255,VER:pres:3:sg,Vfin,Vfin,rêtre,C/e\,VERB,rêtre,10
1588,255,6,il,il,255,PRO:pers:suj:3:masc:sg:unb,Prn,Prn%,il,/V\,PRON,il,10
1589,255,7,pas,pas,255,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10
1590,255,8,dote,dote,255,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,dote,5
1591,256,1,que,que,256,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1592,256,2,li,li,256,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
1593,256,3,grez,grez,256,NOM:suj:masc:pl,Adj,Adj,,C/V\,ADJ,grès|gré|grael,-1
1594,256,4,",",",",256,PON,Pnc,Pnc,,,PUNCT,",",9
1595,256,5,et,et,256,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1596,256,6,il,il,256,PRO:pers:suj:3:masc:pl,Prn,Prn,il,/V\,PRON,il,10
1597,256,7,et,et,256,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1598,256,8,lor,lor,256,DET:poss:suj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10
1599,256,9,rote,rote,256,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,route,3
1600,256,10,",",",",256,PON,Pnc,Pnc,,,PUNCT,",",9
1601,257,1,n,n,257,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10
1602,257,2,aient,aient,257,VER:subp:3:pl,Vfin,Vfin,avoir,'/V\./e\,VERB,avoir,10
1603,257,3,toz,toz,257,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10
1604,257,4,jors,jors,257,NOM:obj:masc:pl,N,N,,C/V\,NOUN,jour,8
1605,257,5,soremontez,soremontez,257,VER:pper:masc:pl,Vpp,Vpp,surmonter,C/V\.C/e\.C/V\.'C/V\,VERB,surmonter,10
1606,258,1,las,las,258,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
1607,258,2,romains,romains,258,NOM:obj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
1608,258,3,",",",",258,PON,Pnc,Pnc,,,PUNCT,",",9
1609,258,4,voincuz,voincuz,258,VER:pper:masc:pl,Vpp,Vpp,vaincre,C/V\.'C/V\,VERB,vaincre,10
1610,258,5,et,et,258,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1611,258,6,dontez,dontez,258,VER:pper:masc:pl,Vpp,Vpp,,C/V\.'C/V\,VERB,dompte,2
1612,258,7,",",",",258,PON,Pnc,Pnc,,,PUNCT,",",9
1613,259,1,per,per,259,PRE,Pre,Pre,par,C/V\,ADP,par,10
1614,259,2,ars,ars,259,NOM:obj:masc:pl,N,N,,/V\,NOUN,arc,3
1615,259,3,et,et,259,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1616,259,4,per,per,259,PRE,Pre,Pre,par,C/V\,ADP,par,10
1617,259,5,granz,granz,259,ADJ:obj:femi:pl,Adj,Adj,grand,C/V\,ADJ,grand,10
1618,259,6,conoissances,conoissances,259,NOM:obj:femi:pl,N,N,,C/V\.C/V\.'C/V\.C/e\,NOUN,connaissance,9
1619,260,1,et,et,260,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1620,260,2,per,per,260,PRE,Pre,Pre,par,C/V\,ADP,par,10
1621,260,3,plus,plus,260,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
1622,260,4,naturax,naturax,260,ADJ:obj:femi:pl,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,naturel,0
1623,260,5,sciances,sciances,260,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,science,9
1624,260,6,.,.,260,PON,Pnc,Pnc,,,PUNCT,.,9
1625,261,1,mas,mas,261,CON:subord,Crd,Crd,mais,C/V\,CCONJ,mais,10
1626,261,2,bien,bien,261,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
1627,261,3,dient,dient,261,VER:pres:3:pl,Vfin,Vfin,dire,'C/V\./e\,VERB,dire,10
1628,261,4,trop,trop,261,ADV,Adv,Adv,trop,C/V\,ADV,trop,10
1629,261,5,lor,lor,261,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,PRON,leur,10
1630,261,6,valut,valut,261,VER:simp:3:sg,Vfin,Vfin,valoir,C/V\.'C/V\,VERB,valoir,10
1631,262,1,et,et,262,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1632,262,2,trop,trop,262,ADV,Adv,Adv,trop,C/V\,ADV,trop,10
1633,262,3,lor,lor,262,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,PRON,leur,10
1634,262,4,dona,dona,262,VER:simp:3:sg,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
1635,262,5,grant,grant,262,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
1636,262,6,salut,salut,262,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,salut,8
1637,263,1,si,si,263,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
1638,263,2,grant,grant,263,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
1639,263,3,con,con,263,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10
1640,263,4,lon,lon,263,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
1641,263,5,porroit,porroit,263,VER:cond:3:sg,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
1642,263,6,plus,plus,263,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
1643,263,7,dire,dire,263,VER:infi,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
1644,264,1,de,de,264,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1645,264,2,savoir,savoir,264,VER:infi,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
1646,264,3,prendre,prendre,264,VER:infi,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
1647,264,4,et,et,264,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1648,264,5,alire,alire,264,VER:infi,Vinf,Vinf,élire,/V\.'C/V\.C/(e)\,VERB,élire,10
1649,265,1,lor,lor,265,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
1650,265,2,chevaliers,chevaliers,265,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
1651,265,3,bien,bien,265,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
1652,265,4,saigemant,saigemant,265,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,sagement,9
1653,266,1,et,et,266,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1654,266,2,d',d',266,PRE,Pre,Pre,de,C/\,ADP,de,10
1655,266,3,ensoingnier,ensoingnier,266,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,ensoigner,9
1656,266,4,dilijanmant,dilijanmant,266,ADV,Adv,Adv,,C/V\.C/V\.C/V\.'C/V\,ADV,diligemment,0
1657,267,1,d',d',267,PRE,Pre,Pre,de,C/\,ADP,de,10
1658,267,2,armes,armes,267,NOM:obj:femi:pl,N,N,,'/V\.C/e\,NOUN,arme,3
1659,267,3,l',l',267,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
1660,267,4,usaige,usaige,267,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,usage,9
1661,267,5,et,et,267,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1662,267,6,la,la,267,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
1663,267,7,meniere,meniere,267,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
1664,268,1,et,et,268,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1665,268,2,enforcier,enforcier,268,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,enforcer,9
1666,268,3,per,per,268,PRE,Pre,Pre,par,C/V\,ADP,par,10
1667,268,4,grant,grant,268,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
1668,268,5,matiere,matiere,268,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,matière,8
1669,268,6,",",",",268,PON,Pnc,Pnc,,,PUNCT,",",9
1670,269,1,sanz,sanz,269,PRE,Pre,Pre,sans,C/V\,ADP,sans,10
1671,269,2,doner,doner,269,VER:infi,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10
1672,269,3,repox,repox,269,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,repos,9
1673,269,4,ne,ne,269,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1674,269,5,sejor,sejor,269,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,séjour,8
1675,269,6,",",",",269,PON,Pnc,Pnc,,,PUNCT,",",9
1676,270,1,lor,lor,270,DET:poss:obj:masc:sg,Det,Det,leur2,C/V\,DET,leur,10
1677,270,2,usaige,usaige,270,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,usage,9
1678,270,3,de,de,270,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1679,270,4,jor,jor,270,NOM:obj:masc:sg,N,N,,C/V\,NOUN,jour,8
1680,270,5,en,en,270,PRE,Pre,Pre,en,/V\,ADP,en,10
1681,270,6,jor,jor,270,NOM:obj:masc:sg,N,N,,C/V\,NOUN,jour,8
1682,270,7,",",",",270,PON,Pnc,Pnc,,,PUNCT,",",9
1683,271,1,lour,lour,271,PRO:pers:acc:3:masc:pl:bet,Prn,Prn,leur,C/V\,PRON,leur,10
1684,271,2,as,as,271,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1685,271,3,chans,chans,271,NOM:obj:masc:pl,N,N,,C/V\,NOUN,champ,3
1686,271,4,sovant,sovant,271,ADV,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10
1687,271,5,envoier,envoier,271,VER:infi,Vinf,Vinf,envoyer,/V\.C/V\.'C/V\,VERB,envoyer,10
1688,272,1,por,por,272,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
1689,272,2,conostre,conostre,272,VER:infi,Vinf,Vinf,connaître,C/V\.'C/V\.C/(e)\,VERB,connaître,10
1690,272,3,et,et,272,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1691,272,4,por,por,272,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
1692,272,5,essaier,essaier,272,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,essayer,9
1693,273,1,toz,toz,273,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10
1694,273,2,las,las,273,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
1695,273,3,faiz,faiz,273,NOM:obj:masc:pl,N,N,,C/V\,NOUN,fait,3
1696,273,4,et,et,273,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1697,273,5,totes,totes,273,DET:ind:obj:femi:pl,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
1698,273,6,las,las,273,DET:def:obj:femi:pl,Det,Det,le,C/V\,DET,le,10
1699,273,7,choses,choses,273,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,chose,8
1700,274,1,c',c',274,PROCON,Qux,Qux,que,C/\,PRON,que,10
1701,274,2,on,on,274,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10
1702,274,3,fait,fait,274,VER:pres:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10
1703,274,4,as,as,274,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1704,274,5,guerres,guerres,274,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,guerre,8
1705,274,6,et,et,274,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1706,274,7,as,as,274,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1707,274,8,noses,noses,274,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,noise,6
1708,274,9,",",",",274,PON,Pnc,Pnc,,,PUNCT,",",9
1709,275,1,et,et,275,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1710,275,2,lor,lor,275,PRO:pers:acc:3:masc:pl:bet,Prn,Prn,leur,C/V\,PRON,leur,10
1711,275,3,aprandre,aprandre,275,VER:infi,Vinf,Vinf,apprendre,/V\.'C/V\.C/(e)\,VERB,apprendre,10
1712,275,4,tex,tex,275,ADJ:obj:femi:pl,Adj,Adj,tel,C/V\,ADJ,tel,10
1713,275,5,mervoilles,mervoilles,275,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,merveille,8
1714,276,1,c',c',276,PROCON,Qux,Qux,que,C/\,PRON,que,10
1715,276,2,on,on,276,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10
1716,276,3,fait,fait,276,VER:pres:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10
1717,276,4,as,as,276,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1718,276,5,hoz,hoz,276,NOM:obj:femi:pl,N,N,,C/V\,NOUN,hout,0
1719,276,6,et,et,276,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1720,276,7,as,as,276,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1721,276,8,batailles,batailles,276,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,bataille,8
1722,276,9,.,.,276,PON,Pnc,Pnc,,,PUNCT,.,9
1723,277,1,et,et,277,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1724,277,2,si,si,277,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
1725,277,3,lor,lor,277,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,PRON,leur,10
1726,277,4,dona,dona,277,VER:simp:3:sg,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
1727,277,5,grant,grant,277,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
1728,277,6,vaillance,vaillance,277,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,vaillance,8
1729,278,1,de,de,278,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1730,278,2,savoir,savoir,278,VER:infi,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
1731,278,3,prandre,prandre,278,VER:infi,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
1732,278,4,la,la,278,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
1733,278,5,vanjance,vanjance,278,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,vengeance,9
1734,279,1,das,das,279,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1735,279,2,couhars,couhars,279,ADJ:obj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,couard,8
1736,279,3,et,et,279,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1737,279,4,das,das,279,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1738,279,5,paroissoux,paroissoux,279,ADJ:obj:masc:pl,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,paroisseux,-10
1739,279,6,",",",",279,PON,Pnc,Pnc,,,PUNCT,",",9
1740,280,1,das,das,280,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1741,280,2,tancis,tancis,280,ADJ:obj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,UNKNOWN,-10
1742,280,3,et,et,280,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1743,280,4,das,das,280,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1744,280,5,fox,fox,280,ADJ:obj:masc:pl,Adj,Adj,fou,C/V\,ADJ,fou,10
1745,280,6,noissoux,noissoux,280,ADJ:obj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,UNKNOWN,-10
1746,280,7,.,.,280,PON,Pnc,Pnc,,,PUNCT,.,9
1747,281,1,car,car,281,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10
1748,281,2,cil,cil,281,PRO:demo:suj:masc:sg,Dem,Dem,cil,C/V\,PRON,cil,10
1749,281,3,qui,qui,281,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
1750,281,4,per,per,281,PRE,Pre,Pre,par,C/V\,ADP,par,10
1751,281,5,s,s,281,DET:poss:obj:femi:sg,Det,Det,son4,C/\,DET,son,10
1752,281,6,acostumance,acostumance,281,NOM:obj:femi:sg,N,N,,/V\.C/V\.C/V\.'C/V\.C/(e)\,NOUN,accoutumance,9
1753,282,1,set,set,282,VER:pres:3:sg,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
1754,282,2,de,de,282,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
1755,282,3,bataillier,bataillier,282,VER:infi,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,batailler,8
1756,282,4,la,la,282,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
1757,282,5,sciance,sciance,282,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,science,9
1758,282,6,",",",",282,PON,Pnc,Pnc,,,PUNCT,",",9
1759,283,1,cil,cil,283,PRO:demo:suj:masc:sg,Dem,Dem,cil,C/V\,PRON,cil,10
1760,283,2,se,se,283,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10
1761,283,3,norrit,norrit,283,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\,VERB,nourrir,9
1762,283,4,en,en,283,PRO:clit,Pre,Pre,en,/V\,ADP,en,10
1763,283,5,hardemant,hardemant,283,NOM:obj:masc:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,hardement,9
1764,284,1,et,et,284,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1765,284,2,fait,fait,284,VER:pres:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10
1766,284,3,plus,plus,284,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
1767,284,4,coragousemant,coragousemant,284,ADV,Adv,Adv,,C/V\.C/V\.C/V\.C/e\.'C/V\,ADV,couragossement,-10
1768,285,1,ce,ce,285,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
1769,285,2,que,que,285,PROCON,Qux,Qux,que,C/(e)\,PRON,que,10
1770,285,3,il,il,285,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10
1771,285,4,ai,ai,285,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1772,285,5,apris,apris,285,VER:pper:masc:sg,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10
1773,285,6,a,a,285,PRE,Pre,Pre,à,/V\,ADP,à,10
1774,285,7,faire,faire,285,VER:infi,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
1775,286,1,que,que,286,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
1776,286,2,cil,cil,286,PRO:demo:suj:masc:sg,Dem,Dem,cil,C/V\,PRON,cil,10
1777,286,3,qui,qui,286,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
1778,286,4,n,n,286,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10
1779,286,5,ot,ot,286,VER:simp:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1780,286,6,onques,onques,286,ADV,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
1781,286,7,afaire,afaire,286,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,affaire,8
1782,286,8,;,;,286,PON,Pnc,Pnc,,,PUNCT,;,9
1783,287,1,car,car,287,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10
1784,287,2,li,li,287,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
1785,287,3,arz,arz,287,NOM:suj:masc:sg,N,N,,/V\,NOUN,art,8
1786,287,4,et,et,287,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
1787,287,5,li,li,287,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
