wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2630,445,4,preus,preus,ADJ:suj:masc:sg,489,Adj,Adj,preux,C/V\,ADJ,preux,10
2631,445,5,et,et,CON:coord,489,Crd,Crd,et,/V\,CCONJ,et,10
2632,445,6,senes,senes,ADJ:suj:masc:sg,489,Adj,Adj,,C/V\.'C/V\,ADJ,sein,0
2633,446,1,se,se,PROCON,490,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2634,446,2,t,t,PRO:pers:obj:2:sg:unb,490,Prn,Prn$$,te,C/\,PRON,te,10
2635,446,3,en,en,PRO:clit,490,Prn,Prn$$,en2,/V\,PRON,en,10
2636,446,4,mainnent,mainnent,VER:pres:3:pl,490,Vfin,Vfin,mener,'C/V\.C/e\,VERB,mener,10
2637,446,5,chist,chist,DET:demo:suj:masc:pl,490,Dem,Dem,cist,C/V\,DET,cist,10
2638,446,6,traitour,traitour,NOM:suj:masc:pl,490,N,N,,C/{V}\./V\.'C/V\,NOUN,traiteur,6
2639,447,1,n,n,PRO:clit,491,Neg,Neg$$,ne,C/\,ADV,ne,10
2640,447,2,aies,aies,VER:subp:2:sg,491,Vfin,Vfin,avoir,'/V\./e\,VERB,avoir,10
2641,447,3,pour,pour,PRE,491,Pre,Pre,pour,C/V\,ADP,pour,10
2642,447,4,cou,cou,PRO:invar,491,Prn,Prn,ce,C/V\,PRON,ce,10
2643,447,5,nule,nule,DET:ind:obj:femi:sg,491,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10
2644,447,6,paour,paour,NOM:obj:femi:sg,491,N,N,,C/(V)\.'/V\,NOUN,peur,8
2645,448,1,en,en,PRE,492,Pre,Pre,en,/V\,ADP,en,10
2646,448,2,damedieu,damedieu,NOM:obj:masc:sg,492,N,N,,C/V\.C/e\.'C/V\,NOUN,damedieu,9
2647,448,3,soies,soies,VER:subp:2:sg,492,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
2648,448,4,bien,bien,ADV,492,Adv,Adv,bien,C/V\,ADV,bien,10
2649,448,5,chiers,chiers,ADJ:suj:masc:sg,492,Adj,Adj,cher,C/V\,ADJ,cher,10
2650,449,1,et,et,CON:coord,493,Crd,Crd,et,/V\,CCONJ,et,10
2651,449,2,en,en,PRE,493,Pre,Pre,en,/V\,ADP,en,10
2652,449,3,saint,saint,ADJ:obj:masc:sg,493,Adj,Adj,saint,C/V\,ADJ,saint,10
2653,449,4,nicolai,nicolai,NPR:obj:masc:sg,493,N,N,,C/V\.C/V\.'C/V\,NOUN,Nicolas,2
2654,449,5,aprés,aprés,PRE,493,PrA,PrA,après,/V\.'C/V\,ADV,après,10
2655,450,1,car,car,CON:coord,494,Crd,Crd,car,C/V\,CCONJ,car,10
2656,450,2,tu,tu,PRO:pers:suj:2:sg:unb,494,Prn,Prn$,tu,C/V\,PRON,tu,10
2657,450,3,aras,aras,VER:futu:2:sg,494,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2658,450,4,sen,sen,DET:poss:obj:masc:sg,494,Det,Det,son4,C/V\,DET,son,10
2659,450,5,haut,haut,ADJ:obj:masc:sg,494,Adj,Adj,haut,C/V\,ADJ,haut,10
2660,450,6,confort,confort,NOM:obj:masc:sg,494,N,N,,C/V\.'C/V\,NOUN,confort,8
2661,451,1,s,s,PROCON,495,Sub,Sub,si3,C/\,SCONJ,si,10
2662,451,2,en,en,PRE,495,Pre,Pre,en,/V\,ADP,en,10
