wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
240,29,6,le,le,29,Det,Det,le,C/(e)\,DET,le,10,,
241,29,7,haut,haut,29,Adj,Adj,haut,C/V\,ADJ,haut,10,,
242,29,8,jor,jor,29,N,N,,C/V\,NOUN,jour,8,,
243,29,9,enforcié,enforcié,29,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,enforcer,9,,
244,29,10,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
245,30,1,c',c',30,Sub,Sub,que,C/\,SCONJ,que,10,,
246,30,2,a,a,30,Pre,Pre,à,/V\,ADP,à,10,,
247,30,3,paris,paris,30,N,N,,C/V\.'C/V\,NOUN,Paris,5,,
248,30,4,tint,tint,30,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,,
249,30,5,sa,sa,30,Det,Det,son4,C/V\,DET,son,10,,
250,30,6,cort,cort,30,N,N,,C/V\,NOUN,cour,3,,
251,30,7,karles,karles,30,N,N,,'C/V\.C/e\,NOUN,charle,-10,Charles,Karl der Große – Wikipedia 
252,30,8,o,o,30,Pre,Pre,o,/V\,ADP,o,10,,
253,30,9,le,le,30,Det,Det,le,C/(e)\,DET,le,10,,
254,30,10,vis,vis,30,N,N,,C/V\,NOUN,vis,3,,
255,30,11,fier,fier,30,Adj,Adj,fier,C/V\,ADJ,fier,10,,
256,30,12,.,.,30,Pnc,Pnc,,,PUNCT,.,9,,
257,31,1,assés,assés,31,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10,,
258,31,2,i,i,31,Prn,Prn$$,y2,/V\,PRON,y,10,,
259,31,3,ot,ot,31,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
260,31,4,alemans,alemans,31,Adj,Adj,,/V\.C/e\.'C/V\,ADJ,allemand,8,,
261,31,5,et,et,31,Crd,Crd,et,/V\,CCONJ,et,10,,
262,31,6,pohiers,pohiers,31,N,N,,C/V\.'C/V\,NOUN,poyer,0,,
263,32,1,et,et,32,Crd,Crd,et,/V\,CCONJ,et,10,,
264,32,2,braibençons,braibençons,32,N,N,,C/V\.C/V\.'C/V\,NOUN,brabançon,6,,
265,32,3,",",",",32,Pnc,Pnc,,,PUNCT,",",9,,
266,32,4,flamens,flamens,32,Adj,Adj,,C/V\.'C/V\,ADJ,flamand,8,,
267,32,5,et,et,32,Crd,Crd,et,/V\,CCONJ,et,10,,
268,32,6,berruiers,berruiers,32,N,N,,C/V\.C/V\.'C/V\,NOUN,berruier,6,,
269,33,1,et,et,33,Crd,Crd,et,/V\,CCONJ,et,10,,
270,33,2,loherens,loherens,33,N,N,,C/V\.C/e\.'C/V\,NOUN,lorrain,6,,
271,33,3,",",",",33,Pnc,Pnc,,,PUNCT,",",9,,
272,33,4,bretons,bretons,33,N,N,,C/V\.'C/V\,NOUN,breton,9,,
273,33,5,et,et,33,Crd,Crd,et,/V\,CCONJ,et,10,,
274,33,6,henuiers,henuiers,33,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10,hainuyer,DMF
275,34,1,et,et,34,Crd,Crd,et,/V\,CCONJ,et,10,,
276,34,2,borgignos,borgignos,34,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10,bourguignon,DMF
277,34,3,",",",",34,Pnc,Pnc,,,PUNCT,",",9,,
278,34,4,angevins,angevins,34,Adj,Adj,,/V\.C/e\.'C/V\,ADJ,angevin,8,,
279,34,5,et,et,34,Crd,Crd,et,/V\,CCONJ,et,10,,
280,34,6,baiviers,baiviers,34,Adj,Adj,,C/V\.'C/V\,ADJ,Bavière|baivier,-1,de.la.Bavière,
281,34,7,:,:,34,Pnc,Pnc,,,PUNCT,:,9,,
282,35,1,grans,grans,35,Adj,Adj,grand,C/V\,ADJ,grand,10,,
283,35,2,fu,fu,35,Vfin,Vfin,être,C/V\,VERB,être,10,,
284,35,3,la,la,35,Det,Det,le,C/V\,DET,le,10,,
