wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,,
1694,174,6,chevallereus,chevallereus,174,Adj,Adj,,C/V\.C/V\.C/e\.'C/V\,ADJ,chevalereux,8,,
1695,175,1,et,et,175,Crd,Crd,et,/V\,CCONJ,et,10,,
1696,175,2,donnoit,donnoit,175,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10,,
1697,175,3,a,a,175,Pre,Pre,à,/V\,ADP,à,10,,
1698,175,4,mengier,mengier,175,Vinf,Vinf,manger,C/V\.'C/V\,VERB,manger,10,,
1699,175,5,souvent,souvent,175,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10,,
1700,175,6,en,en,175,Pre,Pre,en,/V\,ADP,en,10,,
1701,175,7,cez,cez,175,Dem,Dem,cist,C/V\,DET,cist,10,,
1702,175,8,hosteus,hosteus,175,N,N,,/V\.'C/V\,NOUN,hôteu,-10,hôte,DMF
1703,175,9,.,.,175,Pnc,Pnc,,,PUNCT,.,9,,
1704,176,1,entre,entre,176,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,,
1705,176,2,lëz,lëz,176,Det,Det,le,C/e\,DET,le,10,,
1706,176,3,damoisellëz,damoisellëz,176,N,N,,C/V\.C/V\.'C/V\.C/e\,NOUN,damoiselle,0,,
1707,176,4,estoit,estoit,176,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
1708,176,5,saigëz,saigëz,176,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10,,
1709,176,6,et,et,176,Crd,Crd,et,/V\,CCONJ,et,10,,
1710,176,7,preus,preus,176,Adj,Adj,preux,C/V\,ADJ,preux,10,,
1711,177,1,et,et,177,Crd,Crd,et,/V\,CCONJ,et,10,,
1712,177,2,entre,entre,177,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,,
1713,177,3,lëz,lëz,177,Det,Det,le,C/e\,DET,le,10,,
1714,177,4,pucellëz,pucellëz,177,N,N,,C/V\.'C/V\.C/e\,NOUN,pucellet,-10,pucelle,DMF
1715,177,5,de,de,177,Pre,Pre,de,C/(e)\,ADP,de,10,,
1716,177,6,parler,parler,177,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
1717,177,7,sciencheus,sciencheus,177,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,scienceux,-1,sciencieux,DMF
1718,177,8,;,;,177,Pnc,Pnc,,,PUNCT,;,9,,
1719,178,1,tant,tant,178,QIs,QIs,tant,C/V\,ADV,tant,10,,
1720,178,2,yerent,yerent,178,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10,,
1721,178,3,sy,sy,178,Adv,Adv,si4,C/V\,ADV,si,10,,
1722,178,4,parler,parler,178,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
1723,178,5,a,a,178,Pre,Pre,à,/V\,ADP,à,10,,
1724,178,6,dames,dames,178,N,N,,'C/V\.C/e\,NOUN,dame,3,,
1725,178,7,savoureus,savoureus,178,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,savoureux,9,,
1726,179,1,et,et,179,Crd,Crd,et,/V\,CCONJ,et,10,,
1727,179,2,ly,ly,179,Det,Det,le,C/V\,DET,le,10,,
1728,179,3,regart,regart,179,N,N,,C/V\.'C/V\,NOUN,regard,8,,
1729,179,4,de,de,179,Pre,Pre,de,C/(e)\,ADP,de,10,,
1730,179,5,lui,lui,179,Prn,Prn,lui,C/V\,PRON,lui,10,,
1731,179,6,estoit,estoit,179,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
1732,179,7,sy,sy,179,Adv,Adv,si4,C/V\,ADV,si,10,,
1733,179,8,amoureus,amoureus,179,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,amoureux,9,,
1734,180,1,que,que,180,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1735,180,2,dame,dame,180,N,N,,'C/V\.C/(e)\,NOUN,dame,8,,
1736,180,3,ne,ne,180,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1737,180,4,le,le,180,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
1738,180,5,voit,voit,180,Vfin,Vfin,voir,C/V\,VERB,voir,10,,
1739,180,6,qui,qui,180,Qux,Qux,qui,C/V\,PRON,qui,10,,
1740,180,7,ne,ne,180,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1741,180,8,ait,ait,180,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1742,180,9,quier,quier,180,Vfin,Vfin,quérir,C/V\,VERB,quérir,10,,
1743,180,10,cez,cez,180,Dem,Dem,cist,C/V\,DET,cist,10,,
1744,180,11,jeus,jeus,180,N,N,,C/V\,NOUN,jeu,8,,
1745,180,12,",",",",180,Pnc,Pnc,,,PUNCT,",",9,,
1746,181,1,et,et,181,Crd,Crd,et,/V\,CCONJ,et,10,,
1747,181,2,il,il,181,Prn,Prn$,il,/V\,PRON,il,10,,
1748,181,3,n',n',181,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1749,181,4,estoit,estoit,181,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
1750,181,5,ver,ver,181,Pre,Pre,vers2,C/V\,ADP,vers,10,,
1751,181,6,ellëz,ellëz,181,Prn,Prn,le,'/V\.C/e\,PRON,le,10,,
1752,181,7,ne,ne,181,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1753,181,8,fel,fel,181,Adj,Adj,félon,C/V\,ADJ,félon,10,,
1754,181,9,ne,ne,181,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1755,181,10,despiteus,despiteus,181,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,dépiteux,9,,
1756,181,11,",",",",181,Pnc,Pnc,,,PUNCT,",",9,,
1757,182,1,vollentiers,vollentiers,182,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10,,
1758,182,2,lëz,lëz,182,Prn,Prn$$,le,C/e\,PRON,le,10,,
1759,182,3,servoit,servoit,182,Vfin,Vfin,servir,C/V\.'C/V\,VERB,servir,10,,
1760,182,4,du,du,182,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1761,182,5,mestier,mestier,182,N,N,,C/V\.'C/V\,NOUN,métier,8,,
1762,182,6,amoureus,amoureus,182,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,amoureux,9,,
1763,182,7,.,.,182,Pnc,Pnc,,,PUNCT,.,9,,
1764,183,1,la,la,183,Adv,Adv,là,C/V\,ADV,là,10,,
1765,183,2,enama,enama,183,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,enamer,9,,
1766,183,3,le,le,183,Det,Det,le,C/(e)\,DET,le,10,,
1767,183,4,fille,fille,183,N,N,,'C/V\.C/(e)\,NOUN,fille,3,,
1768,183,5,d',d',183,Pre,Pre,de,C/\,ADP,de,10,,
1769,183,6,un,un,183,QIs,QIs,un,/V\,DET,un,10,,
1770,183,7,chevallier,chevallier,183,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
1771,183,8,creueus,creueus,183,Adj,Adj,,C/V\.'C/V\,ADJ,créeux,-10,cruel,DMF
1772,184,1,tant,tant,184,QIs,QIs,tant,C/V\,ADV,tant,10,,
1773,184,2,qu',qu',184,Sub,Sub,que,C/\,SCONJ,que,10,,
1774,184,3,a,a,184,Pre,Pre,à,/V\,ADP,à,10,,
1775,184,4,privé,privé,184,N,N,,C/V\.'C/V\,NOUN,privé,3,,
1776,184,5,fasoient,fasoient,184,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,faire,10,,
1777,184,6,bez,bez,184,N,N,,C/e\,PROPN|NOUN,Bes|bec,-1,bec,DMF
1778,184,7,sollas,sollas,184,N,N,,C/V\.'C/V\,NOUN,soulas,9,,
1779,184,8,natureus,natureus,184,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,naturel,6,,
1780,184,9,",",",",184,Pnc,Pnc,,,PUNCT,",",9,,
1781,185,1,a,a,185,Pre,Pre,à,/V\,ADP,à,10,,
1782,185,2,leur,leur,185,Det,Det,leur2,C/V\,DET,leur,10,,
1783,185,3,privé,privé,185,N,N,,C/V\.'C/V\,NOUN,privé,3,,
1784,185,4,n',n',185,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1785,185,5,estoient,estoient,185,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10,,
1786,185,6,de,de,185,Pre,Pre,de,C/(e)\,ADP,de,10,,
1787,185,7,ce,ce,185,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1788,185,8,fait,fait,185,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
1789,185,9,perecheus,perecheus,185,Adj,Adj,,C/V\.C/e\.'C/V\,ADJ,paresseux,9,,
1790,186,1,tant,tant,186,QIs,QIs,tant,C/V\,ADV,tant,10,,
1791,186,2,que,que,186,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1792,186,3,celle,celle,186,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10,,
1793,186,4,fu,fu,186,Vfin,Vfin,être,C/V\,VERB,être,10,,
1794,186,5,grosse,grosse,186,Adj,Adj,,'C/V\.C/(e)\,ADJ,gros,3,,
1795,186,6,et,et,186,Crd,Crd,et,/V\,CCONJ,et,10,,
1796,186,7,cez,cez,186,Dem,Dem,cist,C/V\,DET,cist,10,,
1797,186,8,ventre,ventre,186,N,N,,'C/V\.C/(e)\,NOUN,ventre,8,,
1798,186,9,bocheus,bocheus,186,Adj,Adj,,C/V\.'C/V\,ADJ,bosseux,6,,
1799,186,10,.,.,186,Pnc,Pnc,,,PUNCT,.,9,,
1800,187,1,ly,ly,187,Det,Det,le,C/V\,DET,le,10,,
1801,187,2,chevallier,chevallier,187,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
1802,187,3,le,le,187,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
1803,187,4,sceut,sceut,187,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
1804,187,5,",",",",187,Pnc,Pnc,,,PUNCT,",",9,,
1805,187,6,s',s',187,Adv,Adv,si4,C/\,ADV,si,10,,
1806,187,7,en,en,187,Prn,Prn$$,en2,/V\,PRON,en,10,,
1807,187,8,fu,fu,187,Vfin,Vfin,être,C/V\,VERB,être,10,,
1808,187,9,forment,forment,187,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10,,
1809,187,10,yreus,yreus,187,N,N,,/V\.'C/V\,PROPN|NOUN,ireux,-1,ireux,DMF
1810,187,11,.,.,187,Pnc,Pnc,,,PUNCT,.,9,,
1811,188,1,lors,lors,188,Adv,Adv,lors,C/V\,ADV,lors,10,,
1812,188,2,jura,jura,188,Vfin,Vfin,jurer,C/V\.'C/V\,VERB,jurer,10,,
1813,188,3,jhesu,jhesu,188,N,N,,C/V\.'C/V\,PROPN,Jésus,8,,
1814,188,4,crist,crist,188,N,N,,C/V\,NOUN,christ,3,,
1815,188,5,",",",",188,Pnc,Pnc,,,PUNCT,",",9,,
1816,188,6,le,le,188,Det,Det,le,C/(e)\,DET,le,10,,
1817,188,7,pere,pere,188,N,N,,'C/V\.C/(e)\,NOUN,père,3,,
1818,188,8,glorieus,glorieus,188,Adj,Adj,,C/V\.C/{V}\.'/V\,ADJ,glorieux,9,,
1819,188,9,",",",",188,Pnc,Pnc,,,PUNCT,",",9,,
1820,189,1,que,que,189,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1821,189,2,huon,huon,189,N,N,,C/V\.'C/V\,NOUN,huon,5,,
1822,189,3,ochira,ochira,189,Vfin,Vfin,occire,/V\.C/V\.'C/V\,VERB,occire,10,,
1823,189,4,qui,qui,189,Qux,Qux,qui,C/V\,PRON,qui,10,,
1824,189,5,qui,qui,189,Qux,Qux,qui,C/V\,PRON,qui,10,,
1825,189,6,en,en,189,Prn,Prn$$,en2,/V\,PRON,en,10,,
1826,189,7,soit,soit,189,Vfin,Vfin,être,C/V\,VERB,être,10,,
1827,189,8,ly,ly,189,Det,Det,le,C/V\,DET,le,10,,
1828,189,9,noeulz,noeulz,189,N,N,,C/V\,NOUN,noeul,-10,?,
1829,189,10,.,.,189,Pnc,Pnc,,,PUNCT,.,9,,
1830,190,1,a,a,190,Pre,Pre,à,/V\,ADP,à,10,,
1831,190,2,cez,cez,190,Dem,Dem,cist,C/V\,DET,cist,10,,
1832,190,3,parens,parens,190,N,N,,C/V\.'C/V\,NOUN,parent,8,,
1833,190,4,s',s',190,Prn,Prn$$,se,C/\,PRON,se,10,,
1834,190,5,en,en,190,Prn,Prn$$,en2,/V\,PRON,en,10,,
1835,190,6,plaint,plaint,190,Vfin,Vfin,plaindre,C/V\,VERB,plaindre,10,,
1836,190,7,",",",",190,Pnc,Pnc,,,PUNCT,",",9,,
1837,190,8,s',s',190,Adv,Adv,si4,C/\,ADV,si,10,,
1838,190,9,en,en,190,Prn,Prn$$,en2,/V\,PRON,en,10,,
1839,190,10,assambla,assambla,190,Vfin,Vfin,assembler,/V\.C/V\.'C/V\,VERB,assembler,10,,
1840,190,11,pluseurs,pluseurs,190,QIs,QIs,plusieurs,C/V\.'C/V\,PRON,plusieurs,10,,
1841,190,12,",",",",190,Pnc,Pnc,,,PUNCT,",",9,,
1842,191,1,s',s',191,Adv,Adv,si4,C/\,ADV,si,10,,
1843,191,2,espierent,espierent,191,Vfin,Vfin,,/V\.C/V\.'C/V\.C/e\,VERB,épier,3,,
1844,191,3,huon,huon,191,N,N,,C/V\.'C/V\,NOUN,huon,5,,
1845,191,4,par,par,191,Pre,Pre,par,C/V\,ADP,par,10,,
1846,191,5,.i.,.i.,191,QIs,QIs,un,/V\,DET,un,10,,
1847,191,6,jour,jour,191,N,N,,C/V\,NOUN,jour,8,,
1848,191,7,solempneus,solempneus,191,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,solenneux,-10,solennel,DMF
1849,192,1,que,que,192,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1850,192,2,d',d',192,Pre,Pre,de,C/\,ADP,de,10,,
1851,192,3,une,une,192,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
1852,192,4,ville,ville,192,N,N,,'C/V\.C/(e)\,NOUN,ville,3,,
1853,192,5,a,a,192,Pre,Pre,à,/V\,ADP,à,10,,
1854,192,6,aultre,aultre,192,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
1855,192,7,aloit,aloit,192,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
1856,192,8,jouwer,jouwer,192,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,jouer,10,,
1857,192,9,tous,tous,192,QIs,QIs,tout,C/V\,ADV,tout,10,,
1858,192,10,seus,seus,192,Adj,Adj,seul,C/V\,ADJ,seul,10,,
1859,192,11,;,;,192,Pnc,Pnc,,,PUNCT,;,9,,
1860,193,1,mais,mais,193,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
1861,193,2,il,il,193,Prn,Prn$,il,/V\,PRON,il,10,,
1862,193,3,portoit,portoit,193,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10,,
1863,193,4,s',s',193,Det,Det,son4,C/\,DET,son,10,,
1864,193,5,espee,espee,193,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3,,
1865,193,6,",",",",193,Pnc,Pnc,,,PUNCT,",",9,,
1866,193,7,de,de,193,Pre,Pre,de,C/(e)\,ADP,de,10,,
1867,193,8,ce,ce,193,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1868,193,9,fu,fu,193,Vfin,Vfin,être,C/V\,VERB,être,10,,
1869,193,10,il,il,193,Prn,Prn%,il,/V\,PRON,il,10,,
1870,193,11,eureus,eureus,193,Adj,Adj,,/(V)\./V\.'C/V\,ADJ,heureux,9,,
1871,193,12,",",",",193,Pnc,Pnc,,,PUNCT,",",9,,
1872,194,1,pour,pour,194,Pre,Pre,pour,C/V\,ADP,pour,10,,
1873,194,2,ce,ce,194,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1874,194,3,qu',qu',194,Sub,Sub,que,C/\,SCONJ,que,10,,
1875,194,4,il,il,194,Prn,Prn$,il,/V\,PRON,il,10,,
1876,194,5,s',s',194,Prn,Prn$$,se,C/\,PRON,se,10,,
1877,194,6,enbatoit,enbatoit,194,Vfin,Vfin,embattre,/V\.C/V\.'C/V\,VERB,embattre,10,,
1878,194,7,souvent,souvent,194,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10,,
1879,194,8,en,en,194,Pre,Pre,en,/V\,ADP,en,10,,
1880,194,9,lieu,lieu,194,N,N,,C/V\,NOUN,lieu,3,,
1881,194,10,doubteus,doubteus,194,Adj,Adj,,C/V\.'C/V\,ADJ,douteux,9,,
1882,194,11,.,.,194,Pnc,Pnc,,,PUNCT,.,9,,
1883,195,1,prez,prez,195,N,N,,C/V\,PROPN|NOUN,prêt|pré,-1,près,DMF
1884,195,2,d',d',195,Pre,Pre,de,C/\,ADP,de,10,,
1885,195,3,un,un,195,QIs,QIs,un,/V\,DET,un,10,,
1886,195,4,vivier,vivier,195,N,N,,C/V\.'C/V\,NOUN,vivier,9,,
1887,195,5,passa,passa,195,Vfin,Vfin,passer,C/V\.'C/V\,VERB,passer,10,,
1888,195,6,par,par,195,Pre,Pre,par,C/V\,ADP,par,10,,
1889,195,7,my,my,195,N,N,,C/V\,NOUN,mi,8,,
1890,195,8,.i.,.i.,195,QIs,QIs,un,/V\,DET,un,10,,
1891,195,9,pré,pré,195,N,N,,C/V\,NOUN,pré,8,,
1892,195,10,herbeus,herbeus,195,Adj,Adj,,C/V\.'C/V\,ADJ,herbeux,9,,
1893,195,11,",",",",195,Pnc,Pnc,,,PUNCT,",",9,,
1894,196,1,chu,chu,196,Prn,Prn,ce,C/V\,PRON,ce,10,,
1895,196,2,furent,furent,196,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,
1896,196,3,enbusquiet,enbusquiet,196,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,embûcher,6,,
1897,196,4,en,en,196,Pre,Pre,en,/V\,ADP,en,10,,
1898,196,5,ros,ros,196,N,N,,C/V\,NOUN,roux,0,,
1899,196,6,et,et,196,Crd,Crd,et,/V\,CCONJ,et,10,,
1900,196,7,en,en,196,Pre,Pre,en,/V\,ADP,en,10,,
1901,196,8,glacheus,glacheus,196,N,N,,C/V\.'C/V\,NOUN,glacheux,6,,
1902,196,9,",",",",196,Pnc,Pnc,,,PUNCT,",",9,,
1903,197,1,contre,contre,197,PrA,PrA,contre3,'C/V\.C/(e)\,ADP,contre,10,,
1904,197,2,lui,lui,197,Prn,Prn,lui,C/V\,PRON,lui,10,,
1905,197,3,sont,sont,197,Vfin,Vfin,être,C/V\,VERB,être,10,,
1906,197,4,venu,venu,197,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10,,
1907,197,5,de,de,197,Pre,Pre,de,C/(e)\,ADP,de,10,,
1908,197,6,combatre,combatre,197,Vinf,Vinf,combattre,C/V\.'C/V\.C/(e)\,VERB,combattre,10,,
1909,197,7,envieus,envieus,197,Adj,Adj,,/V\.C/{V}\.'/V\,ADJ,envieux,8,,
1910,197,8,;,;,197,Pnc,Pnc,,,PUNCT,;,9,,
1911,198,1,ly,ly,198,Det,Det,le,C/V\,DET,le,10,,
1912,198,2,chevallier,chevallier,198,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
1913,198,3,ly,ly,198,Prn,Prn$$,li,C/V\,PRON,li,10,,
1914,198,4,crie,crie,198,Vfin,Vfin,crier,'C/V\./(e)\,VERB,crier,10,,
1915,198,5,:,:,198,Pnc,Pnc,,,PUNCT,:,9,,
1916,198,6,«,«,198,Pnc,Pnc,,,PUNCT,«,9,,
1917,198,7,traytrëz,traytrëz,198,N,N,,C/V\.'C/V\.C/e\,NOUN,traître,0,,
1918,198,8,dollereus,dollereus,198,Adj,Adj,,C/V\.C/e\.'C/V\,ADJ,douloureux,0,,
1919,198,9,",",",",198,Pnc,Pnc,,,PUNCT,",",9,,
1920,199,1,me,me,199,Det,Det,mon,C/(e)\,DET,mon,10,,
1921,199,2,fille,fille,199,N,N,,'C/V\.C/(e)\,NOUN,fille,3,,
1922,199,3,as,as,199,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1923,199,4,enchainté,enchainté,199,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,enceinter,8,,
1924,199,5,",",",",199,Pnc,Pnc,,,PUNCT,",",9,,
1925,199,6,dont,dont,199,Qux,Qux,dont,C/V\,PRON,dont,10,,
1926,199,7,je,je,199,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1927,199,8,sui,sui,199,Vfin,Vfin,être,C/V\,VERB,être,10,,
1928,199,9,moult,moult,199,QIs,QIs,moult,C/V\,ADV,moult,10,,
1929,199,10,honteus,honteus,199,Adj,Adj,,C/V\.'C/V\,ADJ,honteux,9,,
1930,199,11,",",",",199,Pnc,Pnc,,,PUNCT,",",9,,
1931,200,1,par,par,200,Pre,Pre,par,C/V\,ADP,par,10,,
1932,200,2,vos,vos,200,Det,Det,votre,C/V\,DET,votre,10,,
1933,200,3,mauvais,mauvais,200,Adj,Adj,,C/V\.'C/V\,ADJ,mauvais,9,,
1934,200,4,parlers,parlers,200,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
1935,200,5,faus,faus,200,Adj,Adj,,C/V\,ADJ,faux,8,,
1936,200,6,et,et,200,Crd,Crd,et,/V\,CCONJ,et,10,,
1937,200,7,malicieus,malicieus,200,Adj,Adj,,C/V\.C/V\.C/V\.'C/V\,ADJ,malicieux,9,,
1938,200,8,",",",",200,Pnc,Pnc,,,PUNCT,",",9,,
1939,201,1,s',s',201,Adv,Adv,si4,C/\,ADV,si,10,,
1940,201,2,en,en,201,Prn,Prn$$,en2,/V\,PRON,en,10,,
1941,201,3,serés,serés,201,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,,
1942,201,4,mis,mis,201,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
1943,201,5,a,a,201,Pre,Pre,à,/V\,ADP,à,10,,
1944,201,6,fin,fin,201,N,N,,C/V\,NOUN,fin,3,,
1945,201,7,",",",",201,Pnc,Pnc,,,PUNCT,",",9,,
1946,201,8,car,car,201,Crd,Crd,car,C/V\,CCONJ,car,10,,
1947,201,9,mes,mes,201,Det,Det,mon,C/V\,DET,mon,10,,
1948,201,10,dolleurs,dolleurs,201,N,N,,C/V\.'C/V\,NOUN,douleur,0,,
1949,201,11,est,est,201,Vfin,Vfin,être,/V\,VERB,être,10,,
1950,201,12,teus,teus,201,Adj,Adj,tel,C/V\,ADJ,tel,10,,
1951,201,13,.,.,201,Pnc,Pnc,,,PUNCT,.,9,,
1952,201,14,»,»,201,Pnc,Pnc,,,PUNCT,»,9,,
1953,202,1,.iiii.,.iiii.,202,QIs,QIs,quatre,'/V\./(e)\,NUM,quatre,10,,
1954,202,2,vassal,vassal,202,N,N,,C/V\.'C/V\,NOUN,vassal,8,,
1955,202,3,estoient,estoient,202,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10,,
1956,202,4,poissans,poissans,202,Adj,Adj,,C/V\.'C/V\,ADJ,puissant,8,,
1957,202,5,et,et,202,Crd,Crd,et,/V\,CCONJ,et,10,,
1958,202,6,vertueus,vertueus,202,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,vertueux,9,,
1959,203,1,que,que,203,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1960,203,2,vers,vers,203,Pre,Pre,vers2,C/V\,ADP,vers,10,,
1961,203,3,huon,huon,203,N,N,,C/V\.'C/V\,NOUN,huon,5,,
1962,203,4,allerent,allerent,203,Vfin,Vfin,aller,/V\.'C/V\.C/e\,VERB,aller,10,,
1963,203,5,de,de,203,Pre,Pre,de,C/(e)\,ADP,de,10,,
1964,203,6,ferir,ferir,203,Vinf,Vinf,férir,C/V\.'C/V\,VERB,férir,10,,
1965,203,7,desireus,desireus,203,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,désireux,9,,
1966,203,8,;,;,203,Pnc,Pnc,,,PUNCT,;,9,,
1967,204,1,et,et,204,Crd,Crd,et,/V\,CCONJ,et,10,,
1968,204,2,cant,cant,204,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
1969,204,3,hues,hues,204,N,N,,'C/V\./e\,NOUN,ues,3,,
1970,204,4,lez,lez,204,Prn,Prn$$,le,C/V\,PRON,le,10,,
1971,204,5,vit,vit,204,Vfin,Vfin,voir,C/V\,VERB,voir,10,,
1972,204,6,",",",",204,Pnc,Pnc,,,PUNCT,",",9,,
1973,204,7,ains,ains,204,Adv,Adv,onques,/V\,ADV,onques,10,,
1974,204,8,n',n',204,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1975,204,9,en,en,204,Prn,Prn$$,en2,/V\,PRON,en,10,,
1976,204,10,fu,fu,204,Vfin,Vfin,être,C/V\,VERB,être,10,,
1977,204,11,pavoureus,pavoureus,204,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,peureux,-1,peureux,DMF
1978,204,12,",",",",204,Pnc,Pnc,,,PUNCT,",",9,,
1979,205,1,il,il,205,Prn,Prn$,il,/V\,PRON,il,10,,
1980,205,2,a,a,205,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1981,205,3,saquiét,saquiét,205,Vpp,Vpp,,C/V\.'C/V\,VERB,sacher,0,,
1982,205,4,l',l',205,Det,Det,le,C/\,DET,le,10,,
1983,205,5,espee,espee,205,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3,,
1984,205,6,et,et,205,Crd,Crd,et,/V\,CCONJ,et,10,,
1985,205,7,se,se,205,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1986,205,8,bouta,bouta,205,Vfin,Vfin,,C/V\.'C/V\,VERB,bouter,9,,
1987,205,9,entr',entr',205,PrA,PrA,entre,/V\,ADP,entre,10,,
1988,205,10,eus,eus,205,Prn,Prn,eux,/V\,PRON,eux,10,,
1989,205,11,;,;,205,Pnc,Pnc,,,PUNCT,;,9,,
1990,206,1,le,le,206,Det,Det,le,C/(e)\,DET,le,10,,
1991,206,2,premier,premier,206,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10,,
1992,206,3,a,a,206,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1993,206,4,feru,feru,206,Vpp,Vpp,férir,C/V\.'C/V\,VERB,férir,10,,
1994,206,5,.i.,.i.,206,QIs,QIs,un,/V\,DET,un,10,,
1995,206,6,cop,cop,206,N,N,,C/V\,NOUN,coup,8,,
1996,206,7,si,si,206,Adv,Adv,si4,C/V\,ADV,si,10,,
1997,206,8,mervilleus,mervilleus,206,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,merveilleux,9,,
1998,207,1,que,que,207,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1999,207,2,s',s',207,Det,Det,son4,C/\,DET,son,10,,
2000,207,3,espee,espee,207,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3,,
2001,207,4,ly,ly,207,Prn,Prn$$,li,C/V\,PRON,li,10,,
2002,207,5,mist,mist,207,Vfin,Vfin,mettre,C/V\,VERB,mettre,10,,
2003,207,6,au,au,207,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
2004,207,7,ventre,ventre,207,N,N,,'C/V\.C/(e)\,NOUN,ventre,8,,
2005,207,8,dusquëz,dusquëz,207,PrA,PrA,dusque,'C/V\.C/e\,ADP,dusque,10,,
2006,207,9,au,au,207,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
