wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
999,150,1,Car,car,150,Crd,Crd,car,C/V\,CCONJ,car,10,,
1000,150,2,il,il,150,Prn,Prn$,il,/V\,PRON,il,10,,
1001,150,3,n',n',150,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1002,150,4,en,en,150,Prn,Prn$$,en2,/V\,PRON,en,10,,
1003,150,5,seit,seit,150,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
1004,150,6,ne,ne,150,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1005,150,7,mal,mal,150,N,N,mal,C/V\,NOUN,mal,10,,
1006,150,8,ne,ne,150,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1007,150,9,bien,bien,150,N,N,bien,C/V\,NOUN,bien,10,,
1008,150,10,.,.,150,Pnc,Pnc,,,PUNCT,.,9,,
1009,150,11,—,—,150,Pnc,Pnc,,,PUNCT,—,8,,
1010,151,1,Por,por,151,Pre,Pre,pour,C/V\,ADP,pour,10,,
1011,151,2,ce,ce,151,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1012,151,3,volons,volons,151,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10,,
1013,151,4,ici,ici,151,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10,,
1014,151,5,prover,prover,151,Vinf,Vinf,,C/V\.'C/V\,VERB,prouver,9,,
1015,152,1,Et,et,152,Crd,Crd,et,/V\,CCONJ,et,10,,
1016,152,2,rasenablement,rasenablement,152,N,N,,C/V\.C/V\.C/V\.C/e\.'C/V\,PROPN|NOUN,UNKNOWN,-10,raisonnablement,DMF
1017,152,3,mostrer,mostrer,152,Vinf,Vinf,montrer,C/V\.'C/V\,VERB,montrer,10,,
1018,153,1,Les,les,153,Det,Det,le,C/V\,DET,le,10,,
1019,153,2,qex,qex,153,Qux,Qux,quel,C/V\,DET,quel,10,,
1020,153,3,sciences,sciences,153,N,N,,C/V\.'C/V\.C/e\,NOUN,science,9,,
1021,153,4,millors,millors,153,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10,,
1022,153,5,sont,sont,153,Vfin,Vfin,être,C/V\,VERB,être,10,,
1023,154,1,Por,por,154,Pre,Pre,pour,C/V\,ADP,pour,10,,
1024,154,2,conestre,conestre,154,Vinf,Vinf,connaître,C/V\.'C/V\.C/(e)\,VERB,connaître,10,,
1025,154,3,Deu,deu,154,N,N,,C/V\,PROPN,Dieu,3,dieu,
1026,154,4,et,et,154,Crd,Crd,et,/V\,CCONJ,et,10,,
1027,154,5,lo,lo,154,Det,Det,le,C/(e)\,DET,le,10,,
1028,154,6,mont,mont,154,N,N,,C/V\,NOUN,monde,3,,
1029,154,7,;,;,154,Pnc,Pnc,,,PUNCT,;,9,,
1030,155,1,Si,si,155,Adv,Adv,si4,C/V\,ADV,si,10,,
1031,155,2,di,di,155,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1032,155,3,que,que,155,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1033,155,4,science,science,155,N,N,,C/V\.'C/V\.C/(e)\,NOUN,science,8,,
1034,155,5,des,des,155,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1035,155,6,choses,choses,155,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1036,156,1,Dont,dont,156,Qux,Qux,dont,C/V\,PRON,dont,10,,
1037,156,2,on,on,156,Prn,Prn$,on,/V\,PRON,on,10,,
1038,156,3,ne,ne,156,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1039,156,4,puet,puet,156,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
1040,156,5,changier,changier,156,Vinf,Vinf,,C/V\.'C/V\,VERB,changer,9,,
1041,156,6,les,les,156,Det,Det,le,C/V\,DET,le,10,,
1042,156,7,gloses,gloses,156,N,N,,'C/V\.C/e\,NOUN,glose,8,,
1043,157,1,N',n',157,Crd,Crd,ne2,C/\,CCONJ,ne,10,,
1044,157,2,entendre,entendre,157,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10,,
1045,157,3,en,en,157,Pre,Pre,en,/V\,ADP,en,10,,
1046,157,4,diverses,diverses,157,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,divers,8,,
1047,157,5,sentences,sentences,157,N,N,,C/V\.'C/V\.C/e\,NOUN,sentence,9,,
1048,158,1,Sont,sont,158,Vfin,Vfin,être,C/V\,VERB,être,10,,
1049,158,2,les,les,158,Det,Det,le,C/V\,DET,le,10,,
1050,158,3,plus,plus,158,Adv,Adv,plus,C/V\,ADV,plus,10,,
1051,158,4,veraies,veraies,158,Adj,Adj,vrai,C/V\.'C/V\./e\,ADJ,vrai,10,,
1052,158,5,sciences,sciences,158,N,N,,C/V\.'C/V\.C/e\,NOUN,science,9,,
1053,158,6,.,.,158,Pnc,Pnc,,,PUNCT,.,9,,
1054,159,1,Les,les,159,Det,Det,le,C/V\,DET,le,10,,
1055,159,2,choses,choses,159,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1056,159,3,do,do,159,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1057,159,4,ciel,ciel,159,N,N,,C/V\,NOUN,ciel,8,,
1058,159,5,ne,ne,159,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1059,159,6,se,se,159,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1060,159,7,muent,muent,159,Vfin,Vfin,muer,'C/V\./e\,VERB,muer,10,,
1061,159,8,:,:,159,Pnc,Pnc,,,PUNCT,:,9,,
1062,160,1,Adèz,adez,160,Adv,Adv,adès,/V\.'C/V\,ADV,adès,10,,
1063,160,2,se,se,160,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1064,160,3,tienent,tienent,160,Vfin,Vfin,tenir,'C/V\.C/e\,VERB,tenir,10,,
1065,160,4,et,et,160,Crd,Crd,et,/V\,CCONJ,et,10,,
1066,160,5,conduient,conduient,160,Vfin,Vfin,conduire,C/V\.'C/V\./e\,VERB,conduire,10,,
1067,161,1,En,en,161,Pre,Pre,en,/V\,ADP,en,10,,
1068,161,2,lor,lor,161,Det,Det,leur2,C/V\,DET,leur,10,,
1069,161,3,droit,droit,161,Adj,Adj,droit2,C/V\,ADJ,droit,10,,
1070,161,4,cours,cours,161,N,N,,C/V\,NOUN,cours,3,,
1071,161,5,naturelment,naturelment,161,Adv,Adv,,C/V\.C/V\.C/V\.'C/V\,ADV,naturellement,9,,
1072,162,1,Sanz,sanz,162,Pre,Pre,sans,C/V\,ADP,sans,10,,
1073,162,2,changier,changier,162,Vinf,Vinf,,C/V\.'C/V\,VERB,changer,9,,
1074,162,3,lor,lor,162,Det,Det,leur2,C/V\,DET,leur,10,,
1075,162,4,ordenement,ordenement,162,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,ordonnement,9,,
1076,162,5,",",",",162,Pnc,Pnc,,,PUNCT,",",9,,
1077,163,1,Donc,donc,163,Adv,Adv,donc,C/V\,ADV,donc,10,,
1078,163,2,di,di,163,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1079,163,3,je,je,163,Prn,Prn%,je,C/(e)\,PRON,je,10,,
1080,163,4,par,par,163,Pre,Pre,par,C/V\,ADP,par,10,,
1081,163,5,ceste,ceste,163,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,,
1082,163,6,rason,rason,163,N,N,,C/V\.'C/V\,NOUN,raison,6,,
1083,164,1,Que,que,164,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1084,164,2,science,science,164,N,N,,C/V\.'C/V\.C/(e)\,NOUN,science,8,,
1085,164,3,qui,qui,164,Qux,Qux,qui,C/V\,PRON,qui,10,,
1086,164,4,a,a,164,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1087,164,5,lo,lo,164,Det,Det,le,C/(e)\,DET,le,10,,
1088,164,6,nom,nom,164,N,N,,C/V\,NOUN,nom,8,,
1089,165,1,Des,des,165,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1090,165,2,choses,choses,165,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1091,165,3,dou,dou,165,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1092,165,4,ciel,ciel,165,N,N,,C/V\,NOUN,ciel,8,,
1093,165,5,a,a,165,Pre,Pre,à,/V\,ADP,à,10,,
1094,165,6,enqerre,enqerre,165,Vinf,Vinf,enquérir,/V\.'C/V\.C/(e)\,VERB,enquérir,10,,
1095,166,1,Vaut,vaut,166,Vfin,Vfin,valoir,C/V\,VERB,valoir,10,,
1096,166,2,miex,miex,166,Adv,Adv,mieux,C/V\,ADV,mieux,10,,
1097,166,3,que,que,166,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1098,166,4,des,des,166,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1099,166,5,choses,choses,166,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1100,166,6,de,de,166,Pre,Pre,de,C/(e)\,ADP,de,10,,
1101,166,7,terre,terre,166,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
1102,166,8,.,.,166,Pnc,Pnc,,,PUNCT,.,9,,
1103,167,1,Cies,cies,167,N,N,,C/V\,NOUN,cie,-10,ciel,DMF
1104,167,2,",",",",167,Pnc,Pnc,,,PUNCT,",",9,,
1105,167,3,estoiles,estoiles,167,N,N,,/V\.'C/V\.C/e\,NOUN,étoile,8,,
1106,167,4,",",",",167,Pnc,Pnc,,,PUNCT,",",9,,
1107,167,5,lune,lune,167,N,N,,'C/V\.C/(e)\,NOUN,lune,8,,
1108,167,6,",",",",167,Pnc,Pnc,,,PUNCT,",",9,,
1109,167,7,soleas,soleas,167,N,N,,C/V\.'C/V\,NOUN,soleas,-10,soleil,DMF
1110,167,8,",",",",167,Pnc,Pnc,,,PUNCT,",",9,,
1111,168,1,Tant,tant,168,QIs,QIs,tant,C/V\,ADV,tant,10,,
1112,168,2,cum,cum,168,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
1113,168,3,endroit,endroit,168,N,N,,/V\.'C/V\,PROPN|NOUN,endroit,8,,
1114,168,4,soi,soi,168,Prn,Prn$$,soi,C/V\,PRON,soi,10,,
1115,168,5,valent,valent,168,Vfin,Vfin,valoir,'C/V\.C/e\,VERB,valoir,10,,
1116,168,6,meas,meas,168,Adv,Adv,mieux,C/V\,ADV,mieux,10,,
1117,169,1,Que,que,169,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1118,169,2,terre,terre,169,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
1119,169,3,ne,ne,169,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1120,169,4,choses,choses,169,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1121,169,5,terriennes,terriennes,169,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,terrien,9,,
1122,169,6,",",",",169,Pnc,Pnc,,,PUNCT,",",9,,
1123,170,1,Tant,tant,170,QIs,QIs,tant,C/V\,ADV,tant,10,,
1124,170,2,sont,sont,170,Vfin,Vfin,être,C/V\,VERB,être,10,,
1125,170,3,millors,millors,170,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10,,
1126,170,4,et,et,170,Crd,Crd,et,/V\,CCONJ,et,10,,
1127,170,5,plus,plus,170,Adv,Adv,plus,C/V\,ADV,plus,10,,
1128,170,6,certenes,certenes,170,Adj,Adj,certain,C/V\.'C/V\.C/e\,ADJ,certain,10,,
1129,171,1,Les,les,171,Det,Det,le,C/V\,DET,le,10,,
1130,171,2,sciences,sciences,171,N,N,,C/V\.'C/V\.C/e\,NOUN,science,9,,
1131,171,3,qui,qui,171,Qux,Qux,qui,C/V\,PRON,qui,10,,
1132,171,4,d',d',171,Pre,Pre,de,C/\,ADP,de,10,,
1133,171,5,eles,eles,171,Prn,Prn,elle,'/V\.C/e\,PRON,elle,10,,
1134,171,6,issent,issent,171,Vfin,Vfin,issir,'/V\.C/e\,VERB,issir,10,,
1135,171,7,",",",",171,Pnc,Pnc,,,PUNCT,",",9,,
1136,172,1,Car,car,172,Crd,Crd,car,C/V\,CCONJ,car,10,,
1137,172,2,plus,plus,172,Adv,Adv,plus,C/V\,ADV,plus,10,,
1138,172,3,prèz,prez,172,PrA,PrA,près,C/V\,ADV,près,10,,
1139,172,4,de,de,172,Pre,Pre,de,C/(e)\,ADP,de,10,,
1140,172,5,Deu,deu,172,N,N,,C/V\,PROPN,Dieu,3,dieu,
1141,172,6,ce,ce,172,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1142,172,7,fenissent,fenissent,172,Vfin,Vfin,finir,C/V\.'C/V\.C/e\,VERB,finir,10,,
1143,172,8,.,.,172,Pnc,Pnc,,,PUNCT,.,9,,
1144,173,1,Des,des,173,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1145,173,2,choses,choses,173,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1146,173,3,qui,qui,173,Qux,Qux,qui,C/V\,PRON,qui,10,,
1147,173,4,de,de,173,Pre,Pre,de,C/(e)\,ADP,de,10,,
1148,173,5,tens,tens,173,N,N,,C/V\,NOUN,temps,8,,
1149,173,6,en,en,173,Pre,Pre,en,/V\,ADP,en,10,,
1150,173,7,tens,tens,173,N,N,,C/V\,NOUN,temps,8,,
1151,174,1,Se,se,174,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
