wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
1582,265,7,tu,tu,265,PRO:pers:suj:2:sg:unb,Prn,Prn%,tu,C/V\,PRON,tu,10,,
1583,265,8,savoir,savoir,265,VER:infi,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10,,
1584,266,1,l',l',266,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10,,
1585,266,2,autre,autre,266,ADJ:obj:masc:sg,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
1586,266,3,ne,ne,266,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1587,266,4,puet,puet,266,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
1588,266,5,il,il,266,PRO:pers:suj:3:masc:sg:unb,Prn,Prn%,il,/V\,PRON,il,10,,
1589,266,6,pas,pas,266,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10,,
1590,266,7,avoir,avoir,266,VER:infi,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,,
1591,267,1,ne,ne,267,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
1592,267,2,laissier,laissier,267,VER:infi,Vinf,Vinf,laisser,C/V\.'C/V\,VERB,laisser,10,,
1593,267,3,les,les,267,DET:def:obj:femi:pl,Det,Det,le,C/V\,DET,le,10,,
1594,267,4,choses,choses,267,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,chose,8,,
1595,267,5,certainnes,certainnes,267,ADJ:obj:femi:pl,Adj,Adj,certain,C/V\.'C/V\.C/e\,ADJ,certain,10,,
1596,268,1,por,por,268,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
1597,268,2,querre,querre,268,VER:infi,Vinf,Vinf,quérir,'C/V\.C/(e)\,VERB,quérir,10,,
1598,268,3,celes,celes,268,PRO:demo:obj:femi:pl,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10,,
1599,268,4,qui,qui,268,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1600,268,5,sont,sont,268,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10,,
1601,268,6,vainnes,vainnes,268,ADJ:suj:femi:pl,Adj,Adj,,'C/V\.C/e\,ADJ,vain,8,,
1602,269,1,tost,tost,269,ADV,Adv,Adv,tôt,C/V\,ADV,tôt,10,,
1603,269,2,passe,passe,269,VER:pres:3:sg,Vfin,Vfin,passer,'C/V\.C/(e)\,VERB,passer,10,,
1604,269,3,dou,dou,269,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1605,269,4,mont,mont,269,NOM:obj:masc:sg,N,N,,C/V\,NOUN,monde,3,,
1606,269,5,la,la,269,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
1607,269,6,figure,figure,269,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,figure,8,,
1608,270,1,ce,ce,270,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1609,270,2,dit,dit,270,VER:pres:3:sg,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1610,270,3,sainz,sainz,270,ADJ:suj:masc:sg,Adj,Adj,saint,C/V\,ADJ,saint,10,,
1611,270,4,pous,pous,270,NPR:suj:masc:sg,N,N,,C/V\,NOUN,pouls,3,,
1612,270,5,en,en,270,PRE,Pre,Pre,en,/V\,ADP,en,10,,
1613,270,6,l',l',270,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10,,
1614,270,7,escripture,escripture,270,NOM:obj:femi:sg,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,écriture,8,,
1615,271,1,avuec,avuec,271,PRE,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10,,
1616,271,2,ce,ce,271,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1617,271,3,pour,pour,271,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
1618,271,4,loi,loi,271,NOM:obj:femi:sg,N,N,,C/V\,NOUN,loi,8,,
1619,271,5,de,de,271,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
1620,271,6,nature,nature,271,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,nature,8,,
1621,272,1,chose,chose,272,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
1622,272,2,engendree,engendree,272,VER:pper:femi:sg,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,engendrer,8,,
1623,272,3,petit,petit,272,ADV,Adv,Adv,petit,C/V\.'C/V\,ADV,petit,10,,
1624,272,4,dure,dure,272,VER:pres:3:sg,Vfin,Vfin,durer,'C/V\.C/(e)\,VERB,durer,10,,
1625,273,1,tout,tout,273,PRO:ind:obj:masc:sg,QIs,QIs,tout,C/V\,PRON,tout,10,,
1626,273,2,retorne,retorne,273,VER:pres:3:sg,Vfin,Vfin,retourner,C/V\.'C/V\.C/(e)\,VERB,retourner,10,,
1627,273,3,a,a,273,PRE,Pre,Pre,à,/V\,ADP,à,10,,
1628,273,4,corrupcion,corrupcion,273,NOM:obj:femi:sg,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,corruption,9,,
1629,274,1,quanqu,quanqu,274,PRO:invar,Qux,Qux,quanque,C/V\,PRON,quanque,10,,
1630,274,2,est,est,274,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
1631,274,3,pour,pour,274,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
1632,274,4,generacion,generacion,274,NOM:obj:femi:sg,N,N,,C/V\.C/e\.C/V\.C/{V}\.'/V\,NOUN,génération,8,,
1633,275,1,ou,ou,275,PREDET:en:obj:masc:sg,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,,
1634,275,2,ciel,ciel,275,NOM:obj:masc:sg,N,N,,C/V\,PROPN|NOUN,ciel,8,,
1635,275,3,dois,dois,275,VER:pres:2:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10,,
1636,275,4,donc,donc,275,ADV,Adv,Adv,donc,C/V\,ADV,donc,10,,
1637,275,5,non,non,275,ADV,Neg,Neg,ne,C/V\,ADV,ne,10,,
1638,275,6,pas,pas,275,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10,,
1639,275,7,en,en,275,PRE,Pre,Pre,en,/V\,ADP,en,10,,
1640,275,8,terre,terre,275,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
1641,276,1,chose,chose,276,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
1642,276,2,qui,qui,276,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1643,276,3,touz,touz,276,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10,,
1644,276,4,jours,jours,276,NOM:obj:masc:pl,N,N,,C/V\,NOUN,jour,8,,
1645,276,5,dure,dure,276,VER:pres:3:sg,Vfin,Vfin,durer,'C/V\.C/(e)\,VERB,durer,10,,
1646,276,6,querre,querre,276,VER:infi,Vinf,Vinf,quérir,'C/V\.C/(e)\,VERB,quérir,10,,
1647,277,1,ce,ce,277,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1648,277,2,qui,qui,277,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1649,277,3,est,est,277,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
1650,277,4,tuens,tuens,277,PRO:poss:suj:masc:sg,Adj,Adj,ton2,C/V\,ADJ,ton,10,,
1651,277,5,certainnemant,certainnemant,277,ADV,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,certainement,9,,
1652,278,1,garde,garde,278,VER:impe:2:sg,Vfin,Vfin,garder,'C/V\.C/(e)\,VERB,garder,10,,
1653,278,2,ne,ne,278,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1654,278,3,perdes,perdes,278,VER:subp:2:sg,Vfin,Vfin,perdre,'C/V\.C/e\,VERB,perdre,10,,
1655,278,4,folemant,folemant,278,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,follement,9,,
1656,279,1,qui,qui,279,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1657,279,2,quiert,quiert,279,VER:pres:3:sg,Vfin,Vfin,quérir,C/V\,VERB,quérir,10,,
1658,279,3,ce,ce,279,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1659,279,4,qui,qui,279,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1660,279,5,ne,ne,279,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
1661,279,6,li,li,279,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
1662,279,7,pertient,pertient,279,VER:pres:3:sg,Vfin,Vfin,appartenir,C/V\.'C/V\,VERB,appartenir,10,,
1663,280,1,droiz,droiz,280,NOM:suj:masc:sg,N,N,droit,C/V\,NOUN,droit,10,,
1664,280,2,est,est,280,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
1665,280,3,qu,qu,280,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
1666,280,4,il,il,280,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1667,280,5,perde,perde,280,VER:subp:3:sg,Vfin,Vfin,perdre,'C/V\.C/(e)\,VERB,perdre,10,,
1668,280,6,ce,ce,280,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1669,280,7,qu,qu,280,PROCON,Qux,Qux,que,C/\,PRON,que,10,,
1670,280,8,il,il,280,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1671,280,9,tient,tient,280,VER:pres:3:sg,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,,
1672,281,1,li,li,281,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
1673,281,2,berbiz,berbiz,281,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,brebis,8,,
1674,281,3,li,li,281,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
1675,281,4,vaiche,vaiche,281,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,PROPN|NOUN,vache,8,,
1676,281,5,li,li,281,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
1677,281,6,chievre,chievre,281,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,chèvre,9,,
1678,282,1,li,li,282,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
1679,282,2,lions,lions,282,NOM:suj:masc:sg,N,N,,C/V\.'C/V\,NOUN,lion,8,,
1680,282,3,qu,qu,282,PROCON,Qux,Qux,que,C/\,PRON,que,10,,
1681,282,4,a,a,282,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1682,282,5,toz,toz,282,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10,,
1683,282,6,jors,jors,282,NOM:obj:masc:pl,N,N,,C/V\,NOUN,jour,8,,
1684,282,7,la,la,282,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
1685,282,8,fievre,fievre,282,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,fièvre,9,,
1686,283,1,quar,quar,283,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10,,
1687,283,2,deus,deus,283,NOM:suj:masc:sg,N,N,,C/V\,PROPN|NOUN,dieu|Dieu|deuil,-1,dieu,DMF
1688,283,3,vost,vost,283,VER:simp:3:sg,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
1689,283,4,qu,qu,283,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
1690,283,5,il,il,283,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1691,283,6,fust,fust,283,VER:subi:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
1692,283,7,quartenaires,quartenaires,283,NOM:suj:masc:sg,N,N,,C/V\.C/e\.'C/V\.C/e\,NOUN,quartenaire,6,,
1693,284,1,por,por,284,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
1694,284,2,ce,ce,284,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
1695,284,3,qu,qu,284,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
1696,284,4,il,il,284,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1697,284,5,soit,soit,284,VER:subp:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
1698,284,6,plus,plus,284,ADV,Adv,Adv,plus,C/V\,ADV,plus,10,,
1699,284,7,debonaires,debonaires,284,ADJ:suj:masc:sg,Adj,Adj,,C/V\.C/V\.'C/V\.C/e\,ADJ,débonnaire,9,,
1700,285,1,cilz,cilz,285,DET:demo:suj:masc:pl,Dem,Dem,cil,C/V\,DET,cil,10,,
1701,285,2,quatre,quatre,285,ADJ:card,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10,,
1702,285,3,con,con,285,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
1703,285,4,loiaus,loiaus,285,ADJ:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9,,
1704,285,5,amis,amis,285,NOM:suj:masc:pl,N,N,,/V\.'C/V\,NOUN,ami,3,,
1705,286,1,foi,foi,286,NOM:obj:femi:sg,N,N,,C/V\,NOUN,foi,8,,
1706,286,2,et,et,286,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
1707,286,3,amour,amour,286,NOM:obj:femi:sg,N,N,,/V\.'C/V\,NOUN,amour,8,,
1708,286,4,se,se,286,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1709,286,5,sont,sont,286,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10,,
1710,286,6,promis,promis,286,VER:pper:masc:sg,Vpp,Vpp,promettre,C/V\.'C/V\,VERB,promettre,10,,
1711,287,1,lour,lour,287,DET:poss:obj:masc:sg,Det,Det,leur2,C/V\,DET,leur,10,,
1712,287,2,guain,guain,287,NOM:obj:masc:sg,N,N,,C/V\,NOUN,gain,9,,
1713,287,3,doivent,doivent,287,VER:pres:3:pl,Vfin,Vfin,devoir2,'C/V\.C/e\,VERB,devoir,10,,
1714,287,4,per,per,287,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
1715,287,5,soiremant,soiremant,287,NOM:obj:masc:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,serment,0,,
1716,288,1,entre,entre,288,PRE,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,,
1717,288,2,lour,lour,288,PRO:pers:acc:3:masc:pl:bet,Prn,Prn,leur,C/V\,PRON,leur,10,,
1718,288,3,pertir,pertir,288,VER:infi,Vinf,Vinf,partir,C/V\.'C/V\,VERB,partir,10,,
1719,288,4,ygalmant,ygalmant,288,ADV,Adv,Adv,,/V\.C/V\.'C/V\,ADV,également,0,,
1720,289,1,cilz,cilz,289,DET:demo:suj:masc:pl,Dem,Dem,cil,C/V\,DET,cil,10,,
1721,289,2,quatre,quatre,289,ADJ:card,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10,,
1722,289,3,qui,qui,289,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1723,289,4,sont,sont,289,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10,,
1724,289,5,ajostey,ajostey,289,VER:pper:masc:sg,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,ajouter,0,,
1725,290,1,au,au,290,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1726,290,2,chemin,chemin,290,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,chemin,8,,
1727,290,3,se,se,290,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
1728,290,4,sont,sont,290,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10,,
1729,290,5,arostey,arostey,290,VER:pper:masc:sg,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,aroster,0,,
1730,291,1,un,un,291,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
1731,291,2,jor,jor,291,NOM:obj:masc:sg,N,N,,C/V\,NOUN,jour,8,,
1732,291,3,por,por,291,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
1733,291,4,querre,querre,291,VER:infi,Vinf,Vinf,quérir,'C/V\.C/(e)\,VERB,quérir,10,,
1734,291,5,lour,lour,291,DET:poss:obj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10,,
1735,291,6,viande,viande,291,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,viande,8,,
1736,292,1,il,il,292,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,PRON,il,10,,
1737,292,2,esgardent,esgardent,292,VER:pres:3:pl,Vfin,Vfin,égarder,/V\.'C/V\.C/e\,VERB,égarder,10,,
1738,292,3,en,en,292,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
1739,292,4,une,une,292,DET:ndf:obj:femi:sg,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
1740,292,5,lande,lande,292,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,lande,8,,
1741,293,1,virent,virent,293,VER:simp:3:pl,Vfin,Vfin,voir,'C/V\.C/e\,VERB,voir,10,,
1742,293,2,un,un,293,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
1743,293,3,mout,mout,293,ADV,QIs,QIs,moult,C/V\,ADV,moult,10,,
1744,293,4,grant,grant,293,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
1745,293,5,cert,cert,293,NOM:obj:masc:sg,N,N,,C/V\,NOUN,cert,3,,
1746,293,6,saillir,saillir,293,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,saillir,9,,
1747,294,1,chescuns,chescuns,294,PRO:ind:suj:masc:sg,QIs,QIs,chacun,C/V\.'C/V\,DET,chacun,10,,
1748,294,2,pense,pense,294,VER:pres:3:sg,Vfin,Vfin,penser,'C/V\.C/(e)\,VERB,penser,10,,
1749,294,3,de,de,294,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
1750,294,4,l',l',294,PRO:pers:obj:3:masc:sg:unb,Det,Det,le,C/\,DET,le,10,,
1751,294,5,essaillir,essaillir,294,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,essaillir,3,,
1752,295,1,mout,mout,295,ADV,QIs,QIs,moult,C/V\,ADV,moult,10,,
1753,295,2,avoit,avoit,295,VER:impf:3:sg,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
1754,295,3,de,de,295,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
1755,295,4,bois,bois,295,NOM:obj:masc:pl,N,N,,C/V\,NOUN,bois,8,,
1756,295,5,trespessez,trespessez,295,VER:pper:masc:pl,Vpp,Vpp,trépasser,C/V\.C/e\.'C/V\,VERB,trépasser,10,,
1757,296,1,li,li,296,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
1758,296,2,cers,cers,296,NOM:suj:masc:sg,N,N,,C/V\,NOUN,cerf,3,,
1759,296,3,s,s,296,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
1760,296,4,ere,ere,296,VER:impf:3:sg,Vfin,Vfin,être,'/V\.C/(e)\,VERB,être,10,,
1761,296,5,chauz,chauz,296,ADJ:suj:masc:sg,Adj,Adj,chaud,C/V\,ADJ,chaud,10,,
1762,296,6,et,et,296,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
1763,296,7,lessez,lessez,296,VER:pper:masc:pl,Vpp,Vpp,laisser,C/V\.'C/V\,VERB,laisser,10,,
1764,297,1,il,il,297,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1765,297,2,estoit,estoit,297,VER:impf:3:sg,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
1766,297,3,des,des,297,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1767,297,4,chiens,chiens,297,NOM:obj:masc:pl,N,N,,C/V\,NOUN,chien,8,,
1768,297,5,eschapey,eschapey,297,VER:pper:masc:sg,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,échapper,0,,
1769,298,1,qui,qui,298,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
1770,298,2,tout,tout,298,DET:ind:obj:masc:sg,QIs,QIs,tout,C/V\,DET,tout,10,,
1771,298,3,lo,lo,298,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
1772,298,4,iour,iour,298,NOM:obj:masc:sg,N,N,,C/V\,NOUN,jour,9,,
1773,298,5,l',l',298,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1774,298,6,orent,orent,298,VER:simp:3:pl,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10,,
1775,298,7,glapey,glapey,298,VER:pper:masc:sg,Vpp,Vpp,,C/V\.'C/V\,VERB,glaper,-10,glapir,DMF
1776,299,1,mais,mais,299,CON:coord,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
1777,299,2,il,il,299,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
1778,299,3,chaist,chaist,299,VER:simp:3:sg,Vfin,Vfin,choir,C/V\.'C/V\,VERB,choir,10,,
1779,299,4,en,en,299,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
1780,299,5,pire,pire,299,ADJ:obj:femi:sg,Adj,Adj,pire,'C/V\.C/(e)\,ADJ,pire,10,,
1781,299,6,main,main,299,NOM:obj:femi:sg,N,N,,C/V\,NOUN,main,8,,
1782,300,1,il,il,300,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,PRON,il,10,,
1783,300,2,li,li,300,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
1784,300,3,corrent,corrent,300,VER:pres:3:pl,Vfin,Vfin,courir,'C/V\.C/e\,VERB,courir,10,,
1785,300,4,sus,sus,300,ADV,PrA,PrA,sus,C/V\,ADP,sus,10,,
1786,300,5,mainnemain,mainnemain,300,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,UNKNOWN,-10,main dans la main,
1787,301,1,ensamble,ensamble,301,ADV,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10,,
1788,301,2,l',l',301,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1789,301,3,essaillent,essaillent,301,VER:pres:3:pl,Vfin,Vfin,,/V\.'C/V\.C/e\,VERB,exaillir,-10,essaillir,DMF
1790,301,4,tuit,tuit,301,DET:ind:suj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10,,
1791,301,5,quatre,quatre,301,ADJ:card,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10,,
1792,302,1,travaillent,travaillent,302,VER:pres:3:pl,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,travailler,9,,
1793,302,2,soi,soi,302,PRO:pers:obj:3:masc:sg:bet,Prn,Prn%%,soi,C/V\,PRON,soi,10,,
1794,302,3,de,de,302,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
1795,302,4,lui,lui,302,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,lui,C/V\,PRON,lui,10,,
1796,302,5,abatre,abatre,302,VER:infi,Vinf,Vinf,abbattre,/V\.'C/V\.C/(e)\,VERB,abbattre,10,,
1797,303,1,tant,tant,303,ADV,QIs,QIs,tant,C/V\,ADV,tant,10,,
1798,303,2,l',l',303,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1799,303,3,ont,ont,303,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1800,303,4,nauré,nauré,303,VER:pper:masc:sg,Vpp,Vpp,,C/V\.'C/V\,VERB,naurer,-10,navrer,DMF
1801,303,5,tant,tant,303,ADV,QIs,QIs,tant,C/V\,ADV,tant,10,,
1802,303,6,l',l',303,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1803,303,7,ont,ont,303,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1804,303,8,malmis,malmis,303,VER:pper:masc:sg,Vpp,Vpp,malmettre,C/V\.'C/V\,VERB,malmettre,10,,
1805,304,1,qu,qu,304,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
1806,304,2,a,a,304,PRE,Pre,Pre,à,/V\,ADP,à,10,,
1807,304,3,derrier,derrier,304,ADV,PrA,PrA,derrière,C/V\.'C/V\,ADV,derrière,10,,
1808,304,4,l',l',304,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1809,304,5,ont,ont,304,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1810,304,6,au,au,304,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1811,304,7,desoz,desoz,304,ADV,PrA,PrA,dessous,C/V\.'C/V\,ADV,dessous,10,,
1812,304,8,mis,mis,304,VER:pper:masc:sg,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
1813,305,1,de,de,305,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
1814,305,2,toute,toute,305,DET:ind:obj:femi:sg,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10,,
1815,305,3,part,part,305,NOM:obj:femi:sg,N,N,,C/V\,NOUN,part,3,,
1816,305,4,font,font,305,VER:pres:3:pl,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
1817,305,5,lo,lo,305,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
1818,305,6,sanc,sanc,305,NOM:obj:masc:sg,N,N,,C/V\,NOUN,sang,8,,
1819,305,7,corre,corre,305,VER:infi,Vinf,Vinf,courir,'C/V\.C/(e)\,VERB,courir,10,,
1820,306,1,mort,mort,306,VER:pper:masc:sg,Vpp,Vpp,mourir,C/V\,VERB,mourir,10,,
1821,306,2,l',l',306,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
1822,306,3,ont,ont,306,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1823,306,4,quar,quar,306,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10,,
1824,306,5,n,n,306,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
1825,306,6,est,est,306,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
1826,306,7,que,que,306,PROCON,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
1827,306,8,lo,lo,306,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
1828,306,9,secorre,secorre,306,VER:subp:3:sg,Vfin,Vfin,secourir,C/V\.'C/V\.C/(e)\,VERB,secourir,10,,
