wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
861,127,7,loz,loz,177,N,N,,C/V\,NOUN,los,3,
862,127,8,;,;,177,Pnc,Pnc,,,PUNCT,;,9,
863,128,1,Tel,tel,178,Adj,Adj,tel,C/V\,ADJ,tel,10,
864,128,2,vertu,vertu,178,N,N,,C/V\.'C/V\,NOUN,vertu,8,
865,128,3,il,il,178,Prn,Prn$,il,/V\,PRON,il,10,
866,128,4,ot,ot,178,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
867,128,5,",",",",178,Pnc,Pnc,,,PUNCT,",",9,
868,128,6,dire,dire,178,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,
869,128,7,l,l,178,Prn,Prn$$,le,C/\,PRON,le,10,
870,128,8,oz,oz,178,Vfin,Vfin,oser,/V\,VERB,oser,10,
871,128,9,",",",",178,Pnc,Pnc,,,PUNCT,",",9,
872,129,1,Que,que,179,Sub,Sub,que,C/(e)\,SCONJ,que,10,
873,129,2,tuit,tuit,179,QIs,QIs,tout,C/V\,DET,tout,10,
874,129,3,li,li,179,Det,Det,le,C/V\,DET,le,10,
875,129,4,larron,larron,179,N,N,,C/V\.'C/V\,NOUN,larron,8,
876,129,5,",",",",179,Pnc,Pnc,,,PUNCT,",",9,
877,129,6,qui,qui,179,Qux,Qux,qui,C/V\,PRON,qui,10,
878,129,7,sont,sont,179,Vfin,Vfin,être,C/V\,VERB,être,10,
879,129,8,né,né,179,Vpp,Vpp,naître,C/V\,VERB,naître,10,
880,129,9,",",",",179,Pnc,Pnc,,,PUNCT,",",9,
881,130,1,N,n,180,Neg,Neg$$,ne,C/\,ADV,ne,10,
882,130,2,aroient,aroient,180,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10,
883,130,3,jamais,jamais,180,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10,
884,130,4,assené,assené,180,Vpp,Vpp,,/V\.C/e\.'C/V\,VERB,assener,3,
885,131,1,A,a,181,Pre,Pre,à,/V\,ADP,à,10,
886,131,2,lui,lui,181,Prn,Prn,lui,C/V\,PRON,lui,10,
887,131,3,en,en,181,Pre,Pre,en,/V\,ADP,en,10,
888,131,4,une,une,181,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,
889,131,5,goute,goute,181,N,N,,'C/V\.C/(e)\,NOUN,goutte,3,
890,131,6,embler,embler,181,Vinf,Vinf,,/V\.'C/V\,VERB,embler,9,
891,131,7,.,.,181,Pnc,Pnc,,,PUNCT,.,9,
892,132,1,Ja,ja,182,Adv,Adv,jà,C/V\,ADV,jà,10,
893,132,2,doubter,doubter,182,Vinf,Vinf,,C/V\.'C/V\,VERB,douter,9,
894,132,3,",",",",182,Pnc,Pnc,,,PUNCT,",",9,
895,132,4,cremir,cremir,182,Vinf,Vinf,craindre,C/V\.'C/V\,VERB,craindre,10,
896,132,5,",",",",182,Pnc,Pnc,,,PUNCT,",",9,
897,132,6,ne,ne,182,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,
898,132,7,trembler,trembler,182,Vinf,Vinf,,C/V\.'C/V\,VERB,trembler,9,
899,133,1,Ne,ne,183,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
900,133,2,lui,lui,183,Prn,Prn$$,lui,C/V\,PRON,lui,10,
901,133,3,failloit,failloit,183,Vfin,Vfin,faillir,C/V\.'C/V\,VERB,faillir,10,
902,133,4,",",",",183,Pnc,Pnc,,,PUNCT,",",9,
903,133,5,ne,ne,183,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,
904,133,6,paour,paour,183,N,N,,C/(V)\.'/V\,NOUN,peur,8,
905,133,7,avoir,avoir,183,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,
906,134,1,Que,que,184,Sub,Sub,que,C/(e)\,SCONJ,que,10,
907,134,2,nul,nul,184,QIs,QIs,nul,C/V\,PRON,nul,10,
908,134,3,lui,lui,184,Prn,Prn$$,lui,C/V\,PRON,lui,10,
909,134,4,emblast,emblast,184,Vfin,Vfin,,/V\.'C/V\,VERB,embler,9,
910,134,5,son,son,184,Det,Det,son4,C/V\,DET,son,10,
911,134,6,avoir,avoir,184,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
912,134,7,",",",",184,Pnc,Pnc,,,PUNCT,",",9,
913,135,1,Si,si,185,Adv,Adv,si4,C/V\,ADV,si,10,
914,135,2,comme,comme,185,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,
915,135,3,on,on,185,Prn,Prn$,on,/V\,PRON,on,10,
916,135,4,fait,fait,185,Vfin,Vfin,faire,C/V\,VERB,faire,10,
917,135,5,a,a,185,Pre,Pre,à,/V\,ADP,à,10,
918,135,6,maint,maint,185,QIs,QIs,maint,C/V\,DET,maint,10,
919,135,7,riche,riche,185,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10,
920,135,8,homme,homme,185,N,N,,'/V\.C/(e)\,NOUN,homme,8,
921,135,9,",",",",185,Pnc,Pnc,,,PUNCT,",",9,
922,136,1,Que,que,186,Qux,Qux,que,C/(e)\,PRON,que,10,
923,136,2,l,l,186,Det,Det,le,C/\,DET,le,10,
924,136,3,en,en,186,Prn,Prn$,on,/V\,PRON,on,10,
925,136,4,occist,occist,186,Vfin,Vfin,occire,/V\.'C/V\,VERB,occire,10,
926,136,5,",",",",186,Pnc,Pnc,,,PUNCT,",",9,
927,136,6,que,que,186,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,
928,136,7,l,l,186,Det,Det,le,C/\,DET,le,10,
929,136,8,en,en,186,Prn,Prn$,on,/V\,PRON,on,10,
930,136,9,assomme,assomme,186,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,assommer,8,
931,136,10,;,;,186,Pnc,Pnc,,,PUNCT,;,9,
932,137,1,Pour,pour,187,Pre,Pre,pour,C/V\,ADP,pour,10,
933,137,2,leur,leur,187,Det,Det,leur2,C/V\,DET,leur,10,
934,137,3,avoir,avoir,187,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
935,137,4,sont,sont,187,Vfin,Vfin,être,C/V\,VERB,être,10,
936,137,5,murdri,murdri,187,Vpp,Vpp,,C/V\.'C/V\,VERB,meurtrir,9,
937,137,6,mains,mains,187,QIs,QIs,maint,C/V\,ADJ|ADV|DET|NUM|PRON,maint,10,
938,137,7,",",",",187,Pnc,Pnc,,,PUNCT,",",9,
939,138,1,Trop,trop,188,Adv,Adv,trop,C/V\,ADV,trop,10,
940,138,2,mieulx,mieulx,188,Adv,Adv,mieux,C/V\,ADV,mieux,10,
941,138,3,leur,leur,188,Prn,Prn$$,leur,C/V\,PRON,leur,10,
942,138,4,vaulsist,vaulsist,188,Vfin,Vfin,valoir,C/V\.'C/V\,VERB,valoir,10,
943,138,5,avoir,avoir,188,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,
944,138,6,mains,mains,188,Adv,Adv,moins,C/V\,ADV,moins,10,
945,138,7,!,!,188,Pnc,Pnc,,,PUNCT,!,9,
946,139,1,Mais,mais,189,Crd,Crd,mais,C/V\,CCONJ,mais,10,
947,139,2,",",",",189,Pnc,Pnc,,,PUNCT,",",9,
948,139,3,cest,cest,189,Dem,Dem,cist,C/V\,DET,cist,10,
949,139,4,avoir,avoir,189,N,N,avoir2,/V\.'C/V\,NOUN,avoir,10,
950,139,5,",",",",189,Pnc,Pnc,,,PUNCT,",",9,
951,139,6,dont,dont,189,Qux,Qux,dont,C/V\,PRON,dont,10,
952,139,7,je,je,189,Prn,Prn$,je,C/(e)\,PRON,je,10,
953,139,8,vous,vous,189,Prn,Prn$$,vous,C/V\,PRON,vous,10,
954,139,9,compte,compte,189,Vfin,Vfin,conter,'C/V\.C/(e)\,VERB,conter,10,
955,139,10,",",",",189,Pnc,Pnc,,,PUNCT,",",9,
956,140,1,Digne,digne,190,Adj,Adj,,'C/V\.C/(e)\,ADJ,digne,8,
957,140,2,est,est,190,Vfin,Vfin,être,/V\,VERB,être,10,
958,140,3,d,d,190,Pre,Pre,de,C/\,ADP,de,10,
959,140,4,estre,estre,190,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
960,140,5,amé,amé,190,Vpp,Vpp,aimer,/V\.'C/V\,VERB,aimer,10,
961,140,6,par,par,190,Pre,Pre,par,C/V\,ADP,par,10,
962,140,7,grant,grant,190,Adj,Adj,grand,C/V\,ADJ,grand,10,
963,140,8,compte,compte,190,N,N,,'C/V\.C/(e)\,NOUN,compte,3,
964,140,9,",",",",190,Pnc,Pnc,,,PUNCT,",",9,
965,141,1,Car,car,191,Crd,Crd,car,C/V\,CCONJ,car,10,
966,141,2,on,on,191,Prn,Prn$,on,/V\,PRON,on,10,
967,141,3,n,n,191,Neg,Neg$$,ne,C/\,ADV,ne,10,
968,141,4,en,en,191,Prn,Prn$$,en2,/V\,PRON,en,10,
969,141,5,est,est,191,Vfin,Vfin,être,/V\,VERB,être,10,
970,141,6,nul,nul,191,QIs,QIs,nul,C/V\,DET,nul,10,
971,141,7,temps,temps,191,N,N,,C/V\,NOUN,temps,8,
972,141,8,troublé,troublé,191,Vpp,Vpp,,C/V\.'C/V\,VERB,troubler,8,
973,141,9,",",",",191,Pnc,Pnc,,,PUNCT,",",9,
974,142,1,Et,et,192,Crd,Crd,et,/V\,CCONJ,et,10,
975,142,2,ne,ne,192,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
976,142,3,peut,peut,192,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
977,142,4,de,de,192,Pre,Pre,de,C/(e)\,ADP,de,10,
978,142,5,nul,nul,192,QIs,QIs,nul,C/V\,PRON,nul,10,
979,142,6,estre,estre,192,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
980,142,7,emblé,emblé,192,Vpp,Vpp,,/V\.'C/V\,VERB,embler,9,
981,142,8,;,;,192,Pnc,Pnc,,,PUNCT,;,9,
982,143,1,Encore,encore,193,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10,
983,143,2,y,y,193,Prn,Prn$$,y2,/V\,PRON,y,10,
984,143,3,a,a,193,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
985,143,4,il,il,193,Prn,Prn%,il,/V\,PRON,il,10,
986,143,5,plus,plus,193,Adv,Adv,plus,C/V\,ADV,plus,10,
987,143,6,de,de,193,Pre,Pre,de,C/(e)\,ADP,de,10,
988,143,7,bien,bien,193,N,N,bien,C/V\,NOUN,bien,10,
989,144,1,En,en,194,Pre,Pre,en,/V\,ADP,en,10,
990,144,2,cest,cest,194,Dem,Dem,cist,C/V\,DET,cist,10,
991,144,3,avoir,avoir,194,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
992,144,4,",",",",194,Pnc,Pnc,,,PUNCT,",",9,
993,144,5,je,je,194,Prn,Prn$,je,C/(e)\,PRON,je,10,
994,144,6,vous,vous,194,Prn,Prn$$,vous,C/V\,PRON,vous,10,
995,144,7,di,di,194,Vfin,Vfin,dire,C/V\,VERB,dire,10,
996,144,8,bien,bien,194,Adv,Adv,bien,C/V\,ADV,bien,10,
997,144,9,",",",",194,Pnc,Pnc,,,PUNCT,",",9,
998,145,1,Car,car,195,Crd,Crd,car,C/V\,CCONJ,car,10,
999,145,2,",",",",195,Pnc,Pnc,,,PUNCT,",",9,
1000,145,3,qui,qui,195,Qux,Qux,qui,C/V\,PRON,qui,10,
1001,145,4,plus,plus,195,Adv,Adv,plus,C/V\,ADV,plus,10,
1002,145,5,en,en,195,Prn,Prn$$,en2,/V\,PRON,en,10,
1003,145,6,a,a,195,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
1004,145,7,a,a,195,Pre,Pre,à,/V\,ADP,à,10,
1005,145,8,foison,foison,195,N,N,,C/V\.'C/V\,NOUN,foison,9,
1006,145,9,",",",",195,Pnc,Pnc,,,PUNCT,",",9,
1007,146,1,S,s,196,Sub,Sub,si3,C/\,SCONJ,si,10,
1008,146,2,il,il,196,Prn,Prn$,il,/V\,PRON,il,10,
1009,146,3,en,en,196,Prn,Prn$$,en2,/V\,PRON,en,10,
1010,146,4,donne,donne,196,Vfin,Vfin,donner,'C/V\.C/(e)\,VERB,donner,10,
1011,146,5,en,en,196,Pre,Pre,en,/V\,ADP,en,10,
1012,146,6,toute,toute,196,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10,
1013,146,7,saison,saison,196,N,N,,C/V\.'C/V\,NOUN,saison,8,
1014,146,8,",",",",196,Pnc,Pnc,,,PUNCT,",",9,
1015,147,1,Tant,tant,197,QIs,QIs,tant,C/V\,ADV,tant,10,
1016,147,2,plus,plus,197,Adv,Adv,plus,C/V\,ADV,plus,10,
1017,147,3,largement,largement,197,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,largement,9,
1018,147,4,en,en,197,Prn,Prn$$,en2,/V\,PRON,en,10,
1019,147,5,depart,depart,197,Vfin,Vfin,départir,C/V\.'C/V\,VERB,départir,10,
1020,148,1,Et,et,198,Crd,Crd,et,/V\,CCONJ,et,10,
1021,148,2,plus,plus,198,Adv,Adv,plus,C/V\,ADV,plus,10,
1022,148,3,lui,lui,198,Prn,Prn$$,lui,C/V\,PRON,lui,10,
1023,148,4,en,en,198,Prn,Prn$$,en2,/V\,PRON,en,10,
1024,148,5,remaint,remaint,198,Vfin,Vfin,remanoir,C/V\.'C/V\,VERB,remanoir,10,
1025,148,6,grant,grant,198,Adj,Adj,grand,C/V\,ADJ,grand,10,
1026,148,7,part,part,198,N,N,,C/V\,NOUN,part,3,
1027,148,8,;,;,198,Pnc,Pnc,,,PUNCT,;,9,
1028,149,1,La,la,199,Adv,Adv,là,C/V\,ADV,là,10,
1029,149,2,n,n,199,Neg,Neg$$,ne,C/\,ADV,ne,10,
1030,149,3,a,a,199,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
1031,149,4,nul,nul,199,QIs,QIs,nul,C/V\,DET,nul,10,
1032,149,5,mestier,mestier,199,N,N,,C/V\.'C/V\,NOUN,métier,8,
1033,149,6,avarice,avarice,199,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,avarice,9,
1034,149,7,",",",",199,Pnc,Pnc,,,PUNCT,",",9,
1035,150,1,De,de,200,Pre,Pre,de,C/(e)\,ADP,de,10,
1036,150,2,paour,paour,200,N,N,,C/(V)\.'/V\,NOUN,peur,8,
1037,150,3,que,que,200,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1038,150,4,l,l,200,Det,Det,le,C/\,DET,le,10,
1039,150,5,avoir,avoir,200,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
1040,150,6,perisse,perisse,200,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,périr,8,
1041,150,7,",",",",200,Pnc,Pnc,,,PUNCT,",",9,
1042,151,1,Car,car,201,Crd,Crd,car,C/V\,CCONJ,car,10,
1043,151,2,c,c',201,Prn,Prn,ce,C/\,PRON,ce,10,
1044,151,3,est,est,201,Vfin,Vfin,être,/V\,VERB,être,10,
1045,151,4,la,la,201,Det,Det,le,C/V\,DET,le,10,
1046,151,5,fonteine,fonteine,201,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,
1047,151,6,qui,qui,201,Qux,Qux,qui,C/V\,PRON,qui,10,
1048,151,7,sourt,sourt,201,Vfin,Vfin,sourdre,C/V\,VERB,sourdre,10,
1049,151,8,",",",",201,Pnc,Pnc,,,PUNCT,",",9,
1050,152,1,Qui,qui,202,Qux,Qux,qui,C/V\,PRON,qui,10,
1051,152,2,plus,plus,202,Adv,Adv,plus,C/V\,ADV,plus,10,
1052,152,3,y,y,202,Prn,Prn$$,y2,/V\,PRON,y,10,
1053,152,4,puise,puise,202,Vfin,Vfin,,'C/V\.C/(e)\,VERB,pouvoir,3,
1054,152,5,",",",",202,Pnc,Pnc,,,PUNCT,",",9,
1055,152,6,plus,plus,202,Adv,Adv,plus,C/V\,ADV,plus,10,
1056,152,7,ressourt,ressourt,202,Vfin,Vfin,,C/V\.'C/V\,VERB,ressourdre,9,
1057,152,8,;,;,202,Pnc,Pnc,,,PUNCT,;,9,
1058,153,1,Et,et,203,Crd,Crd,et,/V\,CCONJ,et,10,
1059,153,2,ancore,ancore,203,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10,
1060,153,3,est,est,203,Vfin,Vfin,être,/V\,VERB,être,10,
1061,153,4,de,de,203,Pre,Pre,de,C/(e)\,ADP,de,10,
1062,153,5,tel,tel,203,Adj,Adj,tel,C/V\,ADJ,tel,10,
1063,153,6,nature,nature,203,N,N,,C/V\.'C/V\.C/(e)\,NOUN,nature,8,
1064,154,1,Ce,ce,204,Dem,Dem,cist,C/(e)\,DET,cist,10,
1065,154,2,tresor,tresor,204,N,N,,C/V\.'C/V\,NOUN,trésor,8,
1066,154,3,qu,qu,204,Sub,Sub,que,C/\,SCONJ,que,10,
1067,154,4,il,il,204,Prn,Prn$,il,/V\,PRON,il,10,
1068,154,5,n,n,204,Neg,Neg$$,ne,C/\,ADV,ne,10,
1069,154,6,est,est,204,Vfin,Vfin,être,/V\,VERB,être,10,
1070,154,7,creature,creature,204,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,créature,8,
1071,154,8,",",",",204,Pnc,Pnc,,,PUNCT,",",9,
1072,155,1,S,s,205,Sub,Sub,si3,C/\,SCONJ,si,10,
1073,155,2,a,a,205,Pre,Pre,à,/V\,ADP,à,10,
1074,155,3,droit,droit,205,Adj,Adj,droit2,C/V\,ADJ,droit,10,
1075,155,4,en,en,205,Prn,Prn$$,en2,/V\,PRON,en,10,
1076,155,5,est,est,205,Vfin,Vfin,être,/V\,VERB,être,10,
1077,155,6,riches,riches,205,Adj,Adj,riche,'C/V\.C/e\,ADJ,riche,10,
1078,155,7,",",",",205,Pnc,Pnc,,,PUNCT,",",9,
1079,155,8,sanz,sanz,205,Pre,Pre,sans,C/V\,ADP,sans,10,
1080,155,9,faille,faille,205,N,N,,'C/V\.C/(e)\,NOUN,faille,8,
1081,155,10,",",",",205,Pnc,Pnc,,,PUNCT,",",9,
1082,156,1,Que,que,206,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1083,156,2,jamais,jamais,206,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10,
1084,156,3,richesce,richesce,206,N,N,,C/V\.'C/V\.C/(e)\,NOUN,richesse,8,
1085,156,4,lui,lui,206,Prn,Prn$$,lui,C/V\,PRON,lui,10,
1086,156,5,faille,faille,206,Vfin,Vfin,faillir,'C/V\.C/(e)\,VERB,faillir,10,
1087,156,6,;,;,206,Pnc,Pnc,,,PUNCT,;,9,
1088,157,1,Quelque,quelque,207,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10,
1089,157,2,meschanche,meschanche,207,N,N,,C/V\.'C/V\.C/(e)\,NOUN,méchance,6,
1090,157,3,qu,qu,207,Sub,Sub,que,C/\,SCONJ,que,10,
1091,157,4,il,il,207,Prn,Prn$,il,/V\,PRON,il,10,
1092,157,5,aviengne,aviengne,207,Vfin,Vfin,avenir,/V\.'C/V\.C/(e)\,VERB,avenir,10,
1093,157,6,",",",",207,Pnc,Pnc,,,PUNCT,",",9,
1094,158,1,Ou,ou,208,Qux,Qux,où,/V\,ADJ|ADV|DET|PRON,où,10,
1095,158,2,qu,qu,208,Sub,Sub,que,C/\,SCONJ,que,10,
1096,158,3,il,il,208,Prn,Prn$,il,/V\,PRON,il,10,
1097,158,4,voise,voise,208,Vfin,Vfin,aller,'C/V\.C/(e)\,VERB,aller,10,
1098,158,5,",",",",208,Pnc,Pnc,,,PUNCT,",",9,
1099,158,6,ne,ne,208,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,
1100,158,7,qui,qui,208,Qux,Qux,qui,C/V\,PRON,qui,10,
1101,158,8,que,que,208,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1102,158,9,viengne,viengne,208,Vfin,Vfin,venir,'C/V\.C/(e)\,VERB,venir,10,
1103,158,10,",",",",208,Pnc,Pnc,,,PUNCT,",",9,
1104,159,1,Riens,riens,209,N,N,rien,C/V\,PROPN|NOUN,rien,10,
1105,159,2,ne,ne,209,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
1106,159,3,le,le,209,Prn,Prn$$,le,C/(e)\,PRON,le,10,
1107,159,4,pourroit,pourroit,209,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10,
1108,159,5,apovrir,apovrir,209,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,appauvrir,9,
1109,159,6,;,;,209,Pnc,Pnc,,,PUNCT,;,9,
1110,160,1,Partout,partout,210,Adv,Adv,partout,C/V\.'C/V\,ADV,partout,10,
1111,160,2,peut,peut,210,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
1112,160,3,ses,ses,210,Det,Det,son4,C/V\,DET,son,10,
1113,160,4,tresors,tresors,210,N,N,,C/V\.'C/V\,NOUN,trésor,9,
1114,160,5,ouvrir,ouvrir,210,Vinf,Vinf,ouvrir,/V\.'C/V\,VERB,ouvrir,10,
1115,160,6,.,.,210,Pnc,Pnc,,,PUNCT,.,9,
1116,161,1,De,de,211,Pre,Pre,de,C/(e)\,ADP,de,10,
1117,161,2,tel,tel,211,Adj,Adj,tel,C/V\,ADJ,tel,10,
1118,161,3,avoir,avoir,211,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
1119,161,4,fu,fu,211,Vfin,Vfin,être,C/V\,VERB,être,10,
1120,161,5,riche,riche,211,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10,
1121,161,6,et,et,211,Crd,Crd,et,/V\,CCONJ,et,10,
1122,161,7,plain,plain,211,Adj,Adj,plein,C/V\,ADJ,plein,10,
1123,162,1,Mon,mon,212,Det,Det,mon,C/V\,DET,mon,10,
1124,162,2,pere,pere,212,N,N,,'C/V\.C/(e)\,NOUN,père,3,
1125,162,3,",",",",212,Pnc,Pnc,,,PUNCT,",",9,
1126,162,4,qui,qui,212,Qux,Qux,qui,C/V\,PRON,qui,10,
1127,162,5,avoit,avoit,212,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
1128,162,6,tout,tout,212,QIs,QIs,tout,C/V\,ADV,tout,10,
1129,162,7,plain,plain,212,Adj,Adj,plein,C/V\,ADJ,plein,10,
1130,163,1,De,de,213,Pre,Pre,de,C/(e)\,ADP,de,10,
1131,163,2,belles,belles,213,Adj,Adj,beau,'C/V\.C/e\,ADJ,beau,10,
1132,163,3,pierres,pierres,213,N,N,,'C/V\.C/e\,NOUN,pierre,8,
1133,163,4,precieuses,precieuses,213,Adj,Adj,,C/V\.C/{V}\.'/V\.C/e\,ADJ,précieux,9,
1134,164,1,Moult,moult,214,QIs,QIs,moult,C/V\,ADV,moult,10,
1135,164,2,nobles,nobles,214,Adj,Adj,noble,'C/V\.C/e\,ADJ,noble,10,
1136,164,3,et,et,214,Crd,Crd,et,/V\,CCONJ,et,10,
1137,164,4,moult,moult,214,QIs,QIs,moult,C/V\,ADV,moult,10,
1138,164,5,vertueuses,vertueuses,214,Adj,Adj,,C/V\.C/V\.'C/V\.C/e\,ADJ,vertueux,9,
1139,164,6,",",",",214,Pnc,Pnc,,,PUNCT,",",9,
1140,165,1,Qu,qu,215,Qux,Qux,que,C/\,PRON,que,10,
1141,165,2,il,il,215,Prn,Prn$,il,/V\,PRON,il,10,
1142,165,3,en,en,215,Pre,Pre,en,/V\,ADP,en,10,
1143,165,4,la,la,215,Det,Det,le,C/V\,DET,le,10,
1144,165,5,fonteine,fonteine,215,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,
1145,165,6,puisa,puisa,215,Vfin,Vfin,,C/V\.'C/V\,VERB,puiser,9,
1146,166,1,(,(,216,Pnc,Pnc,,,PUNCT,(,9,
1147,166,2,Et,et,216,Crd,Crd,et,/V\,CCONJ,et,10,
1148,166,3,les,les,216,Prn,Prn,le,C/V\,PRON,le,10,
1149,166,4,bien,bien,216,Adv,Adv,bien,C/V\,ADV,bien,10,
1150,166,5,gardees,gardees,216,Vpp,Vpp,garder,C/V\.'C/V\./e\,VERB,garder,10,
1151,166,6,puis,puis,216,PrA,PrA,puis,C/V\,ADV,puis,10,
1152,166,7,a,a,216,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
1153,166,8,),),216,Pnc,Pnc,,,PUNCT,),9,
1154,166,9,",",",",216,Pnc,Pnc,,,PUNCT,",",9,
1155,167,1,Qui,qui,217,Qux,Qux,qui,C/V\,PRON,qui,10,
1156,167,2,est,est,217,Vfin,Vfin,être,/V\,VERB,être,10,
1157,167,3,ou,ou,217,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,
1158,167,4,mont,mont,217,N,N,,C/V\,NOUN,monde,3,
1159,167,5,de,de,217,Pre,Pre,de,C/(e)\,ADP,de,10,
1160,167,6,Pernasus,pernasus,217,N,N,,C/V\.C/V\.'C/V\,PROPN,Pernasu,-10,Parnasus
1161,168,1,Faite,faite,218,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10,
1162,168,2,du,du,218,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
1163,168,3,pié,pié,218,N,N,,C/V\,NOUN,pied,8,
1164,168,4,de,de,218,Pre,Pre,de,C/(e)\,ADP,de,10,
1165,168,5,Pegasus,pegasus,218,N,N,,C/V\.C/V\.'C/V\,PROPN,Pégase,6,
1166,168,6,",",",",218,Pnc,Pnc,,,PUNCT,",",9,
1167,169,1,Ou,ou,219,Qux,Qux,où,/V\,PRON,où,10,
1168,169,2,les,les,219,Det,Det,le,C/V\,DET,le,10,
1169,169,3,.IX.,.ix.,219,QIs,QIs,neuf,C/V\,NUM,neuf,10,
1170,169,4,Muses,muses,219,N,N,,'C/V\.C/e\,PROPN,Muses,-10,muse
1171,169,5,se,se,219,Prn,Prn$$,se,C/(e)\,PRON,se,10,
1172,169,6,deduisent,deduisent,219,Vfin,Vfin,déduire,C/V\.'C/V\.C/e\,VERB,déduire,10,
1173,169,7,",",",",219,Pnc,Pnc,,,PUNCT,",",9,
1174,170,1,Qui,qui,220,Qux,Qux,qui,C/V\,PRON,qui,10,
1175,170,2,maint,maint,220,QIs,QIs,maint,C/V\,DET,maint,10,
1176,170,3,vaillant,vaillant,220,Vprs,Vprs,valoir,C/V\.'C/V\,VERB,valoir,10,
1177,170,4,escolier,escolier,220,N,N,,/V\.C/V\.'C/V\,NOUN,écolier,9,
1178,170,5,duisent,duisent,220,Vfin,Vfin,duire,'C/V\.C/e\,VERB,duire,10,
1179,170,6,.,.,220,Pnc,Pnc,,,PUNCT,.,9,
1180,171,1,A,a,221,Pre,Pre,à,/V\,ADP,à,10,
1181,171,2,la,la,221,Det,Det,le,C/V\,DET,le,10,
1182,171,3,fonteine,fonteine,221,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fontaine,9,
1183,171,4,longuement,longuement,221,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,longuement,8,
1184,172,1,Repaira,repaira,222,Vfin,Vfin,répairer,C/V\.C/V\.'C/V\,VERB,répairer,10,
1185,172,2,si,si,222,Adv,Adv,si4,C/V\,ADV,si,10,
1186,172,3,diligemment,diligemment,222,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,diligemment,9,
1187,173,1,Que,que,223,Sub,Sub,que,C/(e)\,SCONJ,que,10,
1188,173,2,l,l,223,Det,Det,le,C/\,DET,le,10,
