wd_id,word,lex_id,para_id,ch_id,verse_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
317,fud,fud,2,1,2,Vfin,Vfin,être,C/V\,VERB,être,10,,
318,li,li,2,1,2,Det,Det,le,C/V\,DET,le,10,,
319,propiciatories,propiciatories,2,1,2,N,N,,C/V\.C/V\.C/V\.C/V\.'C/V\./e\,NOUN,propiciatoire,-10,propitiatoire,DMF
320,.,.,2,1,2,Pnc,Pnc,,,PUNCT,.,9,,
321,C',c',2,1,2,Prn,Prn,ce,C/\,PRON,ce,10,,
322,est,est,2,1,2,Vfin,Vfin,être,/V\,VERB,être,10,,
323,l',l',2,1,2,Det,Det,le,C/\,DET,le,10,,
324,arche,arche,2,1,2,N,N,,'/V\.C/(e)\,NOUN,arche,3,,
325,en,en,2,1,2,Pre,Pre,en,/V\,ADP,en,10,,
326,qui,qui,2,1,2,Qux,Qux,qui,C/V\,PRON,qui,10,,
327,fud,fud,2,1,2,Vfin,Vfin,être,C/V\,VERB,être,10,,
328,repost,repost,2,1,2,Vpp,Vpp,,C/V\.'C/V\,VERB,repondre,8,,
329,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
330,guardez,guardez,2,1,2,Vpp,Vpp,garder,C/V\.'C/V\,VERB,garder,10,,
331,li,li,2,1,2,Det,Det,le,C/V\,DET,le,10,,
332,tresors,tresors,2,1,2,N,N,,C/V\.'C/V\,NOUN,trésor,9,,
333,precius,precius,2,1,2,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,précieux,0,,
334,des,des,2,1,2,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
335,tables,tables,2,1,2,N,N,,'C/V\.C/e\,NOUN,table,9,,
336,ú,u,2,1,2,Qux,Qux,où,/V\,PRON,où,10,,
337,Deu,deu,2,1,2,N,N,,C/V\,PROPN,Dieu,3,,
338,meïmes,meimes,2,1,2,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10,,
339,éscrist,escrist,2,1,2,Vfin,Vfin,écrire,/V\.'C/V\,VERB,écrire,10,,
340,la,la,2,1,2,Det,Det,le,C/V\,DET,le,10,,
341,lei,lei,2,1,2,N,N,,C/V\,NOUN,loi,3,,
342,",",",",2,1,2,Pnc,Pnc,,,PUNCT,",",9,,
343,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
344,partie,partie,2,1,2,N,N,,C/V\.'C/V\./(e)\,NOUN,partie,8,,
345,de,de,2,1,2,Pre,Pre,de,C/(e)\,ADP,de,10,,
346,la,la,2,1,2,Det,Det,le,C/V\,DET,le,10,,
347,manne,manne,2,1,2,N,N,,'C/V\.C/(e)\,NOUN,manne,9,,
348,ki,ki,2,1,2,Qux,Qux,qui,C/V\,PRON,qui,10,,
349,del,del,2,1,2,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
350,ciel,ciel,2,1,2,N,N,,C/V\,NOUN,ciel,8,,
351,vint,vint,2,1,2,Vfin,Vfin,venir,C/V\,VERB,venir,10,,
352,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
353,le,le,2,1,2,Det,Det,le,C/(e)\,DET,le,10,,
354,pople,pople,2,1,2,N,N,,'C/V\.C/(e)\,NOUN,peuple,8,,
355,quarante,quarante,2,1,2,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\,NUM,quarante,10,,
356,anz,anz,2,1,2,N,N,,/V\,NOUN,an,8,,
357,en,en,2,1,2,Pre,Pre,en,/V\,ADP,en,10,,
358,lieu,lieu,2,1,2,N,N,,C/V\,NOUN,lieu,3,,
359,de,de,2,1,2,Pre,Pre,de,C/(e)\,ADP,de,10,,
360,vitaille,vitaille,2,1,2,N,N,,C/V\.'C/V\.C/(e)\,NOUN,vitaille,3,,
361,corporel,corporel,2,1,2,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,corporel,9,,
362,sustint,sustint,2,1,2,Vfin,Vfin,sustenir,C/V\.'C/V\,VERB,sustenir,10,,
363,",",",",2,1,2,Pnc,Pnc,,,PUNCT,",",9,,
364,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
365,la,la,2,1,2,Det,Det,le,C/V\,DET,le,10,,
366,verge,verge,2,1,2,N,N,,'C/V\.C/(e)\,NOUN,verge,3,,
367,Ááron,aaron,2,1,2,N,N,,/V\.'C/V\,PROPN,<unk>,-10,Aaron,Aaron - Wikipedia 
368,",",",",2,1,2,Pnc,Pnc,,,PUNCT,",",9,,
369,ú,u,2,1,2,Qux,Qux,où,/V\,PRON,où,10,,
370,Deu,deu,2,1,2,N,N,,C/V\,PROPN,Dieu,3,,
371,sa,sa,2,1,2,Det,Det,son4,C/V\,DET,son,10,,
372,vertud,vertud,2,1,2,N,N,,C/V\.'C/V\,NOUN,vertu,9,,
373,mustrad,mustrad,2,1,2,Vfin,Vfin,montrer,C/V\.'C/V\,VERB,montrer,10,,
374,",",",",2,1,2,Pnc,Pnc,,,PUNCT,",",9,,
375,kar,kar,2,1,2,Crd,Crd,car,C/V\,CCONJ,car,10,,
376,en,en,2,1,2,Pre,Pre,en,/V\,ADP,en,10,,
377,une,une,2,1,2,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
378,nuit,nuit,2,1,2,N,N,,C/V\,NOUN,nuit,8,,
379,fuilli,fuilli,2,1,2,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,fouillie,DMF
380,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
381,fluri,fluri,2,1,2,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,?,
382,é,e,2,1,2,Crd,Crd,et,/V\,CCONJ,et,10,,
383,fruit,fruit,2,1,2,N,N,,C/V\,NOUN,fruit,8,,
384,portad,portad,2,1,2,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10,,
385,.,.,2,1,2,Pnc,Pnc,,,PUNCT,.,9,,
386,Icest,icest,2,1,3,Dem,Dem,cist,/V\.'C/V\,DET,cist,10,,
387,lieu,lieu,2,1,3,N,N,,C/V\,NOUN,lieu,3,,
388,seintefied,seintefiéd,2,1,3,Vpp,Vpp,,C/V\.C/e\.C/V\.'C/V\,VERB,saintefier,0,,
389,fud,fud,2,1,3,Vfin,Vfin,être,C/V\,VERB,être,10,,
390,li,li,2,1,3,Det,Det,le,C/V\,DET,le,10,,
391,bers,bers,2,1,3,N,N,,C/V\,NOUN,baron,3,,
392,Helchana,helchana,2,1,3,N,N,,/V\.C/V\.'C/V\,PROPN,Helchana,-10,Helcana,Name
393,ácustumiers,acustumiers,2,1,3,Adj,Adj,,/V\.C/V\.C/V\.'C/V\,ADJ,coutumier,0,,
394,á,a,2,1,3,Pre,Pre,à,/V\,ADP,à,10,,
395,visiter,visiter,2,1,3,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,visiter,9,,
396,pur,pur,2,1,3,Pre,Pre,pour,C/V\,ADP,pour,10,,
397,Deu,deu,2,1,3,N,N,,C/V\,PROPN,Dieu,3,,
398,depreier,depreier,2,1,3,Vinf,Vinf,déprier,C/V\.C/V\.'C/V\,VERB,déprier,10,,
399,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
400,oblatiuns,oblatiuns,2,1,3,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,oblation,0,,
401,faire,faire,2,1,3,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,
402,é,e,2,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
403,sacrifier,sacrifier,2,1,3,Vinf,Vinf,,C/V\.C/V\.C/V\.'C/V\,VERB,sacrifier,9,,
404,as,as,2,1,3,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
405,jurs,jurs,2,1,3,N,N,,C/V\,NOUN,jour,8,,
406,asis,asis,2,1,3,Vpp,Vpp,asseoir,/V\.'C/V\,VERB,asseoir,10,,
407,é,e,2,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
408,par,par,2,1,3,Pre,Pre,par,C/V\,ADP,par,10,,
409,la,la,2,1,3,Det,Det,le,C/V\,DET,le,10,,
410,lei,lei,2,1,3,N,N,,C/V\,NOUN,loi,3,,
411,establiz,establiz,2,1,3,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,établir,8,,
412,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
413,numéément,numeement,2,1,3,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,nommément,0,,
414,a,a,2,1,3,Pre,Pre,à,/V\,ADP,à,10,,
415,la,la,2,1,3,Det,Det,le,C/V\,DET,le,10,,
416,Pasche,pasche,2,1,3,N,N,,'C/V\.C/(e)\,PROPN,pache,2,,
417,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
418,á,a,2,1,3,Pre,Pre,à,/V\,ADP,à,10,,
419,Pentecuste,pentecuste,2,1,3,N,N,,C/V\.C/e\.'C/V\.C/(e)\,PROPN,pentecôte,0,,
420,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
421,á,a,2,1,3,Pre,Pre,à,/V\,ADP,à,10,,
422,la,la,2,1,3,Det,Det,le,C/V\,DET,le,10,,
423,feste,feste,2,1,3,N,N,,'C/V\.C/(e)\,NOUN,fête,3,,
424,Salceie,salceie,2,1,3,N,N,,C/V\.'C/V\./(e)\,PROPN,Salscée,-10,?,
425,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
426,ki,ki,2,1,3,Qux,Qux,qui,C/V\,PRON,qui,10,,
427,est,est,2,1,3,Vfin,Vfin,être,/V\,VERB,être,10,,
428,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
429,septembre,septembre,2,1,3,N,N,,C/V\.'C/V\.C/(e)\,NOUN,septembre,9,,
430,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
431,quant,quant,2,1,3,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
432,li,li,2,1,3,Det,Det,le,C/V\,DET,le,10,,
433,Judeu,judeu,2,1,3,N,N,,C/V\.'C/V\,PROPN,juif,2,,
434,mainent,mainent,2,1,3,Vfin,Vfin,mener,'C/V\.C/e\,VERB,mener,10,,
435,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
436,fuilléés,fuillees,2,1,3,N,N,,C/V\.'C/V\./e\,NOUN,feuillé,-10,feuillée,DMF
437,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
438,moniment,moniment,2,1,3,N,N,,C/V\.C/V\.'C/V\,NOUN,monument,0,,
439,é,e,2,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
440,remembrance,remembrance,2,1,3,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,remembrance,8,,
441,que,que,2,1,3,Qux,Qux,que,C/(e)\,PRON,que,10,,
442,il,il,2,1,3,Prn,Prn$,il,/V\,PRON,il,10,,
443,mestrent,mestrent,2,1,3,Vfin,Vfin,manoir2,'C/V\.C/e\,VERB,manoir,10,,
444,lunges,lunges,2,1,3,Adv,Adv,longues,'C/V\.C/e\,ADV,longues,10,,
445,á,a,2,1,3,Pre,Pre,à,/V\,ADP,à,10,,
446,mesáise,mesaise,2,1,3,N,N,,C/V\.'C/V\.C/(e)\,NOUN,mésaise,0,,
447,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
448,loges,loges,2,1,3,N,N,,'C/V\.C/e\,NOUN,loge,8,,
449,é,e,2,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
450,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
451,fuilléés,fuillees,2,1,3,N,N,,C/V\.'C/V\./e\,NOUN,feuillé,-10,feuillée,DMF
452,jesque,jesque,2,1,3,PrA,PrA,jusque,'C/V\.C/(e)\,ADP,jusque,10,,
453,Deu,deu,2,1,3,N,N,,C/V\,PROPN,Dieu,3,,
454,les,les,2,1,3,Prn,Prn$$,le,C/V\,PRON,le,10,,
455,mist,mist,2,1,3,Vfin,Vfin,mettre,C/V\,VERB,mettre,10,,
456,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
457,terre,terre,2,1,3,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
458,de,de,2,1,3,Pre,Pre,de,C/(e)\,ADP,de,10,,
459,promissiun,promissiun,2,1,3,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,promission,0,,
460,",",",",2,1,3,Pnc,Pnc,,,PUNCT,",",9,,
461,en,en,2,1,3,Pre,Pre,en,/V\,ADP,en,10,,
462,certaine,certaine,2,1,3,Adj,Adj,certain,C/V\.'C/V\.C/(e)\,ADJ,certain,10,,
463,statiun,statiun,2,1,3,N,N,,C/V\.C/{V}\.'/V\,NOUN,station,0,,
464,.,.,2,1,3,Pnc,Pnc,,,PUNCT,.,9,,
465,A,a,3,1,3,Pre,Pre,à,/V\,ADP,à,10,,
466,cest,cest,3,1,3,Dem,Dem,cist,C/V\,DET,cist,10,,
467,lieu,lieu,3,1,3,N,N,,C/V\,NOUN,lieu,3,,
468,servir,servir,3,1,3,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,,
469,furent,furent,3,1,3,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,
470,dui,dui,3,1,3,QIs,QIs,deux,C/V\,NUM,deux,10,,
471,pruveire,pruveire,3,1,3,N,N,,C/V\.'C/V\.C/(e)\,NOUN,provoire,0,,
472,átitele,atitelé,3,1,3,Vpp,Vpp,,/V\.C/V\.C/e\.'C/V\,VERB,atitel,-10,atituler,DMF
473,",",",",3,1,3,Pnc,Pnc,,,PUNCT,",",9,,
474,Ofni,ofni,3,1,3,N,N,,/V\.'C/V\,PROPN,Ofni,-10,Ofni,Hophni and Phinehas - Wikipedia 
475,é,e,3,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
476,Phinéés,phinees,3,1,3,N,N,,C/V\.'C/V\./e\,PROPN,Phinoet,-10,Phineas,Hophni and Phinehas - Wikipedia 
477,.,.,3,1,3,Pnc,Pnc,,,PUNCT,.,9,,
478,Fiz,fiz,3,1,3,N,N,,C/V\,NOUN,fils,8,,
479,furent,furent,3,1,3,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,
480,Hely,hely,3,1,3,N,N,,/V\.'C/V\,PROPN,Hely,5,,
481,",",",",3,1,3,Pnc,Pnc,,,PUNCT,",",9,,
482,ki,ki,3,1,3,Qux,Qux,qui,C/V\,PRON,qui,10,,
483,dunc,dunc,3,1,3,Adv,Adv,donc,C/V\,ADV,donc,10,,
484,ert,ert,3,1,3,Vfin,Vfin,être,/V\,VERB,être,10,,
485,evesche,evesche,3,1,3,N,N,,/V\.'C/V\.C/(e)\,NOUN,évêche,3,,
486,é,e,3,1,3,Crd,Crd,et,/V\,CCONJ,et,10,,
487,maistre,maistre,3,1,3,N,N,,'C/V\.C/(e)\,NOUN,maître,8,,
488,principals,principals,3,1,3,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,principal,9,,
489,.,.,3,1,3,Pnc,Pnc,,,PUNCT,.,9,,
490,É,e,3,1,4,Crd,Crd,et,/V\,CCONJ,et,10,,
491,á,a,3,1,4,Pre,Pre,à,/V\,ADP,à,10,,
492,un,un,3,1,4,QIs,QIs,un,/V\,DET,un,10,,
493,jur,jur,3,1,4,N,N,,C/V\,NOUN,jour,8,,
494,avint,avint,3,1,4,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10,,
495,que,que,3,1,4,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
496,Elchana,elchana,3,1,4,N,N,,/V\.C/V\.'C/V\,PROPN,Elchana,-10,Helcana,Name
497,fist,fist,3,1,4,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
498,sacrefise,sacrefise,3,1,4,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,sacrifice,9,,
499,é,e,3,1,4,Crd,Crd,et,/V\,CCONJ,et,10,,
500,sulunc,sulunc,3,1,4,PrA,PrA,selon,C/V\.'C/V\,ADP,selon,10,,
501,la,la,3,1,4,Det,Det,le,C/V\,DET,le,10,,
502,lei,lei,3,1,4,N,N,,C/V\,NOUN,loi,3,,
503,á,a,3,1,4,Pre,Pre,à,/V\,ADP,à,10,,
504,sei,sei,3,1,4,Prn,Prn,soi,C/V\,PRON,soi,10,,
505,retint,retint,3,1,4,Vfin,Vfin,retenir,C/V\.'C/V\,VERB,retenir,10,,
506,partie,partie,3,1,4,N,N,,C/V\.'C/V\./(e)\,NOUN,partie,8,,
507,",",",",3,1,4,Pnc,Pnc,,,PUNCT,",",9,,
508,partie,partie,3,1,4,N,N,,C/V\.'C/V\./(e)\,NOUN,partie,8,,
509,dunad,dunad,3,1,4,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10,,
510,á,a,3,1,4,Pre,Pre,à,/V\,ADP,à,10,,
511,sa,sa,3,1,4,Det,Det,son4,C/V\,DET,son,10,,
512,cumpaignie,cumpaignie,3,1,4,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,9,,
513,.,.,3,1,5,Pnc,Pnc,,,PUNCT,.,9,,
514,É,e,3,1,5,Crd,Crd,et,/V\,CCONJ,et,10,,
515,á,a,3,1,5,Pre,Pre,à,/V\,ADP,à,10,,
516,Ánne,anne,3,1,5,N,N,,'/V\.C/(e)\,PROPN,Anne,0,,
517,",",",",3,1,5,Pnc,Pnc,,,PUNCT,",",9,,
518,sa,sa,3,1,5,Det,Det,son4,C/V\,DET,son,10,,
519,muiller,muiller,3,1,5,N,N,,C/V\.'C/V\,NOUN,moillier,9,,
520,",",",",3,1,5,Pnc,Pnc,,,PUNCT,",",9,,
521,que,que,3,1,5,Qux,Qux,que,C/(e)\,PRON,que,10,,
522,il,il,3,1,5,Prn,Prn,il,/V\,PRON,il,10,,
523,tendrement,tendrement,3,1,5,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,tendrement,9,,
524,amad,amad,3,1,5,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10,,
525,",",",",3,1,5,Pnc,Pnc,,,PUNCT,",",9,,
526,úne,une,3,1,5,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
527,partie,partie,3,1,5,N,N,,C/V\.'C/V\./(e)\,NOUN,partie,8,,
528,dunad,dunad,3,1,5,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10,,
529,",",",",3,1,5,Pnc,Pnc,,,PUNCT,",",9,,
530,ki,ki,3,1,5,Qux,Qux,qui,C/V\,PRON,qui,10,,
531,forment,forment,3,1,5,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10,,
532,ert,ert,3,1,5,Vfin,Vfin,être,/V\,VERB,être,10,,
533,deshaitéé,deshaitee,3,1,5,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,deshaitier,0,,
534,",",",",3,1,5,Pnc,Pnc,,,PUNCT,",",9,,
535,kar,kar,3,1,5,Crd,Crd,car,C/V\,CCONJ,car,10,,
536,Deu,deu,3,1,5,N,N,,C/V\,PROPN,Dieu,3,,
537,ne,ne,3,1,5,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
538,li,li,3,1,5,Prn,Prn$$,li,C/V\,PRON,li,10,,
539,volt,volt,3,1,5,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
540,encore,encore,3,1,5,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10,,
541,duner,duner,3,1,5,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10,,
542,le,le,3,1,5,Det,Det,le,C/(e)\,DET,le,10,,
543,fruit,fruit,3,1,5,N,N,,C/V\,NOUN,fruit,8,,
544,desired,desiréd,3,1,5,Vpp,Vpp,désirer,C/V\.C/V\.'C/V\,VERB,désirer,10,,
545,de,de,3,1,5,Pre,Pre,de,C/(e)\,ADP,de,10,,
546,sun,sun,3,1,5,Det,Det,son4,C/V\,DET,son,10,,
547,ventre,ventre,3,1,5,N,N,,'C/V\.C/(e)\,NOUN,ventre,8,,
548,.,.,3,1,5,Pnc,Pnc,,,PUNCT,.,9,,
549,É,e,3,1,6,Crd,Crd,et,/V\,CCONJ,et,10,,
550,Fenenna,fenennä,3,1,6,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Fenanna,-10,Phenenna,Name
551,íçó,iço,3,1,6,Prn,Prn,ce,/V\.'C/V\,PRON,ce,10,,
552,li,li,3,1,6,Prn,Prn$$,li,C/V\,PRON,li,10,,
553,turna,turna,3,1,6,Vfin,Vfin,tourner,C/V\.'C/V\,VERB,tourner,10,,
554,á,a,3,1,6,Pre,Pre,à,/V\,ADP,à,10,,
555,repruce,repruce,3,1,6,N,N,,C/V\.'C/V\.C/(e)\,NOUN,reproche,0,,
556,é,e,3,1,6,Crd,Crd,et,/V\,CCONJ,et,10,,
557,acustuméément,acustumeement,3,1,6,Adv,Adv,,/V\.C/V\.C/V\.C/V\.C/e\.'C/V\,ADV,accoutumément,0,,
558,l',l',3,1,6,Prn,Prn$$,le,C/\,PRON,le,10,,
559,en,en,3,1,6,Prn,Prn$$,en2,/V\,PRON,en,10,,
560,atarioút,atariout,3,1,6,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,atarger,0,,
561,é,e,3,1,6,Crd,Crd,et,/V\,CCONJ,et,10,,
562,amerement,amerement,3,1,6,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,amèrement,9,,
563,rampodnout,rampodnout,3,1,6,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,ramponder,-10,ramper,DMF
564,.,.,3,1,6,Pnc,Pnc,,,PUNCT,.,9,,
565,É,e,3,1,7,Crd,Crd,et,/V\,CCONJ,et,10,,
566,la,la,3,1,7,Det,Det,le,C/V\,DET,le,10,,
567,bonuréé,bonuree,3,1,7,Adj,Adj,,C/V\.C/V\.'C/V\./(e)\,ADJ,bonhé,-10,bonheuré,DMF
568,Anna,annä,3,1,7,N,N,,'/V\.C/(e)\,PROPN,Anna,6,,
569,nen,nen,3,1,7,Neg,Neg$$,ne,C/V\,ADV,ne,10,,
570,out,out,3,1,7,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
571,retur,retur,3,1,7,N,N,,C/V\.'C/V\,NOUN,retour,0,,
572,",",",",3,1,7,Pnc,Pnc,,,PUNCT,",",9,,
573,mais,mais,3,1,7,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
574,un,un,3,1,7,QIs,QIs,un,/V\,DET,un,10,,
575,duleir,duleir,3,1,7,N,N,,C/V\.'C/V\,NOUN,douloir,2,,
576,",",",",3,1,7,Pnc,Pnc,,,PUNCT,",",9,,
577,plurer,plurer,3,1,7,Vinf,Vinf,pleurer,C/V\.'C/V\,VERB,pleurer,10,,
578,é,e,3,1,7,Crd,Crd,et,/V\,CCONJ,et,10,,
579,viande,viande,3,1,7,N,N,,C/V\.'C/V\.C/(e)\,NOUN,viande,8,,
580,deporter,deporter,3,1,7,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,déporter,9,,
581,.,.,3,1,7,Pnc,Pnc,,,PUNCT,.,9,,
582,Sis,sis,3,1,8,Det,Det,son4,C/V\,DET,son,10,,
583,mariz,mariz,3,1,8,N,N,,C/V\.'C/V\,NOUN,mari,9,,
584,Helchana,helchana,3,1,8,N,N,,/V\.C/V\.'C/V\,PROPN,Helchana,-10,Helcana,Name
585,le,le,3,1,8,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
586,areisuna,areisuna,3,1,8,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,arraisonner,0,,
587,",",",",3,1,8,Pnc,Pnc,,,PUNCT,",",9,,
588,si,si,3,1,8,Adv,Adv,si4,C/V\,ADV,si,10,,
589,li,li,3,1,8,Prn,Prn$$,li,C/V\,PRON,li,10,,
590,dist,dist,3,1,8,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
591,:,:,3,1,8,Pnc,Pnc,,,PUNCT,:,9,,
592,‘,‘,3,1,8,Pnc,Pnc,,,PUNCT,‘,9,,
593,Purquei,purquei,3,1,8,Qux,Qux,pourquoi,C/V\.'C/V\,ADV,pourquoi,10,,
594,plures,plures,3,1,8,Vfin,Vfin,pleurer,'C/V\.C/e\,VERB,pleurer,10,,
595,?,?,3,1,8,Pnc,Pnc,,,PUNCT,?,9,,
596,Purquei,purquei,3,1,8,Qux,Qux,pourquoi,C/V\.'C/V\,ADV,pourquoi,10,,
597,ne,ne,3,1,8,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
598,manjues,manjues,3,1,8,Vfin,Vfin,manger,C/V\.'C/V\./e\,VERB,manger,10,,
599,?,?,3,1,8,Pnc,Pnc,,,PUNCT,?,9,,
600,É,e,3,1,8,Crd,Crd,et,/V\,CCONJ,et,10,,
601,purquei,purquei,3,1,8,Qux,Qux,pourquoi,C/V\.'C/V\,ADV,pourquoi,10,,
602,est,est,3,1,8,Vfin,Vfin,être,/V\,VERB,être,10,,
603,tis,tis,3,1,8,Det,Det,ton2,C/V\,DET,ton,10,,
604,quers,quers,3,1,8,N,N,,C/V\,NOUN,coeur,9,,
605,en,en,3,1,8,Pre,Pre,en,/V\,ADP,en,10,,
606,tristur,tristur,3,1,8,N,N,,C/V\.'C/V\,NOUN,tristeur,0,,
607,?,?,3,1,8,Pnc,Pnc,,,PUNCT,?,9,,
608,Dun,dun,3,1,8,Adv,Adv,donc,C/V\,ADV,donc,10,,
609,n',n',3,1,8,Neg,Neg$$,ne,C/\,ADV,ne,10,,
610,as,as,3,1,8,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
611,tu,tu,3,1,8,Prn,Prn%,tu,C/V\,PRON,tu,10,,
612,m',m',3,1,8,Det,Det,mon,C/\,DET,mon,10,,
613,amur,amur,3,1,8,N,N,,/V\.'C/V\,NOUN,amour,8,,
614,?,?,3,1,8,Pnc,Pnc,,,PUNCT,?,9,,
615,Dun,dun,3,1,8,Adv,Adv,donc,C/V\,ADV,donc,10,,
616,n',n',3,1,8,Neg,Neg$$,ne,C/\,ADV,ne,10,,
617,as,as,3,1,8,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
618,tu,tu,3,1,8,Prn,Prn%,tu,C/V\,PRON,tu,10,,
619,mun,mun,3,1,8,Det,Det,mon,C/V\,DET,mon,10,,
620,quer,quer,3,1,8,N,N,,C/V\,NOUN,coeur,3,,
621,",",",",3,1,8,Pnc,Pnc,,,PUNCT,",",9,,
622,ki,ki,3,1,8,Qux,Qux,qui,C/V\,PRON,qui,10,,
623,plus,plus,3,1,8,Adv,Adv,plus,C/V\,ADV,plus,10,,
624,te,te,3,1,8,Prn,Prn$$,te,C/(e)\,PRON,te,10,,
625,valt,valt,3,1,8,Vfin,Vfin,valoir,C/V\,VERB,valoir,10,,
626,que,que,3,1,8,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
627,si,si,3,1,8,Sub,Sub,si3,C/V\,SCONJ,si,10,,
628,oüsses,ousses,3,1,8,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10,,
629,dis,dis,3,1,8,QIs,QIs,dix,C/V\,NUM,dix,10,,
630,enfanz,enfanz,3,1,8,N,N,,/V\.'C/V\,NOUN,enfant,8,,
631,?,?,3,1,8,Pnc,Pnc,,,PUNCT,?,9,,
632,’,’,3,1,8,Pnc,Pnc,,,PUNCT,’,9,,
633,Anna,annä,3,1,9,N,N,,'/V\.C/(e)\,PROPN,Anna,6,,
634,puis,puis,3,1,9,PrA,PrA,puis,C/V\,ADV,puis,10,,
