lex_id,syll_str,in_el,fin_el,ms,backwards dd
compannie,vvs,n,y,,
compara,vvv,n,n,,
comparaison,vvvv,n,n,,
comparé,vvv,n,n,,
comparee,vvvs,n,y,,
comparer,vvv,n,n,,
comparés,vvv,n,n,,
comparest,vvv,n,n,,
comparét,vvv,n,n,,
comparez,vvv,n,n,,
comparoies,vvvs,n,n,,
comparoir,vvv,n,n,,
comparoison,vvvv,n,n,,
comparras,vvv,n,n,,
compas,vv,n,n,,
compasee,vvvs,n,y,,
compassa,vvv,n,n,,
compasse,vvs,n,y,,
compassé,vvv,n,n,,
compassee,vvvs,n,y,,
compasser,vvv,n,n,,
compassez,vvv,n,n,,
compatient,vvv,n,n,,
compe,vs,n,y,,
compeigne,vvs,n,y,,
compeignie,vvvs,n,y,,
compeignon,vvv,n,n,,
compeingne,vvs,n,y,,
compellé,vsv,n,n,,
comperai,vsv,n,n,,
compere,vvs,n,y,,
comperé,vsv,n,n,,
comperee,vsvs,n,n,,
comperont,vsv,n,n,,
complaignoit,vvv,n,n,,
complaindre,vvs,n,y,,
complaing,vv,n,n,,
complains,vv,n,n,,
complaint,vv,n,n,,
complainte,vvs,n,y,,
complaintes,vvs,n,n,,
complaire,vvs,n,y,,
complection,vvdd,n,n,,
complections,vvdd,n,n,,
complest,vv,n,n,,
complit,vv,n,n,,
composé,vvv,n,n,,
composition,vvvdd,n,n,,
compra,vv,n,n,,
comprendeis,vvv,n,n,,
comprendre,vvs,n,y,,
comprent,vv,n,n,,
comprins,vv,n,n,,
compris,vv,n,n,,
comprises,vvs,n,n,,
compta,vv,n,n,,
comptar,vv,n,n,,
compte,vs,n,y,,
compté,vv,n,n,,
comptee,vvs,n,y,,
compteir,vv,n,n,,
compter,vv,n,n,,
compteray,vsv,n,n,,
comptés,vv,n,n,,
comptez,vv,n,n,,
comptoie,vvs,n,y,,
comptoit,vv,n,n,,
comte,vs,n,y,,
comté,vv,n,n,,
comtes,vs,n,n,,
comtëz,vs,n,n,,
comunä,vvs,n,y,,
comunalment,vvvv,n,n,,
comunement,vvsv,n,n,,
con,v,n,n,,
conbaitoient,vvvs,n,n,,
conbatant,vvv,n,n,,
conbati,vvv,n,n,,
conbatie,vvvs,n,y,,
conbatre,vvs,n,y,,
conbatron,vvv,n,n,,
conbien,vv,n,n,,
concede,vvs,n,y,,
concedé,vsv,n,n,,
concel,vv,n,n,,
concelg,vv,n,n,,
concepcion,vvdd,n,n,,
conception,vvv,n,n,,
concepvoir,vsv,n,n,,
conceu,vhv,n,n,,
conceue,vhvs,n,y,,
conceust,vhv,n,n,,
concevoir,vsv,n,n,,
conchiement,vvsv,n,n,,
conchiet,vv,n,n,,
conchile,vvs,n,y,,
conchuips,vv,n,n,,
conchut,vv,n,n,,
concience,vdds,n,y,,
concierge,vvs,n,y,,
concillier,vvv,n,n,,
concilliés,vvv,n,n,,
concilliez,vvv,n,n,,
concitore,vvvs,n,y,,
conclud,vv,n,n,,
conclue,vvs,n,y,,
conclués,vvv,n,n,,
conclure,vvs,n,y,,
conclus,vv,n,n,,
conclusion,vvdd,n,n,,
concorde,vvs,n,y,,
concquis,vv,n,n,,
concreidre,vvs,n,y,,
concreit,vv,n,n,,
concubinage,vvvvs,n,y,,
concueillie,vvvs,n,y,,
concueillir,vvv,n,n,,
conculli,vvv,n,n,,
concurrens,vvv,n,n,,
conçut,vv,n,n,,
condampne,vvs,n,y,,
condemnets,vvv,n,n,,
condempnent,vvs,n,n,,
condempnez,vvv,n,n,,
condempnons,vvv,n,n,,
condempué,vvv,n,n,,
condescendre,vvvs,n,y,,
condicion,vvdd,n,n,,
condicionnez,vvddv,n,n,,
condicions,vvdd,n,n,,
condiciun,vvdd,n,n,,
condignet,vvs,n,n,,
condision,vvdd,n,n,,
condition,vvdd,n,n,,
conditionnez,vvddv,n,n,,
condoist,vv,n,n,,
condormirent,vvvs,n,n,,
conducent,vvs,n,n,,
conducteurs,vvv,n,n,,
condue,vvs,n,y,,
conduicte,vvs,n,y,,
conduie,vvs,n,y,,
conduient,vvs,n,n,,
conduire,vvs,n,y,,
conduis,vv,n,n,,
conduist,vv,n,n,,
conduit,vv,n,n,,
conduite,vvs,n,y,,
conduiz,vv,n,n,,
condurmir,vvv,n,n,,
conduysable,vvvs,n,y,,
conduysoit,vvv,n,n,,
conduyt,vv,n,n,,
conduyte,vvs,n,y,,
conduz,vv,n,n,,
coneguz,vsv,n,n,,
conest,vv,n,n,,
conestablies,vvvvs,n,n,,
conestre,vvs,n,y,,
coneue,vhvs,n,y,,
coneumes,vhvs,n,n,,
coneust,vhv,n,n,,
coneuz,vhv,n,n,,
confaite,vvs,n,y,,
confanon,vvv,n,n,,
confanons,vvv,n,n,,
confenon,vsv,n,n,,
confermeit,vvv,n,n,,
confermement,vvsv,n,n,,
confermer,vvv,n,n,,
confermoient,vvvs,n,n,,
confermons,vvv,n,n,,
confert,vv,n,n,,
confés,vv,n,n,,
confessa,vvv,n,n,,
confessast,vvv,n,n,,
confessastes,vvvs,n,n,,
confesse,vvs,n,y,,
confesser,vvv,n,n,,
confesseur,vvv,n,n,,
confessez,vsv,n,n,,
confession,vvdd,n,n,,
confessions,vvdd,n,n,,
confet,vv,n,n,,
confez,vv,n,n,,
confiesser,vvv,n,n,,
confiession,vvdd,n,n,,
confines,vvs,n,n,,
confire,vvs,n,y,,
confirmét,vvv,n,n,,
confit,vv,n,n,,
confite,vvs,n,y,,
confites,vvs,n,n,,
confiz,vv,n,n,,
conflans,vv,n,n,,
confond,vv,n,n,,
confonde,vvs,n,y,,
confondist,vvv,n,n,,
confondre,vvs,n,y,,
confondu,vvv,n,n,,
confondue,vvvs,n,y,,
confondus,vvv,n,n,,
confonduz,vvv,n,n,,
confont,vv,n,n,,
confors,vv,n,n,,
confort,vv,n,n,,
conforta,vvv,n,n,,
confortans,vvv,n,n,,
confortast,vvv,n,n,,
conforte,vvs,n,y,,
conforté,vvv,n,n,,
conforted,vvv,n,n,,
confortee,vvvs,n,y,,
conforteir,vvv,n,n,,
confortent,vvs,n,n,,
conforter,vvv,n,n,,
confortera,vvsv,n,n,,
conforteroye,vvsvs,n,y,,
confortes,vvs,n,n,,
confortés,vvv,n,n,,
confrairie,vvvs,n,y,,
confrere,vvs,n,y,,
confundra,vvv,n,n,,
confundre,vvs,n,y,,
confus,vv,n,n,,
confuse,vvs,n,y,,
confusion,vvdd,n,n,,
confusioun,vvdd,n,n,,
confussion,vvdd,n,n,,
congé,vv,n,n,,
congee,vvs,n,y,,
congeez,vhv,n,n,,
congie,vv,n,n,,
congié,vv,n,n,,
congier,vdd,n,n,,
congiet,vdd,n,n,,
congiét,vv,n,n,,
congiez,vv,n,n,,
congne,vs,n,y,,
congneu,vhv,n,n,,
congnissance,vvvs,n,y,,
congnois,vv,n,n,,
congnoisçance,vvvs,n,y,,
congnoiscés,vvv,n,n,,
congnoisons,vvv,n,n,,
congnoissance,vvvs,n,y,,
congnoissans,vvv,n,n,,
congnoissant,vvv,n,n,,
congnoisse,vvs,n,y,,
congnoissent,vvs,n,n,,
congnoissez,vvv,n,n,,
congnoissoie,vvvs,n,y,,
congnoissoit,vvv,n,n,,
congnoissons,vvv,n,n,,
congnoist,vv,n,n,,
congnoistray,vvv,n,n,,
congnoistre,vvs,n,y,,
congnoistrez,vvv,n,n,,
congnoit,vv,n,n,,
congnoiz,vv,n,n,,
congnoyt,vv,n,n,,
congnu,vv,n,n,,
congnurent,vvs,n,n,,
congnut,vv,n,n,,
coniondre,vvs,n,y,,
conissoit,vvv,n,n,,
conitrez,vvv,n,n,,
conjaudit,vvv,n,n,,
conjecture,vvvs,n,y,,
conjoïe,vvvs,n,y,,
conjoiir,vvv,n,n,,
conjoinct,vv,n,n,,
conjoincts,vv,n,n,,
conjointe,vvs,n,y,,
conjointement,vvsv,n,n,,
conjoir,vvv,n,n,,
conjois,vvv,n,n,,
conjoist,vvv,n,n,,
conjot,vv,n,n,,
conjoui,vvv,n,n,,
conjunccion,vvdd,n,n,,
conjuncion,vvdd,n,n,,
conjur,vv,n,n,,
conjura,vvv,n,n,,
conjure,vvs,n,y,,
conjuré,vvv,n,n,,
conjuree,vvvs,n,y,,
conjureison,vvvv,n,n,,
conjurét,vvv,n,n,,
conjuron,vvv,n,n,,
conlauder,vvv,n,n,,
conmançai,vvv,n,n,,
conmance,vvs,n,y,,
conmanciez,vvv,n,n,,
conmanda,vvv,n,n,,
conmande,vvs,n,y,,
conmandé,vvv,n,n,,
conmandemans,vvsv,n,n,,
conmandemens,vvsv,n,n,,
conmandement,vvsv,n,n,,
conmandemenz,vvsv,n,n,,
conmanderay,vvsv,n,n,,
conmanderent,vvvs,n,n,,
conmandez,vvv,n,n,,
conmant,vv,n,n,,
conmanz,vv,n,n,,
conme,vs,n,y,,
conmenca,vvv,n,n,,
conmença,vvv,n,n,,
conmence,vvs,n,y,,
conmencemant,vvsv,n,n,,
conmencement,vvsv,n,n,,
conmenche,vvs,n,y,,
conmenchier,vvv,n,n,,
conmencie,vvvs,n,y,,
conmencié,vvv,n,n,,
conmencier,vvv,n,n,,
conmencierent,vvvs,n,n,,
conmençon,vvv,n,n,,
conmende,vvs,n,y,,
conment,vv,n,n,,
conmentque,vvs,n,y,,
conmeu,vhv,n,n,,
conmun,vv,n,n,,
conmunaument,vvvv,n,n,,
conmunement,vvsv,n,n,,
connart,vv,n,n,,
connestable,vvvs,n,y,,
connestablie,vvvvs,n,y,,
conneu,vhv,n,n,,
conneue,vhvs,n,y,,
conneusses,vhvs,n,n,,
conneuz,vhv,n,n,,
connissiés,vvv,n,n,,
connois,vv,n,n,,
connoise,vvs,n,y,,
connoissance,vvvs,n,y,,
connoisse,vvs,n,y,,
connoisses,vvs,n,n,,
connoissiés,vvrr,n,n,*,
connoissiez,vvrr,n,n,*,
connoissoies,vvvs,n,n,,
connoissoit,vvv,n,n,,
connoist,vv,n,n,,
connoistras,vvv,n,n,,
connoistre,vvs,n,y,,
connoistruns,vvv,n,n,,
connoit,vv,n,n,,
connui,vv,n,n,,
connurent,vvs,n,n,,
connut,vv,n,n,,
conois,vv,n,n,,
conoissance,vvvs,n,y,,
conoissances,vvvs,n,n,,
conoisse,vvs,n,y,,
conoissent,vvs,n,n,,
conoist,vv,n,n,,
conoisterez,vvsv,n,n,,
conoistre,vvs,n,y,,
conoistrons,vvv,n,n,,
conostre,vvs,n,y,,
conpagne,vvs,n,y,,
conpaigne,vvs,n,y,,
conpaignie,vvvs,n,y,,
conpaignier,vvv,n,n,,
conpaignies,vvvs,n,n,,
conpaignon,vvv,n,n,,
conpaignons,vvv,n,n,,
conpaingne,vvs,n,y,,
conpaingnie,vvvs,n,y,,
conpainz,vv,n,n,,
conparra,vvv,n,n,,
conpere,vvs,n,y,,
conphanon,vvv,n,n,,
conplaignement,vvsv,n,n,,
conplaint,vv,n,n,,
conplaintes,vvs,n,n,,
conplainz,vv,n,n,,
conplie,vvs,n,y,,
conpta,vs,n,n,,
conptä,vs,n,y,,
conpte,vs,n,y,,
conpter,vv,n,n,,
conqeroit,vsv,n,n,,
conqiert,vv,n,n,,
conqis,vv,n,n,,
conqueilli,vsv,n,n,,
conquera,vsv,n,n,,
conquerant,vvv,n,n,,
conquerariz,vvvv,n,n,,
conquereurs,vvv,n,n,,
conquerir,vsv,n,n,,
conqueroient,vsvs,n,n,,
conqueroit,vsv,n,n,,
conquerre,vvs,n,y,,
conquerroit,vsv,n,n,,
conquert,vv,n,n,,
conquest,vv,n,n,,
conquesta,vvv,n,n,,
conquestant,vvv,n,n,,
conqueste,vvs,n,y,,
conquesté,vvv,n,n,,
conquestee,vsvs,n,y,,
conquestei,vvv,n,n,,
conquester,vvv,n,n,,
conquesterent,vsvs,n,n,,
conquestes,vvs,n,n,,
conquestoit,vvv,n,n,,
conquesue,vsvs,n,y,,
conquesus,vsv,n,n,,
conquiert,vv,n,n,,
conquis,vv,n,n,,
conquise,vvs,n,y,,
conquisent,vvs,n,n,,
conquist,vv,n,n,,
conquistrent,vvs,n,n,,
conraé,vhv,n,n,,
conraer,vhv,n,n,,
conraez,vvv,n,n,,
conreé,vhv,n,n,,
conreer,vhv,n,n,,
conrei,vhv,n,n,,
conroi,vv,n,n,,
conroie,vvs,n,y,,
conrois,vv,n,n,,
conroy,vv,n,n,,
cons,v,n,n,,
consante,vvs,n,y,,
consaulz,vv,n,n,,
consaut,vv,n,n,,
consaux,vv,n,n,,
conscience,vvvs,n,y,,
consecreir,vsv,n,n,,
consecreit,vsv,n,n,,
consegued,vsv,n,n,,
conseil,vv,n,n,,
conseilers,vvv,n,n,,
conseilét,vvv,n,n,,
conseilier,vvv,n,n,,
conseill,vv,n,n,,
conseilla,vvv,n,n,,
conseillast,vvv,n,n,,
conseille,vvs,n,y,,
conseillé,vvv,n,n,,
conseiller,vvv,n,n,,
conseillerai,vvsv,n,n,,
conseilleroiz,vvsv,n,n,,
conseillers,vvv,n,n,,
conseillés,vvv,n,n,,
conseillez,vvv,n,n,,
conseillie,vvvs,n,y,,
conseillié,vvv,n,n,,
conseillier,vvv,n,n,,
conseilliere,vvvs,n,y,,
conseillierent,vvvs,n,n,,
conseilliers,vvv,n,n,,
conseilliés,vvv,n,n,,
conseilliez,vvv,n,n,,
conseilloit,vvv,n,n,,
conseils,vv,n,n,,
consel,vv,n,n,,
conseliez,vvv,n,n,,
consell,vv,n,n,,
conselle,vvs,n,y,,
consellier,vvv,n,n,,
conselliers,vvv,n,n,,
conselz,vv,n,n,,
consens,vv,n,n,,
consent,vv,n,n,,
consentant,vvv,n,n,,
consentemens,vvsv,n,n,,
consentement,vvsv,n,n,,
consentens,vvv,n,n,,
consentent,vvs,n,n,,
consentés,vvv,n,n,,
consentier,vvv,n,n,,
consentir,vvv,n,n,,
consentiriés,vvvv,n,n,,
consentiron,vvvv,n,n,,
consentis,vvv,n,n,,
consentit,vvv,n,n,,
consentoit,vvv,n,n,,
consentunt,vvv,n,n,,
consenz,vv,n,n,,
consequence,vvvs,n,y,,
consequense,vsvs,n,y,,
conservage,vvvs,n,y,,
conserve,vvs,n,y,,
conserverent,vvvs,n,n,,
conseu,vhv,n,n,,
conseue,vhvs,n,y,,
conseulz,vv,n,n,,
conseus,vv,n,n,=conseils,
considere,vvvs,n,y,,
consideré,vvvv,n,n,,
considerer,vvsv,n,n,,
considerés,vvsv,n,n,,
consiel,vv,n,n,,
consieut,vv,n,n,,
consigné,vvv,n,n,,
consilhier,vvv,n,n,,
consilier,vvv,n,n,,
consiliers,vvv,n,n,,
consillerai,vvsv,n,n,,
consillerés,vvsv,n,n,,
consillie,vvvs,n,y,,
consillié,vvv,n,n,,
consillier,vvv,n,n,,
consiredes,vvvs,n,n,,
consirré,vvv,n,n,,
consirree,vvvs,n,n,,
consirrer,vvv,n,n,,
consirrers,vvv,n,n,,
consoil,vv,n,n,,
consoill,vv,n,n,,
consoille,vvs,n,y,,
consoillier,vvv,n,n,,
consoillours,vvv,n,n,,
consolacion,vvvdd,n,n,,
consolament,vvsv,n,n,,
consolasion,vvvdd,n,n,,
consolation,vvvdd,n,n,,
consoleir,vvv,n,n,,
consolidé,vvvv,n,n,,
consolideie,vvvvs,n,y,,
consolle,vvs,n,y,,
consomme,vvs,n,y,,
consonant,vvv,n,n,,
consoul,vv,n,n,,
consseil,vv,n,n,,
consseilliét,vvv,n,n,,
constance,vvs,n,y,,
constanlacion,vvvv,n,n,,
constans,vv,n,n,,
constant,vv,n,n,,
constantin,vvv,n,n,,
constantinnoble,vvvvs,n,y,,
constantinoble,vvvvs,n,y,,
constantins,vvv,n,n,,
constraint,vv,n,n,,
constreineit,vvv,n,n,,
construire,vvs,n,y,,
consut,vv,n,n,,
cont,v,n,n,,
conta,vv,n,n,,
contagieuses,vvvvs,n,n,,
contai,vv,n,n,,
contandent,vvs,n,n,,
contans,vv,n,n,,
contante,vvs,n,y,,
contay,vv,n,n,,
conte,vs,n,y,,
conté,vv,n,n,,
contee,vvs,n,y,,
contei,vv,n,n,,
conteir,vv,n,n,,
conteit,vv,n,n,,
contemplacion,vvvvv,n,n,,
contemplant,vvv,n,n,,
contemplation,vvvdd,n,n,,
contemplative,vvvvs,n,y,,
contempt,vv,n,n,,
contenance,vsvs,n,y,,
contenances,vsvs,n,n,,
contenant,vsv,n,n,,
contençon,vvv,n,n,,
contendant,vvv,n,n,,
contende,vvs,n,y,,
contendre,vvs,n,y,,
contene,vvs,n,n,,
contenement,vvsv,n,n,,
contenence,vsvs,n,y,,
contenir,vsv,n,n,,
contenoit,vsv,n,n,,
contens,vv,n,n,,
content,vv,n,n,,
contenta,vvv,n,n,,
contente,vvs,n,y,,
contenté,vvv,n,n,,
contentes,vvs,n,n,,
contenuz,vsv,n,n,,
conter,vv,n,n,,
conterai,vsv,n,n,,
contereit,vsv,n,n,,
conterent,vvs,n,n,,
conteroie,vsvs,n,y,,
conteroit,vsv,n,n,,
conterons,vsv,n,n,,
contes,vs,n,n,,
contés,vv,n,n,,
contesse,vvs,n,y,,
contez,vv,n,n,,
contien,vv,n,n,,
contient,vv,n,n,,
contint,vv,n,n,,
continuacion,vvvvdd,n,n,,
continuans,vvvv,n,n,,
continuasse,vvvvs,n,y,,
continuation,vvvvdd,n,n,,
continué,vvvv,n,n,,
continueit,vvvv,n,n,,
continuelment,vvvvv,n,n,,
continuer,vvvv,n,n,,
continuez,vvvv,n,n,,
contoie,vvs,n,y,,
contoient,vvs,n,n,,
contoit,vv,n,n,,
contot,vv,n,n,,
conträ,vs,n,y,,
contra·ls,vs,n,n,,
contraignoit,vvv,n,n,,
contraindre,vvs,n,y,,
contraingnoit,vvv,n,n,,
contraint,vv,n,n,,
contrainte,vvs,n,y,,
contraire,vvs,n,y,,
contraires,vvs,n,n,,
contrait,vv,n,n,,
contral,vv,n,n,,
contralie,vvvs,n,y,,
contralié,vvrr,n,n,,
contralious,vvvv,n,n,,
contrare,vvs,n,y,,
contrarie,vvvs,n,n,,
contrarient,vvvs,n,n,,
contrastar,vvv,n,n,,
contre,vs,n,y,,
contrede,vvs,n,y,,
contredeistes,vsvvs,n,n,,
contredi,vsv,n,n,,
contredie,vsvs,n,y,,
contrediés,vsvv,n,n,,
contredir,vsv,n,n,,
contrediray,vsvv,n,n,,
contredire,vsvs,n,y,,
contredirent,vsvs,n,n,,
contredis,vsv,n,n,,
contrediseis,vsvv,n,n,,
contredist,vsv,n,n,,
contredit,vsv,n,n,,
contreditz,vsv,n,n,,
contree,vvs,n,y,,
contrees,vvs,n,n,,
contreëz,vvs,n,n,,
contrefaire,vsvs,n,y,,
contrefais,vsv,n,n,,
contrefait,vsv,n,n,,
contrefaite,vsvs,n,y,,
contrefaiz,vsv,n,n,,
contrefort,vsv,n,n,,
contremettre,vsvs,n,y,,
contremont,vsv,n,n,,
contrepensoye,vsvvs,n,y,,
contrepois,vsv,n,n,,
contreres,vvs,n,n,=contraires,
contrestans,vsv,n,n,,
contresterai,vssv,n,n,,
contrete,vvs,n,y,,
contretenir,vssv,n,n,,
contretenoit,vssv,n,n,,
contrethe,vvs,n,y,,
contreuvent,vvs,n,n,,
contreval,vsv,n,n,,
contricion,vvdd,n,n,,
contriction,vvdd,n,n,,
contris,vv,n,n,,
contristé,vvv,n,n,,
contristeit,vvv,n,n,,
contrit,vv,n,n,,
contrition,vvdd,n,n,,
controingne,vvs,n,y,,
controlier,vvvv,n,n,,
controuvee,vvvs,n,y,,
controverent,vvvs,n,n,,
controverse,vvvs,n,y,,
controvirent,vvvs,n,n,,
conuenist,vvv,n,n,,
conuertir,vvv,n,n,,
conuht,vv,n,n,,
conuissance,vvvs,n,y,,
conuissent,vvs,n,n,,
conuissum,vvv,n,n,,
conuistrunt,vvv,n,n,,
conuit,vv,n,n,,
conuoitiese,vvvs,n,y,,
conurent,vvs,n,n,,
conusét,vvv,n,n,,
conust,vv,n,n,,
conustrai,vvv,n,n,,
conut,vv,n,n,,
conveé,vhv,n,n,,
conveia,vvv,n,n,,
convenable,vsvs,n,y,,
convenance,vsvs,n,y,,
convenances,vsv,n,n,,
convenancié,vsvv,n,n,,
convenant,vsv,n,n,,
convendra,vvv,n,n,,
convenences,vsvs,n,n,,
convenent,vsv,n,n,,
convenient,vvvv,n,n,,
convenir,vsv,n,n,,
convenist,vsv,n,n,,
convenoit,vsv,n,n,,
convenra,vvv,n,n,,
convenroit,vvv,n,n,,
convenrra,vvv,n,n,,
convent,vv,n,n,,
convenz,vv,n,n,,
convers,vv,n,n,,
conversa,vvv,n,n,,
conversacion,vvvdd,n,n,,
converse,vvs,n,y,,
conversé,vvv,n,n,,
converser,vvv,n,n,,
converserent,vvvs,n,n,,
converset,vvs,n,y,,
conversét,vvv,n,n,,
conversserent,vvvs,n,n,,
convertent,vvs,n,n,,
converti,vvv,n,n,,
convertie,vvvs,n,y,,
convertir,vvv,n,n,,
convertiroient,vvvvs,n,n,,
convertissez,vvvv,n,n,,
convie,vvs,n,y,,
conviegne,vvs,n,y,,
conviendra,vvv,n,n,,
conviendroit,vvv,n,n,,
convient,vv,n,n,,
conviers,vv,n,n,,
convint,vv,n,n,,
convoie,vvs,n,y,,
convoier,vvv,n,n,,
convoierai,vvsv,n,n,,
convoiez,vvv,n,n,,
convoite,vvs,n,y,,
convoiteux,vvv,n,n,,
convoitise,vvvs,n,y,,
convoitousse,vvvs,n,y,,
convoquer,vvv,n,n,,
convoyera,vvsv,n,n,,
cop,v,n,n,,
copa,vv,n,n,,
copé,vv,n,n,,
copee,vvs,n,y,,
coper,vv,n,n,,
copés,vv,n,n,,
copieux,vdd,n,n,,
coppa,vv,n,n,,
copper,vv,n,n,,
coppoie,vvs,n,y,,
coppoier,vvv,n,n,,
cops,v,n,n,,
copuné,vvv,n,n,,
coquins,vv,n,n,,
cor,v,n,n,,
corage,vvs,n,y,,
corages,vvs,n,n,,
coragousemant,vvvsv,n,n,,
coraige,vvs,n,y,,
coraiges,vvs,n,n,,
coraille,vvs,n,y,,
coraje,vvs,n,y,,
coral,vv,n,n,,
coralines,vvvs,n,n,,
corans,vv,n,n,,
corant,vv,n,n,,
coranz,vv,n,n,,
corbas,vv,n,n,,
corbaus,vv,n,n,,
corbeau,vv,n,n,,
corbeaulx,vv,n,n,,
corbeil,vv,n,n,,
corberias,vsvv,n,n,,
corbiau,vv,n,n,,
corbillon,vvv,n,n,,
corbin,vv,n,n,,
corbueil,vv,n,n,,
corce,vs,n,y,,
cordä,vs,n,y,,
corde,vs,n,y,,
cordes,vs,n,n,,
cordewan,vsv,n,n,,
cordial,vvv,n,n,,
cordialement,vvvsv,n,n,,
cordoan,vvv,n,n,,
cordoen,vvv,n,n,adj. from Cordoue,
cordroés,vvv,n,n,,
coreciés,vsv,n,n,,
coreços,vsv,n,n,,
corelment,vvv,n,n,,
corés,vv,n,n,,
corgie,vvs,n,y,,
corn,v,n,n,,
cornant,vv,n,n,,
cornardie,vvvs,n,y,,
cornast,vv,n,n,,
corné,vv,n,n,,
cornecte,vvs,n,y,,
cornelia,vvvv,n,n,,
corner,vv,n,n,,
cornerunt,vsv,n,n,,
cornes,vs,n,n,,
cornet,vv,n,n,,
cornette,vvs,n,y,,
corneualans,vvvv,n,n,,
corneur,vv,n,n,,
cornez,vv,n,n,,
cornieres,vvs,n,n,,
cornouaille,vvvs,n,y,,
corns,v,n,n,,
cornu,vv,n,n,,
cornue,vvs,n,y,,
cornuiaus,vvv,n,n,,
cornwaille,vvs,n,y,,
corocé,vvv,n,n,,
corocha,vvv,n,n,,
corochiés,vvv,n,n,,
corochire,vvvs,n,n,,
corocié,vvv,n,n,,
corocier,vvv,n,n,,
coroit,vv,n,n,,
corona,vvv,n,n,,
coronä,vvs,n,y,,
coronat,vvv,n,n,,
corone,vvs,n,y,,
coroné,vvv,n,n,,
coroneir,vvv,n,n,,
coroneit,vvv,n,n,,
coroner,vvv,n,n,,
coronés,vvv,n,n,,
coronez,vvv,n,n,,
coronne,vvs,n,y,,
coronner,vvv,n,n,,
coronnerent,vvvs,n,n,,
coronnez,vvv,n,n,,
corouche,vvs,n,n,,
corouchier,vvv,n,n,,
coroune,vvs,n,y,,
corousciez,vvv,n,n,,
corouz,vv,n,n,,
corpable,vvs,n,y,,
corpe,vs,n,y,,
corporel,vvv,n,n,,
corporelle,vvvs,n,y,,
corps,v,n,n,,
corpus,vv,n,n,,
corrage,vvs,n,y,,
corrans,vv,n,n,,
corrant,vv,n,n,,
corre,vs,n,y,,
correcier,vsv,n,n,,
correcir,vsv,n,n,,
correctiere,vvvs,n,y,,
correge,vvs,n,n,,
corrent,vs,n,n,,
corresous,vsv,n,n,,
corrige,vvs,n,y,,
corrigiét,vvv,n,n,,
corroceus,vvv,n,n,,
corrocier,vvv,n,n,,
corrociez,vvv,n,n,,
corropt,vv,n,n,,
corroptios,vvv,n,n,,
corroucement,vvsv,n,n,,
corrouceuse,vvvs,n,y,,
corroucier,vvv,n,n,,
corrouz,vv,n,n,,
corrumpu,vvv,n,n,,
corrumpues,vvvs,n,n,,
corrunpable,vvvs,n,y,,
corrupcion,vvdd,n,n,,
corruptible,vvvs,n,y,,
corruption,vvdd,n,n,,
corruptiun,vvdd,n,n,,
corrut,vv,n,n,,
cors,v,n,n,,
corsablix,vvv,n,n,,
corsaige,vvs,n,y,,
corsier,vv,n,n,,
corsolt,vv,n,n,,
corsuble,vvs,n,y,,
corsubles,vvs,n,n,,
cort,v,n,n,,
corteis,vv,n,n,,
corteise,vvs,n,y,,
corteisement,vvsv,n,n,,
corteisie,vvvs,n,y,,
cortil,vv,n,n,,
cortill,vv,n,n,,
cortine,vvs,n,y,,
cortoiier,vvv,n,n,,
cortois,vv,n,n,,
cortoise,vvs,n,y,,
cortoisemant,vvsv,n,n,,
cortoisement,vvsv,n,n,,
cortoisie,vvvs,n,y,,
cortoizes,vvs,n,n,,
cortoizie,vvvs,n,y,,
coru,vv,n,n,,
corucer,vvv,n,n,,
corucet,vvs,n,y,,
corueilles,vvs,n,n,gormont 3s,
corues,vvs,n,n,,
corune,vvs,n,y,,
corunéd,vvv,n,n,,
corunee,vvvs,n,y,,
corunes,vvs,n,n,,
corurent,vvs,n,n,,
corust,vv,n,n,,
corut,vv,n,n,,
coruz,vv,n,n,,
corvees,vvs,n,n,,
cos,v,n,n,,
cose,vs,n,y,,
coses,vs,n,n,,
cosiel,vv,n,n,,
cosin,vv,n,n,,
cosins,vv,n,n,,
cosme,vs,n,y,,
cosse,vs,n,y,,
cost,v,n,n,,
costa,vs,n,n,,
coste,vs,n,y,,
costé,vv,n,n,,
costeiz,vv,n,n,,
costentin,vvv,n,n,,
costes,vs,n,n,,
costés,vv,n,n,,
costét,vv,n,n,,
costez,vv,n,n,,
costil,vv,n,n,,
costre,vs,n,y,,
costume,vvs,n,y,,
costumes,vvs,n,n,,
costumiere,vvvs,n,y,,
costuntinoble,vvvvs,n,y,,
costure,vvs,n,y,,
costus,vv,n,n,,
cotart,vv,n,n,,
cote,vs,n,y,,
cotel,vv,n,n,,
cotele,vvs,n,y,,
cotiveras,vvsv,n,n,,
coton,vv,n,n,,
cotte,vs,n,y,,
cottes,vs,n,n,,
cou,v,n,n,,
çou,v,n,n,,
couane,vvs,n,y,,
couarde,vvs,n,y,,
couardement,vvsv,n,n,,
couardise,vvvs,n,y,,
couardye,vvvs,n,y,,
couars,vv,n,n,,
couart,vv,n,n,,
couarz,vv,n,n,,
couce,vs,n,y,,
coucha,vv,n,n,,
couchant,vv,n,n,,
couche,vs,n,y,,
couché,vv,n,n,,
coucher,vs,n,n,,
coucheray,vsv,n,n,,
coucherent,vvs,n,n,,
coucheroiz,vsv,n,n,,
couchi,vv,n,n,,
couchie,vvs,n,y,,
couchié,vv,n,n,,
couchier,vv,n,n,,
couchiés,vv,n,n,,
