"wd_id","line_id","linewd","lex_id","tag","textlineid","TT lemma"
794,123,1,"et","CON:coord",123,"et_S"
795,123,2,"ce","PRO:invar",123,"ce1_S"
796,123,3,"prouuera","VER",123,"<unknown>"
797,123,4,"ge","PRO:pers",123,"je"
798,123,5,"asseis","ADV",123,"assez_+Z"
799,124,1,"par","PRE",124,"par_S"
800,124,2,"ce","PRO:invar",124,"ce1_S"
801,124,3,"que","PROCON",124,"que3_S"
802,124,4,",","PON",124,","
803,124,5,"deuant","PRE",124,"devant_S"
804,124,6,",","PON",124,","
805,124,7,"dit","VER",124,"dire_+CMI"
806,124,8,"aueis","VER",124,"avoir_*+M"
807,124,9,".","PON",124,"."
808,125,1,"bien","ADV",125,"bien1|bien2|bien_+IT|C|I"
809,125,2,"cognissiés","VER",125,"<unknown>"
810,125,3,"que","PROCON",125,"que3_S"
811,125,4,"remueir","VER",125,"remüer_*+IIdTd"
812,126,1,"fay","VER",126,"faire|farre_+M|M"
813,126,2,"le","DET:def",126,"le_S"
814,126,3,"firmament","NOM",126,"firmament_+T"
815,126,4,"et","CON:coord",126,"et_S"
816,126,5,"tourneir","VER",126,"<unknown>"
817,126,6,",","PON",126,","
818,127,1,"si","ADV",127,"si_+IT"
819,127,2,"ne","PRO:clit",127,"en2_S"
820,127,3,"dewissiés","VER",127,"<unknown>"
821,127,4,"pas","NOM",127,"pas|past2_+IT|+T"
822,127,5,"oseir","VER",127,"<unknown>"
823,128,1,"contre","PRE",128,"contre_S"
824,128,2,"moy","PRO:pers",128,"je_S"
825,128,3,"gronssier","VER",128,"<unknown>"
826,128,4,"ne","PRO:clit",128,"en2_S"
827,128,5,"parler","VER",128,"parler_+MIT"
828,128,6,".","PON",128,"."
829,129,1,"or","ADV",129,"or4|or_+IT|CI"
830,129,2,"en","PRO:clit",129,"en2_S"
831,129,3,"faites","VER",129,"faire_+CMI"
832,129,4,"quant","ADV",129,"cant_C"
833,129,5,"qu'","PROCON",129,"que1|que2|que3|que4_S|S|S|S"
834,129,6,"il","PRO:pers",129,"il_S"
835,129,7,"vus","PRO:pers",129,"vos1_S"
836,129,8,"plaist","VER",129,"plaire_+MI"
837,129,9,",","PON",129,","
838,130,1,"car","CON:coord",130,"car_S"
839,130,2,"mult","ADV",130,"mout_I"
840,130,3,"pou","ADV",130,"poi_*I"
841,130,4,"ou","PREDET:en",130,"en1+le_S"
842,130,5,"nient","ADV",130,"nïent_+IId"
843,130,6,"ne","PRO:clit",130,"en2_S"
844,130,7,"m'","PRO:pers",130,"je_S"
845,130,8,"en","PRO:clit",130,"en2_S"
846,130,9,"est","VER",130,"ester|estre1_+M|+I"
847,130,10,";","PON",130,";"
848,131,1,"esioiissiés","VER",131,"<unknown>"
849,131,2,"vus","PRO:pers",131,"vos1_S"
850,131,3,"ou","PREDET:en",131,"en1+le_S"
